CUID_Deploy,deployedBy,CUID_Recover,recoveredBy,Reference Designator,deploymentNumber,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,depth,notes
TN-326,,,,CE04OSBP-LJ01C-05-ADCPSI103,2,1,2015-08-03T22:00:00,2016-07-21T00:00:00,N00281,,ATOSU-69825-00001,44.3695,-124.95369,,581,
TN-326,,,,CE04OSBP-LJ01C-06-CTDBPO108,2,1,2015-08-03T22:00:00,2016-07-21T00:00:00,N00281,,A00163,44.3695,-124.95369,,581,
TN-326,,,,CE04OSBP-LJ01C-06-DOSTAD108,2,1,2015-08-03T22:00:00,2016-07-21T00:00:00,N00281,,ATOSU-58320-00022,44.3695,-124.95369,,581,
TN-326,,,,CE04OSBP-LJ01C-07-VEL3DC107,2,1,2015-08-03T22:00:00,2016-07-21T00:00:00,N00281,,ATOSU-69829-00002,44.3695,-124.95369,,581,
TN-326,,,,CE04OSBP-LJ01C-08-OPTAAC104,2,1,2015-08-03T22:00:00,2016-07-21T00:00:00,N00281,,ATOSU-69943-00010,44.3695,-124.95369,,581,
TN-326,,,,CE04OSBP-LJ01C-09-PCO2WB104,2,1,2015-08-03T22:00:00,2016-07-21T00:00:00,N00281,,A01045,44.3695,-124.95369,,581,
TN-326,,,,CE04OSBP-LJ01C-10-PHSEND107,2,1,2015-08-03T22:00:00,2016-07-21T00:00:00,N00281,,A01046,44.3695,-124.95369,,581,
TN-326,,,,CE04OSBP-LJ01C-11-HYDBBA105,2,1,2015-08-03T22:45:00,2016-07-21T00:00:00,N00281,,N00689,44.36952,-124.95378,,580,
