CUID_Deploy,deployedBy,CUID_Recover,recoveredBy,Reference Designator,deploymentNumber,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,depth,notes
TN-326,,,,RS01SUM2-MJ01B-00-FLOBNC101,2,1,2016-07-23T00:00:00,,N00299,,ATAPL-58334-00002,44.57,-125.14681,,775,
TN-326,,,,RS01SUM2-MJ01B-00-FLOBNM101,2,1,2016-07-23T00:00:00,,N00299,,ATAPL-70113-00002,44.57,-125.1468,,774,
TN-326,,,,RS01SUM2-MJ01B-00-OSMOIA101,2,1,2015-07-09T12:32:00,,N00299,,ATAPL-58333-00004,45.93367,-130.01369,,774,
TN-313,,,,RS01SUM2-MJ01B-05-CAMDSB103,2,1,2016-07-19T20:14:00,,N00299,,ATAPL-58317-00010,44.56999,-125.14671,,774,
TN-313,,,,RS01SUM2-MJ01B-06-MASSPA101,2,1,2016-07-28T20:03:00,,N00299,,ATAPL-58325-00002,44.56996,-125.14686,,774,
