CUID_Deploy,deployedBy,CUID_Recover,recoveredBy,Reference Designator,deploymentNumber,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,depth
NBP-15-10,,,,GA01SUMO-RID16-00-DCLENG000,2,1,2015-11-14T21:06:00,,OL000091,,OL000101,-42.9246,-42.58668,,5188
NBP-15-10,,,,GA01SUMO-RID16-01-OPTAAD000,2,1,2015-11-14T21:06:00,,OL000091,,A01298,-42.9246,-42.58668,,5188
NBP-15-10,,,,GA01SUMO-RID16-02-FLORTD000,2,1,2015-11-14T21:06:00,,OL000091,,A01630,-42.9246,-42.58668,,5188
NBP-15-10,,,,GA01SUMO-RID16-03-CTDBPF000,2,1,2015-11-14T21:06:00,,OL000091,,A01420,-42.9246,-42.58668,,5188
NBP-15-10,,,,GA01SUMO-RID16-04-VELPTA000,2,1,2015-11-14T21:06:00,,OL000091,,A00416,-42.9246,-42.58668,,5188
NBP-15-10,,,,GA01SUMO-RID16-05-PCO2WB000,2,1,2015-11-14T21:06:00,,OL000091,,A01202,-42.9246,-42.58668,,5188
NBP-15-10,,,,GA01SUMO-RID16-06-DOSTAD000,2,1,2015-11-14T21:06:00,,OL000091,,A01300,-42.9246,-42.58668,,5188
NBP-15-10,,,,GA01SUMO-RID16-07-NUTNRB000,2,1,2015-11-14T21:06:00,,OL000091,,A01493,-42.9246,-42.58668,,5188
NBP-15-10,,,,GA01SUMO-RID16-08-SPKIRB000,2,1,2015-11-14T21:06:00,,OL000091,,OL000095,-42.9246,-42.58668,,5188
NBP-15-10,,,,GA01SUMO-RII11-02-ADCPSN010,2,1,2015-11-14T21:06:00,,OL000091,,A00854,-42.9246,-42.58668,,5188
NBP-15-10,,,,GA01SUMO-RII11-02-CTDBPP031,2,1,2015-11-14T21:06:00,,OL000091,,A01135,-42.9246,-42.58668,,5188
NBP-15-10,,,,GA01SUMO-RII11-02-CTDBPP032,2,1,2015-11-14T21:06:00,,OL000091,,A01136,-42.9246,-42.58668,,5188
NBP-15-10,,,,GA01SUMO-RII11-02-CTDBPP033,2,1,2015-11-14T21:06:00,,OL000091,,A01137,-42.9246,-42.58668,,5188
NBP-15-10,,,,GA01SUMO-RII11-02-CTDMOQ011,2,1,2015-11-14T21:06:00,,OL000091,,A01413,-42.9246,-42.58668,,5188
NBP-15-10,,,,GA01SUMO-RII11-02-CTDMOQ012,2,1,2015-11-14T21:06:00,,OL000091,,A01414,-42.9246,-42.58668,,5188
