deploymentNumber,Reference Designator,sensor.uid,startDateTime,stopDateTime,lat,lon,mooring.uid,CUID_Deploy,node.uid,versionNumber,deployedBy,CUID_Recover,recoveredBy,orbit,deployment_depth,water_depth,notes
2,CE09OSSM-MFD35-02-PRESFC000,CGINS-PRESFC-01398,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,540,,nominal_depth
2,CE09OSSM-MFD35-04-ADCPSJ000,CGINS-ADCPSJ-22649,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,540,,nominal_depth
2,CE09OSSM-MFD35-05-PCO2WB000,CGINS-PCO2WB-C0081,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,540,,nominal_depth
2,CE09OSSM-MFD35-06-PHSEND000,CGINS-PHSEND-P0167,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,540,,nominal_depth
2,CE09OSSM-MFD37-00-DCLENG000,OL000468,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,540,,nominal_depth
2,CE09OSSM-MFD37-01-OPTAAC000,CGINS-OPTAAC-00249,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,540,,nominal_depth
2,CE09OSSM-MFD37-03-CTDBPE000,CGINS-CTDBPE-50068,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,540,,nominal_depth
2,CE09OSSM-MFD37-03-DOSTAD000,CGINS-DOSTAD-00478,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,,,
2,CE09OSSM-MFD37-07-ZPLSCC000,CGINS-ZPLSCC-55096,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,540,,nominal_depth
2,CE09OSSM-RIC21-00-CPMENG000,OL000461,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,7,,nominal_depth
2,CE09OSSM-RID26-00-DCLENG000,OL000465,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,7,,nominal_depth
2,CE09OSSM-RID26-01-ADCPTC000,CGINS-ADCPTC-22717,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,7,,nominal_depth
2,CE09OSSM-RID26-04-VELPTA000,CGINS-VELPTA-11380,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,7,,nominal_depth
2,CE09OSSM-RID26-06-PHSEND000,CGINS-PHSEND-P0121,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,7,,nominal_depth
2,CE09OSSM-RID26-07-NUTNRB000,CGINS-NUTNRB-00254,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,7,,nominal_depth
2,CE09OSSM-RID26-08-SPKIRB000,CGINS-SPKIRB-00254,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,7,,nominal_depth
2,CE09OSSM-RID27-00-DCLENG000,OL000466,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,7,,nominal_depth
2,CE09OSSM-RID27-01-OPTAAD000,CGINS-OPTAAD-00258,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,7,,nominal_depth
2,CE09OSSM-RID27-02-FLORTD000,CGINS-FLORTD-01291,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,7,,nominal_depth
2,CE09OSSM-RID27-03-CTDBPC000,CGINS-CTDBPC-50011,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,7,,nominal_depth
2,CE09OSSM-RID27-04-DOSTAD000,CGINS-DOSTAD-00219,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,7,,nominal_depth
2,CE09OSSM-SBC11-00-CPMENG000,OL000460,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,0,,nominal_depth
2,CE09OSSM-SBD11-00-DCLENG000,OL000463,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,0,,nominal_depth
2,CE09OSSM-SBD11-01-MOPAK0000,OL000457,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,0,,nominal_depth
2,CE09OSSM-SBD11-02-HYDGN0000,OL000458,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,0,,nominal_depth
2,CE09OSSM-SBD11-04-VELPTA000,CGINS-VELPTA-12721,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,1,,nominal_depth
2,CE09OSSM-SBD11-06-METBKA000,CGINS-METLGR-00012,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,-3,,nominal_depth
2,CE09OSSM-SBD12-00-DCLENG000,OL000464,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,0,,nominal_depth
2,CE09OSSM-SBD12-03-HYDGN0000,OL000459,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,0,,nominal_depth
2,CE09OSSM-SBD12-04-PCO2AA000,CGINS-PCO2AA-35257,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,0,,nominal_depth
2,CE09OSSM-SBD12-05-WAVSSA000,CGINS-WAVSSA-05281,2015-10-15T23:06:00,2016-05-07T15:28:00,46.85313,-124.9539,CGMCE-09OSSM-00002,OC1510A,,1,,,,,0,,nominal_depth
3,CE09OSSM-MFD35-01-VEL3DD000,CGINS-VEL3DD-08158,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,540,,nominal_depth
3,CE09OSSM-MFD35-02-PRESFC000,CGINS-PRESFC-01385,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,540,,nominal_depth
3,CE09OSSM-MFD35-04-ADCPSJ000,CGINS-ADCPSJ-18978,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,540,,nominal_depth
3,CE09OSSM-MFD35-05-PCO2WB000,CGINS-PCO2WB-C0089,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,540,,nominal_depth
3,CE09OSSM-MFD35-06-PHSEND000,CGINS-PHSEND-P0086,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,540,,nominal_depth
3,CE09OSSM-MFD37-03-CTDBPE000,CGINS-CTDBPE-50005,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,540,,nominal_depth
3,CE09OSSM-MFD37-03-DOSTAD000,OL000473,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,,,
3,CE09OSSM-MFD37-06-CAMDSA000,CGINS-CAMDSA-00110,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,540,,nominal_depth
3,CE09OSSM-MFD37-07-ZPLSCC000,CGINS-ZPLSCC-55078,2016-05-12T17:45:00,2016-09-22T15:35:00,46.85369,-124.96146,CGMCE-09OSSM-00003,TN-342,,1,,,,,540,,nominal_depth
