deploymentNumber,CUID_Deploy,deployedBy,CUID_Recover,recoveredBy,Reference Designator,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,deployment_depth,water_depth,notes
3,TN-342,,,,CE02SHSM-SBD12-00-DCLENG000,1,2016-05-17T21:23:00,2016-09-28T15:52:00,CGMCE-02SHSM-00003,,CGCON-BDCL12-50007,44.63565,-124.30427,,0,80,
3,TN-342,,,,CE02SHSM-SBD12-03-HYDGN0000,1,2016-05-17T21:23:00,2016-09-28T15:52:00,CGMCE-02SHSM-00003,,CGINS-HYDGN0-42325,44.63565,-124.30427,,0,80,
3,TN-342,,,,CE02SHSM-SBD12-04-PCO2AA000,1,2016-05-17T21:23:00,2016-09-28T15:52:00,CGMCE-02SHSM-00003,,CGINS-PCO2AA-34196,44.63565,-124.30427,,0,80,
3,TN-342,,,,CE02SHSM-SBD12-05-WAVSSA000,1,2016-05-17T21:23:00,2016-09-28T15:52:00,CGMCE-02SHSM-00003,,CGINS-WAVSSA-06291,44.63565,-124.30427,,0,80,
3,TN-342,,,,CE02SHSM-SBD12-08-FDCHPA000,1,2016-05-17T21:23:00,2016-09-28T15:52:00,CGMCE-02SHSM-00003,,CGINS-FDCHPA-00017,44.63565,-124.30427,,-3,80,
4,AT37-03,,,,CE02SHSM-RIC21-00-CPMENG000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGCON-NCPM02-00008,44.63929,-124.30404,,7,80,recovery: anchor release
4,AT37-03,,,,CE02SHSM-RID26-00-DCLENG000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGCON-NDCL26-00029,44.63929,-124.30404,,7,80,
4,AT37-03,,,,CE02SHSM-RID26-01-ADCPTA000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGINS-ADCPTA-19024,44.63929,-124.30404,,7,80,
4,AT37-03,,,,CE02SHSM-RID26-04-VELPTA000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGINS-VELPTA-11775,44.63929,-124.30404,,7,80,
4,AT37-03,,,,CE02SHSM-RID26-06-PHSEND000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGINS-PHSEND-P0123,44.63929,-124.30404,,7,80,
4,AT37-03,,,,CE02SHSM-RID26-07-NUTNRB000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGINS-NUTNRB-00288,44.63929,-124.30404,,7,80,
4,AT37-03,,,,CE02SHSM-RID26-08-SPKIRB000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGINS-SPKIRB-00242,44.63929,-124.30404,,7,80,
4,AT37-03,,,,CE02SHSM-RID27-00-DCLENG000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGCON-NDCL27-00008,44.63929,-124.30404,,7,80,
4,AT37-03,,,,CE02SHSM-RID27-01-OPTAAD000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGINS-OPTAAJ-00168,44.63929,-124.30404,,7,80,
4,AT37-03,,,,CE02SHSM-RID27-02-FLORTD000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGINS-FLORTD-01153,44.63929,-124.30404,,7,80,
4,AT37-03,,,,CE02SHSM-RID27-03-CTDBPC000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGINS-CTDBPC-50011,44.63929,-124.30404,,7,80,
4,AT37-03,,,,CE02SHSM-RID27-04-DOSTAD000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGINS-DOSTAD-00217,44.63929,-124.30404,,7,80,
4,AT37-03,,,,CE02SHSM-SBC11-00-CPMENG000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGCON-BCPM01-50005,44.63929,-124.30404,,0,80,
4,AT37-03,,,,CE02SHSM-SBD11-00-DCLENG000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGCON-BDCL11-50005,44.63929,-124.30404,,0,80,
4,AT37-03,,,,CE02SHSM-SBD11-01-MOPAK0000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGINS-MOPAK0-43260,44.63929,-124.30404,,0,80,
4,AT37-03,,,,CE02SHSM-SBD11-02-HYDGN0000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGINS-HYDGN0-42323,44.63929,-124.30404,,0,80,
4,AT37-03,,,,CE02SHSM-SBD11-04-VELPTA000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGINS-VELPTA-12703,44.63929,-124.30404,,1,80,
4,AT37-03,,,,CE02SHSM-SBD11-06-METBKA000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGINS-METLGR-00006,44.63929,-124.30404,,-3,80,
4,AT37-03,,,,CE02SHSM-SBD12-00-DCLENG000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGCON-BDCL12-50005,44.63929,-124.30404,,0,80,
4,AT37-03,,,,CE02SHSM-SBD12-03-HYDGN0000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGINS-HYDGN0-42490,44.63929,-124.30404,,0,80,
4,AT37-03,,,,CE02SHSM-SBD12-04-PCO2AA000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGINS-PCO2AA-35257,44.63929,-124.30404,,0,80,
4,AT37-03,,,,CE02SHSM-SBD12-05-WAVSSA000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGINS-WAVSSA-05271,44.63929,-124.30404,,0,80,
4,AT37-03,,,,CE02SHSM-SBD12-08-FDCHPA000,1,2016-09-26T21:25:00,2017-04-22T13:24:00,CGMCE-02SHSM-00004,,CGINS-FDCHPA-00012,44.63929,-124.30404,,-3,80,
5,SKQ201704S,,,,CE02SHSM-RIC21-00-CPMENG000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGCON-NCPM02-00003,44.6358,-124.30388,,7,81,CGCON-000274-00003
5,SKQ201704S,,,,CE02SHSM-RID26-00-DCLENG000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGCON-NDCL26-00010,44.6358,-124.30388,,7,81,CGCON-000272-00010
5,SKQ201704S,,,,CE02SHSM-RID26-01-ADCPTA000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGINS-ADCPTA-18222,44.6358,-124.30388,,7,81,
5,SKQ201704S,,,,CE02SHSM-RID26-04-VELPTA000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGINS-VELPTA-08381,44.6358,-124.30388,,7,81,
5,SKQ201704S,,,,CE02SHSM-RID26-06-PHSEND000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGINS-PHSEND-P0187,44.6358,-124.30388,,7,81,
5,SKQ201704S,,,,CE02SHSM-RID26-07-NUTNRB000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGINS-NUTNRB-00287,44.6358,-124.30388,,7,81,
5,SKQ201704S,,,,CE02SHSM-RID26-08-SPKIRB000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGINS-SPKIRB-00248,44.6358,-124.30388,,7,81,
5,SKQ201704S,,,,CE02SHSM-RID27-00-DCLENG000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGCON-NDCL27-00003,44.6358,-124.30388,,7,81,CGCON-000274-00003
5,SKQ201704S,,,,CE02SHSM-RID27-01-OPTAAD000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGINS-OPTAAD-00170,44.6358,-124.30388,,7,81,
5,SKQ201704S,,,,CE02SHSM-RID27-02-FLORTD000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGINS-FLORTD-01290,44.6358,-124.30388,,7,81,
5,SKQ201704S,,,,CE02SHSM-RID27-03-CTDBPC000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGINS-CTDBPC-50014,44.6358,-124.30388,,7,81,
5,SKQ201704S,,,,CE02SHSM-RID27-04-DOSTAD000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGINS-DOSTAD-00220,44.6358,-124.30388,,7,81,
5,SKQ201704S,,,,CE02SHSM-SBC11-00-CPMENG000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGCON-BCPM01-50007,44.6358,-124.30388,,0,81,CGCON-000245-50007
5,SKQ201704S,,,,CE02SHSM-SBD11-00-DCLENG000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGCON-BDCL11-50007,44.6358,-124.30388,,0,81,CGCON-000245-50007
5,SKQ201704S,,,,CE02SHSM-SBD11-01-MOPAK0000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGINS-MOPAK0-11856,44.6358,-124.30388,,0,81,
5,SKQ201704S,,,,CE02SHSM-SBD11-02-HYDGN0000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGINS-HYDGN0-49846,44.6358,-124.30388,,0,81,
5,SKQ201704S,,,,CE02SHSM-SBD11-04-VELPTA000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGINS-VELPTA-12746,44.6358,-124.30388,,1,81,
5,SKQ201704S,,,,CE02SHSM-SBD11-06-METBKA000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGINS-METLGR-00023,44.6358,-124.30388,,-3,81,
5,SKQ201704S,,,,CE02SHSM-SBD12-00-DCLENG000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGCON-BDCL12-50007,44.6358,-124.30388,,0,81,CGCON-000245-50007
5,SKQ201704S,,,,CE02SHSM-SBD12-03-HYDGN0000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGINS-HYDGN0-49840,44.6358,-124.30388,,0,81,
5,SKQ201704S,,,,CE02SHSM-SBD12-04-PCO2AA000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGINS-PCO2AA-35259,44.6358,-124.30388,,0,81,
5,SKQ201704S,,,,CE02SHSM-SBD12-05-WAVSSA000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGINS-WAVSSA-06321,44.6358,-124.30388,,0,81,
5,SKQ201704S,,,,CE02SHSM-SBD12-08-FDCHPA000,1,2017-04-20T17:23:00,,CGMCE-02SHSM-00005,,CGINS-FDCHPA-00017,44.6358,-124.30388,,-3,81,
