CUID_Deploy,deployedBy,CUID_Recover,recoveredBy,Reference Designator,deploymentNumber,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,deployment_depth,water_depth,notes
AR24,,AR28,,CP01CNPM-RII01-02-ADCPTG010,1,1,2017-11-06T14:55:00,2018-04-12T12:53:00,CGMCP-01CNPM-00001,,CGINS-ADCPTG-18596,40.13921667,-70.77951667,,114,134,
AR24,,AR28,,CP01CNPM-SBS01-00-STCENG000,1,1,2017-11-06T14:55:00,2018-04-12T12:53:00,CGMCP-01CNPM-00001,,CGCON-BSTC01-00017,40.13921667,-70.77951667,,0,134,
AR24,,AR28,,CP01CNPM-SBS01-01-MOPAK0000,1,1,2017-11-06T14:55:00,2018-04-12T12:53:00,CGMCP-01CNPM-00001,,CGINS-MOPAK0-58478,40.13921667,-70.77951667,,0,134,
AR24,,AR28,,CP01CNPM-WFP01-00-WFPENG000,1,1,2017-11-06T14:55:00,2018-04-12T12:53:00,CGMCP-01CNPM-00001,CGVEH-CWFPCP-30002,CGCON-CWFPCP-30002,40.13921667,-70.77951667,,113,134,
AR24,,AR28,,CP01CNPM-WFP01-01-VEL3DK000,1,1,2017-11-06T14:55:00,2018-04-12T12:53:00,CGMCP-01CNPM-00001,CGVEH-CWFPCP-30002,CGINS-VEL3DK-00470,40.13921667,-70.77951667,,113,134,
AR24,,AR28,,CP01CNPM-WFP01-02-DOFSTK000,1,1,2017-11-06T14:55:00,2018-04-12T12:53:00,CGMCP-01CNPM-00001,CGVEH-CWFPCP-30002,CGINS-DOFSTK-03523,40.13921667,-70.77951667,,113,134,
AR24,,AR28,,CP01CNPM-WFP01-03-CTDPFK000,1,1,2017-11-06T14:55:00,2018-04-12T12:53:00,CGMCP-01CNPM-00001,CGVEH-CWFPCP-30002,CGINS-CTDPFK-00185,40.13921667,-70.77951667,,113,134,
AR24,,AR28,,CP01CNPM-WFP01-04-FLORTK000,1,1,2017-11-06T14:55:00,2018-04-12T12:53:00,CGMCP-01CNPM-00001,CGVEH-CWFPCP-30002,CGINS-FLORTK-01538,40.13921667,-70.77951667,,113,134,
AR24,,AR28,,CP01CNPM-WFP01-05-PARADK000,1,1,2017-11-06T14:55:00,2018-04-12T12:53:00,CGMCP-01CNPM-00001,CGVEH-CWFPCP-30002,CGINS-PARADK-20542,40.13921667,-70.77951667,,113,134,
AR31,,AR34,,CP01CNPM-RII01-02-ADCPTG010,2,1,2018-11-02T14:40:00,2019-04-09T12:07:00,CGMCP-01CNPM-00002,,CGINS-ADCPTG-18596,40.13456667,-70.7704,,113,133,
AR31,,AR34,,CP01CNPM-SBS01-00-STCENG000,2,1,2018-11-02T14:40:00,2019-04-09T12:07:00,CGMCP-01CNPM-00002,,CGCON-BSTC01-00013,40.13456667,-70.7704,,0,133,
