OOIBARCODE,Int_Asset,DESCRIPTION,Type,serial_number,Date,comments
A00229,CP02PMUO-00002,,Mooring,CP02PMUO-00002,11/25/2013,
,,ISU SIM #,,89-88-169-312-003-482-548,,
,,RTE S/N,,950,,
,,Stretch Hose S/N,,1,,
A00277,,AcousticRelease S/N,,45604,,
A00275,,AcousticRelease S/N (line Pack),,45600,,
,,MOPAK S/N,,,,
A00286,,CWFP,Profiler,ML12991-02,,
A00069,,ADCP S/N,Sensor,18445,,
