OOIBARCODE,Int_Asset,DESCRIPTION,Type,serial_number,Date,comments
ATAPL-65244-090-0031,RS03CCAL-MJ03F,,Mooring,SN0031,7/25/2014,
ATAPL-58316-00003,,RS03CCAL-MJ03F-05-BOTPTA301,Sensor,5,,
ATAPL-58693-00003,,RS03CCAL-MJ03F-06-HYDLFA305 ,Sensor,299467,,
ATAPL-58328-00003,,RS03CCAL-MJ03F-06-OBSBBA301,Sensor,T1075,,
