OOIBARCODE,Int_Asset,DESCRIPTION,Type,serial_number,Date,comments
ATAPL-65244-080-0030,RS03ECAL-MJ03E,,Mooring,SN0030,7/23/2013,
ATAPL-58331-00005,,RS03ECAL-MJ03E-05-OBSSPA303,Sensor,T6J71,,
ATAPL-58316-00004,,RS03ECAL-MJ03E-06-BOTPTA302,Sensor,7,,
ATAPL-58331-00006,,RS03ECAL-MJ03E-08-OBSSPA304,Sensor,T6J72,,
ATAPL-58693-00002,,RS03ECAL-MJ03E-09-HYDLFA304,Sensor,SN0030,,
ATAPL-58328-00002,,RS03ECAL-MJ03E-09-OBSBBA302,Sensor,299466,,
