OOIBARCODE,Int_Asset,DESCRIPTION,Type,serial_number,Date,comments
A01196,CP02PMCO-00002,,Mooring,CP02PMCO-00002,10/7/2014,
,,ISU SIM #,,3.00E+14,,
,,RTE S/N,,,,
,,Stretch Hose S/N,,,,
,,AcousticRelease S/N,,,,
,,AcousticRelease S/N (line Pack),,,,
,,MOPAK S/N,,,,
A00287,,CWFP,Profiler,ML12991-01,,
A00088,,ADCP S/N,Sensor,19336,,
