OOIBARCODE,Int_Asset,DESCRIPTION,Type,serial_number,Date,comments
N00299,RS01SUM2-MJ01B,,Mooring,SN0024,8/29/2014,
ATAPL-58419-00002,,RS01SUM2-MJ01B-12-ADCPSK101,Sensor,18975,,
ATAPL-58325-00001,,RS01SUM2-MJ01B-06-MASSPA101,Sensor,LTDISMS001,,
ATAPL-58317-00004,,RS01SUM2-MJ01B-05-CAMDSB103,Sensor,0104,,
ATAPL-58333-00003,,RS01SUM2-MJ01B-00-OSMOIA101,Sensor,4,,
ATAPL-70113-00004,,RS01SUM2-MJ01B-00-FLOBNM101,Sensor,2,,
ATAPL-58334-00004,,RS01SUM2-MJ01B-00-FLOBNC101,Sensor,4,,
,,,,,,
N00299,RS01SUM2-MJ01B,,Mooring,SN0024,8/29/2014,
ATAPL-58325-00002,,RS01SUM2-MJ01B-06-MASSPA101,Sensor,LTDISMS-002,,
ATAPL-58317-00010,,RS01SUM2-MJ01B-05-CAMDSB103,Sensor,115,,
ATAPL-58333-00004,,RS01SUM2-MJ01B-00-OSMOIA101,Sensor,2,,
ATAPL-70113-00002,,RS01SUM2-MJ01B-00-FLOBNM101,Sensor,4,,
ATAPL-58334-00002,,RS01SUM2-MJ01B-00-FLOBNC101,Sensor,2,,
