OOIBARCODE,Int_Asset,DESCRIPTION,Type,serial_number,Date,comments
OL000240,CP02PMCO-00006,,Mooring,CP02PMCO-00006,5/10/2016,
,,ISU SIM #,,89-88-169-312-003-482-548,,
,,RTE S/N,,,,
,,Stretch Hose S/N,,SN 022,,
,,AcousticRelease S/N,,,,
,,AcousticRelease S/N (line Pack),,,,
,,MOPAK S/N,,,,
A00850,,CWFP,Profiler,13103-05,,
A00089,,ADCP S/N,Sensor,18660,,
OL000240,,Controller,,SWE 0010,,
