OOIBARCODE,Int_Asset,DESCRIPTION,Type,serial_number,Date,comments
ATAPL-65244-070-0029,RS03INT2-MJ03D,,Mooring,SN0029,7/21/2014,
ATAPL-67979-00002,,RS03INT2-MJ03D-12-VEL3DB304,Sensor,10311,,
ATAPL-58316-00002,,RS03INT2-MJ03D-06-BOTPTA303,Sensor,4,,
ATAPL-58331-00001,,RS03INT2-MJ03D-05-OBSSPA305,Sensor,T6J67,,
,,,,,,
,RS03INT2-MJ03D,,Mooring,SN0036,7/26/2016,
ATAPL-67679-00009,,RS03INT2-MJ03D-12-VEL3DB304,Sensor,10352,,
