OOIBARCODE,Int_Asset,DESCRIPTION,Type,serial_number,Date,comments
N00222,GI02HYPM-00001,,Mooring,GA02HYPM-00001,8/11/2014,
A00280,,Acoustic Release 2 S/N Strong Back,,45608,,
A00530,,Acoustic Release 3 S/N Strong Back,,46250,,
A00867,,CTDMO,Sensor,37-12190,,
A00630,,CWFP,Profiler,ML13104-01,,
OL000246,,Controller,,GI02HYPM-00001,,
