,ASSET_UID,LEGACY_ASSET_UID,TYPE,Mobile,DESCRIPTION OF EQUIPMENT,MIO_Inventory_Description,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,ACQUISITION DATE,ORIGINAL COST,comments,MIO,RCA,In Asset Tracking
406,ATOSU-70570-00001,ATOSU-70570-00001,Sensor,0,pCO2 Water: PCO2W Series B,PCO2W-B,Sunburst Sensors,SAMI-pCO2,C0064,,,,,,False,False
407,ATOSU-70570-00002,ATOSU-70570-00002,Sensor,0,pCO2 Water: PCO2W Series B,PCO2W SERIES B (SAMI-CO2),Sunburst Sensors,SAMI-pCO2,C0080,,20140127.0,20208.3,,,False,False
408,ATOSU-70570-00003,CGINS-PCO2WB-C0090,Sensor,0,pCO2 Water: PCO2W Series B,PCO2W SERIES B (SAMI-CO2),Sunburst Sensors,SAMI-pCO2,C0090,,20140414.0,20208.3,Price copied from C0080 as units are similar. Double check and update when more information comes available. Check date acquisition,,False,False
409,ATOSU-70570-00004,CGINS-PCO2WB-C0118,Sensor,0,pCO2 Water: PCO2W Series B,PCO2W SERIES B (SAMI-CO2),Sunburst Sensors,SAMI-pCO2,C0118,,20140715.0,20208.3,Price copied from C0080 as units are similar. Double check and update when more information comes available. Check date acquisition,,False,False
410,ATOSU-70571-00001,ATOSU-70571-00001,Sensor,0,Seawater pH: PHSEN Series D,PHSEN-D,Sunburst Sensors,SAMI-pH,P0116,,,,,,False,False
411,ATOSU-70571-00002,ATOSU-70571-00002,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D (SAMI-PH),Sunburst Sensors,SAMI-pH,P0117,,20140121.0,17479.95,,,False,False
412,ATOSU-70571-00003,CGINS-PHSEND-P0132,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D (SAMI-PH),Sunburst Sensors,SAMI-pH,P0132,,,,,,False,False
413,ATOSU-70571-00004,CGINS-PHSEND-P0159,Sensor,0,Seawater pH: PHSEN Series D,PHSEN SERIES D (SAMI-PH),Sunburst Sensors,SAMI-pH,P0159,,,,,,False,False
414,CGCON-AUVPNR-06263,,Sensor,1,Mobile Asset Controller for Coastal AUV,A6263 Controller,Teledyne Webb,AUV,6263,,,,,,False,False
415,CGCON-AUVPNR-06264,,Sensor,1,Mobile Asset Controller for Coastal AUV,A6264 Controller,Teledyne Webb,AUV,6264,,,,,,False,False
416,CGCON-BCPM01-00001,OL000483,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,1,,,,CP01CNSM-00001-CPM1,,False,False
417,CGCON-BCPM01-00002,OL000436,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,3703-00235-0002,,,,CE07SHSM-00003-CPM1,,False,False
418,CGCON-BCPM01-00004,OL000497,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,4,,,,CP01CNSM-00003-CPM1,,False,False
419,CGCON-BCPM01-00006,OL000554,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,6,,,,CP04OSSM-00003-CPM1,,False,False
420,CGCON-BCPM01-00007,,Sensor,0,Surface Buoy Communications and Power Manager,,WHOI,CPM,7,,,,,,False,False
421,CGCON-BCPM01-00008,OL000391,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2015-0008,,,,CE04OSSM-00002-SBC11,,False,False
422,CGCON-BCPM01-00009,OL000301,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,9,,,,CE02SHSM-00001-CPM11,,False,False
423,CGCON-BCPM01-00010,,Sensor,0,Surface Buoy Communications and Power Manager,,WHOI,CPM,10,,,,,,False,False
424,CGCON-BCPM01-02001,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2001,,,,,,False,False
425,CGCON-BCPM01-02002,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2002,,,,,,False,False
426,CGCON-BCPM01-15004,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2015-0004,,,,CE07SHSM-00004-CPM1,,False,False
427,CGCON-BCPM01-15005,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2015-0005,,,,CE02SHSM-00004-CPM11 added the last two digits before the hyphen  to the UID to distinguish between Pioneer and Endurance,,False,False
428,CGCON-BCPM01-15009,R00027,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,9,,,,CP03ISSM-00003-CPM1 added 15000 to distinguish between Pioneer and Endurance,,False,False
429,CGCON-BCPM01-17009,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2017-009,,,,,,False,False
430,CGCON-BCPM01-50001,OL000278,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2015-0001,,,,CP04OSSM-00004-CPM1,,False,False
431,CGCON-BCPM01-50002,,Sensor,0,Surface Buoy Communications and Power Manager,,WHOI,CPM,2015-0002,,,,,,False,False
432,CGCON-BCPM01-50003,,Sensor,0,Surface Buoy Communications and Power Manager,,WHOI,CPM,2015-0003,,,,,Woods Hole Oceanographic Institution,False,False
433,CGCON-BCPM01-50004,OL000260,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2015-0004,,,,CP03ISSM-00004-CPM1,,False,False
434,CGCON-BCPM01-50005,OL000228,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2015-0005,,,,CP01CNSM-00005-CPM11,,False,False
435,CGCON-BCPM01-50006,OL000523,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2015-0006,,,,CP01CNSM-00004-CPM1,,False,False
436,CGCON-BCPM01-50007,OL000323,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2015-0007,,,,CE02SHSM-00003-CPM11,,False,False
437,CGCON-BCPM01-50008,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2015-0008,,,,CE09OSSM-00005-SBC11,,False,False
438,CGCON-BCPM01-50009,,Sensor,0,Surface Buoy Communications and Power Manager,,WHOI,CPM,2015-0009,,,,,,False,False
439,CGCON-BCPM01-60002,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2016-0002,,,,,,False,False
440,CGCON-BCPM01-60701,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,60701,,,,,,False,False
441,CGCON-BCPM01-70001,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2017-0001,,,,CP04OSSM-00006-CPM1,,False,False
442,CGCON-BDCL11-00001,OL000486,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,1,,,,CP01CNSM-00001-DCL11,,False,False
443,CGCON-BDCL11-00002,OL000437,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00235-0002,,,,CE07SHSM-00003-DCL11,,False,False
444,CGCON-BDCL11-00004,OL000500,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,4,,,,CP01CNSM-00002-DCL11,,False,False
445,CGCON-BDCL11-00006,OL000557,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,6,,,,CP04OSSM-00003-DCL11,,False,False
446,CGCON-BDCL11-00007,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,7,,,,,,False,False
447,CGCON-BDCL11-00008,OL000392,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,8,,,,CE04OSSM-00002-SBD11,,False,False
448,CGCON-BDCL11-00009,R00030,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,9,,,,CP03ISSM-00003-DCL11,,False,False
449,CGCON-BDCL11-00010,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,10,,,,"CE09OSSM-SBD11-00-DCLENG000,4",,False,False
450,CGCON-BDCL11-02001,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2001,,,,,,False,False
451,CGCON-BDCL11-02002,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2002,,,,,,False,False
452,CGCON-BDCL11-15004,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0004,,,,CE07SHSM-00004-DCL11 added 15000 to sn UID to distinguish it from Pioneer,,False,False
453,CGCON-BDCL11-15005,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0005,,,,CE02SHSM-00004-DCL11,,False,False
454,CGCON-BDCL11-15009,OL000303,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,9,,,,CE02SHSM-00001-DCL11 added 15000 to SN UID to distinguish between Pioneer and Endurance,,False,False
455,CGCON-BDCL11-17009,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2017-009,,,,,,False,False
456,CGCON-BDCL11-50001,OL000281,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0001,,,,CP04OSSM-00004-DCL11,,False,False
457,CGCON-BDCL11-50002,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0002,,,,,,False,False
458,CGCON-BDCL11-50003,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0003,,,,,Woods Hole Oceanographic Institution,False,False
459,CGCON-BDCL11-50004,OL000263,Sensor,0,Surface Buoy Data Concentrator Logger,Communications and Power Manager,WHOI,DCL,2015-0004,,,,CP03ISSM-00004-DCL11,,False,False
460,CGCON-BDCL11-50005,OL000231,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0005,,,,CP01CNSM-00005-DCL11,,False,False
461,CGCON-BDCL11-50006,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0006,,,,,,False,False
462,CGCON-BDCL11-50007,OL000324,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0007,,,,CE02SHSM-00003-DCL11,,False,False
463,CGCON-BDCL11-50008,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0008,,,,CE09OSSM-00005-SBD11,,False,False
464,CGCON-BDCL11-50009,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0009,,,,,,False,False
465,CGCON-BDCL11-60002,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2016-0002,,,,,,False,False
466,CGCON-BDCL11-60701,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,60701,,,,,,False,False
467,CGCON-BDCL11-70001,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2017-0001,,,,CP04OSSM-00006-DCL11,,False,False
468,CGCON-BDCL12-00001,OL000487,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,1,,,,CP01CNSM-00001-DCL12,,False,False
469,CGCON-BDCL12-00002,OL000438,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00235-0002,,,,CE07SHSM-00003-DCL12,,False,False
470,CGCON-BDCL12-00004,OL000501,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,4,,,,CP01CNSM-00002-DCL12,,False,False
471,CGCON-BDCL12-00006,OL000558,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,6,,,,CP04OSSM-00003-DCL12,,False,False
472,CGCON-BDCL12-00007,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,7,,,,,,False,False
473,CGCON-BDCL12-00008,OL000393,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,8,,,,CE04OSSM-00002-SBD12,,False,False
474,CGCON-BDCL12-00009,R00031,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,9,,,,CP03ISSM-00003-DCL12,,False,False
475,CGCON-BDCL12-00010,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,10,,,,,,False,False
476,CGCON-BDCL12-02001,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2001,,,,,,False,False
477,CGCON-BDCL12-02002,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2002,,,,,,False,False
478,CGCON-BDCL12-15004,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0004,,,,CE07SHSM-00004-DCL12,,False,False
479,CGCON-BDCL12-15005,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0005,,,,CE02SHSM-00004-DCL12,,False,False
480,CGCON-BDCL12-15009,OL000304,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,9,,,,CE02SHSM-00001-DCL12 added 15000 to distinguish between Pioneer and Endurance,,False,False
481,CGCON-BDCL12-17009,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2017-009,,,,,,False,False
482,CGCON-BDCL12-50001,OL000282,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0001,,,,CP04OSSM-00004-DCL12,,False,False
483,CGCON-BDCL12-50002,,Sensor,0,Surface Buoy Data Concentrator Logger,Communications and Power Manager,WHOI,DCL,2015-0002,,,,,,False,False
484,CGCON-BDCL12-50003,,Sensor,0,Surface Buoy Data Concentrator Logger,Communications and Power Manager,WHOI,DCL,2015-0003,,,,,Woods Hole Oceanographic Institution,False,False
485,CGCON-BDCL12-50004,OL000264,Sensor,0,Surface Buoy Data Concentrator Logger,Communications and Power Manager,WHOI,DCL,2015-0004,,,,CP03ISSM-00004-DCL12,,False,False
486,CGCON-BDCL12-50005,OL000232,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0005,,,,CP01CNSM-00005-DCL12,,False,False
487,CGCON-BDCL12-50006,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0006,,,,,,False,False
488,CGCON-BDCL12-50007,OL000325,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0007,,,,CE02SHSM-00003-DCL12,,False,False
489,CGCON-BDCL12-50008,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0008,,,,CE09OSSM-00005-SBD12,,False,False
490,CGCON-BDCL12-50009,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0009,,,,,,False,False
491,CGCON-BDCL12-60002,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2016-0002,,,,,,False,False
492,CGCON-BDCL12-60701,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,60701,,,,,,False,False
493,CGCON-BDCL12-70001,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2017-0001,,,,CP04OSSM-00006-DCL12,,False,False
494,CGCON-BSTC01-00002,,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0002-G,,,,,,False,False
495,CGCON-BSTC01-00003,,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 003-G,,,,,,False,False
496,CGCON-BSTC01-00004,OL000252,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0004 Rev G,,,,,,False,False
497,CGCON-BSTC01-00005,R00009,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0005-G,,,,,,False,False
498,CGCON-BSTC01-00006,,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 00006 Rev G,,,,,,False,False
499,CGCON-BSTC01-00007,OL000245,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0007 Rev G,,,,,,False,False
500,CGCON-BSTC01-00008,OL000239,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0008 Rev G,,,,,,False,False
501,CGCON-BSTC01-00009,OL000250,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0009,,,,,,False,False
502,CGCON-BSTC01-00010,OL000242,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0010,,,,,,False,False
503,CGCON-BSTC01-00011,,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0011,,,,,,False,False
504,CGCON-BSTC01-00012,OL000343,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0012,,,,,,False,False
505,CGCON-BSTC01-00013,OL000340,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0013,,,,,,False,False
506,CGCON-BSTC01-00016,,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0016,,,,,,False,False
507,CGCON-BSTC01-00017,,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0017,,,,,,False,False
508,CGCON-BSTC01-00018,,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0018,,,,,,False,False
509,CGCON-BSTC01-00042,,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0042,,,,,Woods Hole Oceanographic Institution,False,False
510,CGCON-BSTC01-01002,R00011,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,1002,,,,,,False,False
511,CGCON-BSTC01-01003,OL000338,Sensor,0,Sensor and Telemetry Platform Controller,SIO Controller,WHOI,STC,1003,,,,,,False,False
512,CGCON-BSTC01-01015,OL000341,Sensor,0,Sensor and Telemetry Platform Controller,SIO Controller,WHOI,STC,1015,,,,,,False,False
513,CGCON-BSTC01-14362,OL000346,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,21436-2,,,,,,False,False
514,CGCON-BSTC01-23436,OL000334,Sensor,0,Sensor and Telemetry Platform Controller,SIO Controller,WHOI,STC,23436,,,,,,False,False
515,CGCON-CSPPCE-00001,,Sensor,0,Coastal Surface Piercing Profiler Controller,,WET Labs,AMP,WLP-001,,,,,,False,False
516,CGCON-CSPPCE-00002,N00122.1,Sensor,0,Coastal Surface Piercing Profiler Controller,"Profiler, Coastal Surface Piercing",WET Labs,AMP,WLP-002,,20140630.0,310000.0,FAS-540601,,False,False
517,CGCON-CSPPCE-00003,N00123.1,Sensor,0,Coastal Surface Piercing Profiler Controller,"Profiler, Coastal Surface Piercing",WET Labs,AMP,WLP-003,,20140616.0,310000.0,FAS-540601,,False,False
518,CGCON-CSPPCE-00006,N00126.1,Sensor,0,Coastal Surface Piercing Profiler Controller,Cabled Profiler Sensor Pod w/Instrument,WET Labs,AMP,WLP-006,,20140929.0,273349.0,FAS-540601,,False,False
519,CGCON-CSPPCE-00007,N00123.1,Sensor,0,Coastal Surface Piercing Profiler Controller,"Profiler, Coastal Surface Piercing",WET Labs,AMP,WLP-007,,20161230.0,,FAS-540601,,False,False
520,CGCON-CSPPCE-00008,N00123.1,Sensor,0,Coastal Surface Piercing Profiler Controller,"Profiler, Coastal Surface Piercing",WET Labs,AMP,WLP-008,,20161230.0,,FAS-540601,,False,False
521,CGCON-CSPPCP-00004,N00124.1,Sensor,0,Coastal Surface Piercing Profiler Controller,"Profiler, Coastal Surface Piercing",WET Labs,AMP,WLP-004,,20140801.0,310000.0,Coastal Profiler,,False,False
522,CGCON-CSPPCP-00005,N00125.1,Sensor,0,Coastal Surface Piercing Profiler Controller,"Profiler, Coastal Surface Piercing",WET Labs,AMP,WLP-005,,20140801.0,310000.0,Coastal Profiler,,False,False
523,CGCON-CWFPCE-37801,,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML14378-01,,20170907.0,,,Oregon State University,False,False
524,CGCON-CWFPCE-99103,A00285.1,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML12991-03,,20130426.0,0.0,,Oregon State University,False,False
525,CGCON-CWFPCE-99104,A00303.1,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML12991-04,,20130510.0,0.0,,Oregon State University,False,False
526,CGCON-CWFPCP-10301,A00846.1,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML13103-01,,20140128.0,0.0,,Woods Hole Oceanographic Institution,False,False
527,CGCON-CWFPCP-10302,A00847.1,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML13103-02,,20140128.0,0.0,,Woods Hole Oceanographic Institution,False,False
528,CGCON-CWFPCP-10303,A00848.1,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML13103-03,,20140129.0,0.0,,Woods Hole Oceanographic Institution,False,False
529,CGCON-CWFPCP-10304,A00849.1,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML13103-04,,20140128.0,0.0,,Woods Hole Oceanographic Institution,False,False
530,CGCON-CWFPCP-10305,A00850.1,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML13103-05,,20140128.0,0.0,,Woods Hole Oceanographic Institution,False,False
531,CGCON-CWFPCP-30001,,Sensor,0,Coastal Wire-Following Profiler Controller,,McLane,MMP-7,ML14300-01,,20170627.0,0.0,,Woods Hole Oceanographic Institution,False,False
532,CGCON-CWFPCP-30002,,Sensor,0,Coastal Wire-Following Profiler Controller,,McLane,MMP-7,ML14300-02,,20170627.0,0.0,,Woods Hole Oceanographic Institution,False,False
533,CGCON-CWFPCP-71401,A00025.1,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL REFURBISHED Electronics #1,McLane,MMP-7,ML12714-01,,20110617.0,0.0,,Woods Hole Oceanographic Institution,False,False
534,CGCON-CWFPCP-93601,A00391.1,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL (1ST ARTICLE) Electronics #1,McLane,MMP-7,ML12936-01,54,20130122.0,0.0,,Woods Hole Oceanographic Institution,False,False
535,CGCON-CWFPCP-99101,A00287.1,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML12991-01,,20150713.0,0.0,,Woods Hole Oceanographic Institution,False,False
536,CGCON-CWFPCP-99102,A00286.1,Sensor,0,Coastal Wire-Following Profiler Controller,WFP COASTAL Electronics #1,McLane,MMP-7,ML12991-02,,20130604.0,0.0,,Woods Hole Oceanographic Institution,False,False
537,CGCON-CWFPCP-99105,,Sensor,0,Coastal Wire-Following Profiler Controller,,McLane,MMP-7,ML12991-05,,20130510.0,0.0,,Woods Hole Oceanographic Institution,False,False
538,CGCON-ECPM01-00002,OL000201,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2,,,,"CE06ISSM-00001-CPM1 CE01ISSM-0000(1,2,4)-CPM1",,False,False
539,CGCON-ECPM01-00015,OL000208,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,15,,,,CE06ISSM-00004 CE06ISSM-00002-CPM1,,False,False
540,CGCON-ECPM01-00016,OL000295,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,3605-20018-0016,,,,"CE01ISSM-0000(3,5)-CPM1",,False,False
541,CGCON-ECPM01-00020,,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,20,,,,CE01ISSM-00006-SBC11,,False,False
542,CGCON-ECPM01-50002,OL000216,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2,,,,CE06ISSM-00001-CPM1  added 50000 to sn UID  to distinguish the duplicated unit beteween with CE01ISSM-00002,,False,False
543,CGCON-EDCL17-00002,OL000203,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2,,,," CE06ISSM-00003-DCL17 CE01ISSM-0000(1,2,4)-DCL17 ",,False,False
544,CGCON-EDCL17-00015,OL000210,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,15,,,,"CE06ISSM-0000(2,4)-DCL17",,False,False
545,CGCON-EDCL17-00016,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,16,,,,CE06ISSM-00006-DCL17,,False,False
546,CGCON-EDCL17-00020,,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,20,,,,CE01ISSM-00006-DCL17,,False,False
547,CGCON-EDCL17-50002,R00003,Sensor,0,Surface Buoy Data Concentrator Logger,Communications and Power Manager,WHOI,DCL,2,,,,CE06ISSM-00001-DCL17 added 50000 to sn UID  to distinguish the duplicated unit beteween with CE01ISSM-00002,,False,False
548,CGCON-GLDRCE-00247,OL000359,Sensor,1,Mobile Asset Controller for Coastal Glider,GL247 Controller,Teledyne Webb,G2 Slocum Gliders,247,,,,,,False,False
