serial,name,value,notes
26-1400,CC_b,838.8,
26-1400,CC_c1,-4538.281,
26-1400,CC_c2,187.5092,
26-1400,CC_c3,13630.6,
26-1400,CC_d1,0.066159,
26-1400,CC_d2,0,
26-1400,CC_m,12582.9,
26-1400,CC_offset_correction_factor,0,
26-1400,CC_pressure_offset_calibration_coefficient,-0.3878,
26-1400,CC_slope_correction_factor,1,
26-1400,CC_t1,30.35705,
26-1400,CC_t2,1.204163,
26-1400,CC_t3,48.01965,
26-1400,CC_t4,112.5149,
26-1400,CC_u0,5.77224,
26-1400,CC_y1,-3999.241,
26-1400,CC_y2,-10753.24,
26-1400,CC_y3,0,
