serial,name,value,notes
26P76848-1386 ,CC_b,2796.2,
26P76848-1386 ,CC_c1,2066.838,
26P76848-1386 ,CC_c2,-12.70562,
26P76848-1386 ,CC_c3,-3470.497,
26P76848-1386 ,CC_d1,0.02391,
26P76848-1386 ,CC_d2,0,
26P76848-1386 ,CC_m,41943,
26P76848-1386 ,CC_offset_correction_factor,0,
26P76848-1386 ,CC_pressure_offset_calibration_coefficient,-0.219,
26P76848-1386 ,CC_slope_correction_factor,1,Constant
26P76848-1386 ,CC_t1,27.63804,
26P76848-1386 ,CC_t2,0.427875,Constant
26P76848-1386 ,CC_t3,17.7624,
26P76848-1386 ,CC_t4,21.86445,
26P76848-1386 ,CC_u0,5.810283,
26P76848-1386 ,CC_y1,-3944.121,
26P76848-1386 ,CC_y2,-10737.63,
26P76848-1386 ,CC_y3,0,
