serial,name,value,notes
26-1401,CC_b,838.8,source_file QCT 3305-00105-00020-A.zip > 3305-00105-00020-A.cap
26-1401,CC_c1,-4813.483,
26-1401,CC_c2,123.3909,
26-1401,CC_c3,13549.89,
26-1401,CC_d1,0.071081,
26-1401,CC_d2,0,
26-1401,CC_m,12582.9,
26-1401,CC_offset_correction_factor,0,constant
26-1401,CC_pressure_offset_calibration_coefficient,-0.3947,
26-1401,CC_slope_correction_factor,1,Constant
26-1401,CC_t1,30.38801,
26-1401,CC_t2,1.029573,
26-1401,CC_t3,45.59356,
26-1401,CC_t4,114.0129,
26-1401,CC_u0,5.828481,
26-1401,CC_y1,-3960.795,
26-1401,CC_y2,-10321,
26-1401,CC_y3,0,
