serial,name,value,notes
26P76848-1385,CC_b,838.8,
26P76848-1385,CC_c1,-5916.308,
26P76848-1385,CC_c2,195.7207,
26P76848-1385,CC_c3,16601.59,
26P76848-1385,CC_d1,0.068552,
26P76848-1385,CC_d2,0,
26P76848-1385,CC_m,12582.9,
26P76848-1385,CC_offset_correction_factor,0,Constant
26P76848-1385,CC_pressure_offset_calibration_coefficient,-0.4079,
26P76848-1385,CC_slope_correction_factor,1,Constant
26P76848-1385,CC_t1,30.06687,
26P76848-1385,CC_t2,0.964735,
26P76848-1385,CC_t3,43.28319,
26P76848-1385,CC_t4,92.59003,
26P76848-1385,CC_u0,5.821564,
26P76848-1385,CC_y1,-3880.374,
26P76848-1385,CC_y2,-9063.153,
26P76848-1385,CC_y3,0,
