serial,name,value,notes
16-50118,CC_a0,1.26865113e-003,
16-50118,CC_a1,2.70667248e-004,
16-50118,CC_a2,-8.72173706e-007,
16-50118,CC_a3,1.69082188e-007,
16-50118,CC_cpcor,-9.57000000e-008,
16-50118,CC_ctcor,3.2500e-006,
16-50118,CC_g,-9.96756394e-001,
16-50118,CC_h,1.38790997e-001,
16-50118,CC_i,-1.96738583e-004,
16-50118,CC_j,3.58930027e-005,
16-50118,CC_pa0,7.60776452e-002,
16-50118,CC_pa1,1.55269418e-003,
16-50118,CC_pa2,6.84850640e-012,
16-50118,CC_ptca0,5.24616300e+005,
16-50118,CC_ptca1,4.70212416e+000,
16-50118,CC_ptca2,-1.12009133e-001,
16-50118,CC_ptcb0,2.49785000e+001,
16-50118,CC_ptcb1,1.00000000e-004,
16-50118,CC_ptcb2,0.00000000e+000,
16-50118,CC_ptempa0,-7.83123333e+001,
16-50118,CC_ptempa1,4.71740966e+001,
16-50118,CC_ptempa2,-1.74148140e-001,
16-50118,CC_offset,0,
