serial,name,value,notes
16-50113,CC_a0,0.001283328,
16-50113,CC_a1,0.0002679391,
16-50113,CC_a2,-5.679432e-07,
16-50113,CC_a3,1.573078e-07,
16-50113,CC_cpcor,-9.57e-08,
16-50113,CC_ctcor,3.25e-06,
16-50113,CC_g,-0.9703153,
16-50113,CC_h,0.1511888,
16-50113,CC_i,-0.000152316,
16-50113,CC_j,3.437225e-05,
16-50113,CC_pa0,-1.468163,
16-50113,CC_pa1,0.001713572,
16-50113,CC_pa2,8.325644e-11,
16-50113,CC_ptca0,523305.9,
16-50113,CC_ptca1,-41.28122,
16-50113,CC_ptca2,0.1565558,
16-50113,CC_ptcb0,24.92225,
16-50113,CC_ptcb1,-0.00035,
16-50113,CC_ptcb2,0,
16-50113,CC_ptempa0,156.8196,
16-50113,CC_ptempa1,-68.61056,
16-50113,CC_ptempa2,-2.01988,
