serial,name,value,notes
16-6914,CC_a0,1.24687332E-003,imported from 6914.cal using ctd_cal_parser.py
16-6914,CC_a1,2.75586824E-004,
16-6914,CC_a2,-1.14594762E-006,
16-6914,CC_a3,1.83293945E-007,
16-6914,CC_cpcor,-9.57E-08,
16-6914,CC_ctcor,3.25E-06,
16-6914,CC_g,-9.828181E-001,
16-6914,CC_h,1.566307E-001,
16-6914,CC_i,-3.989019E-004,
16-6914,CC_j,5.524565E-005,
16-6914,CC_pa0,-5.42532841E-002,
16-6914,CC_pa1,1.54528503E-003,
16-6914,CC_pa2,7.55646987E-012
16-6914,CC_ptca0,5.24894482E+005,
16-6914,CC_ptca1,7.06949733E-001,
16-6914,CC_ptca2,-1.03900272E-001,
16-6914,CC_ptcb0,2.50128750E+001,
16-6914,CC_ptcb1,-2.25000000E-004,
16-6914,CC_ptcb2,0,
16-6914,CC_ptempa0,-5.75134104E+001,
16-6914,CC_ptempa1,5.54375354E+001,
16-6914,CC_ptempa2,-6.58266522E-001,
16-6914,CC_offset,0,
