OOIBARCODE,Int_Asset,DESCRIPTION,Type,serial_number,Date,comments
N00200,CP02PMUO-00004,,Mooring,CP02PMUO-00004,04/30/2015,
,,ISU SIM #,,3.00025E+14,,
,,RTE S/N,,950,,
A00522,,AcousticRelease S/N,,46276,,
A00277,,AcousticRelease S/N (line Pack),,45604,,
,,MOPAK S/N,,,,
A00285,,CWFP,Profiler,ML12991-03,,
A00069,,ADCP S/N,Sensor,18445,,
