serial,name,value,notes
37-10222,CC_a0,-6.972675e-05,
37-10222,CC_a1,0.0003009788,
37-10222,CC_a2,-4.056867e-06,
37-10222,CC_a3,1.902622e-07,
37-10222,CC_cpcor,-9.57e-08,
37-10222,CC_ctcor,3.25e-06,
37-10222,CC_g,-0.972935,
37-10222,CC_h,0.1330174,
37-10222,CC_i,-0.00022468,
37-10222,CC_j,3.371897e-05,
37-10222,CC_p_range,1450,
37-10222,CC_pa0,0.07409447,
37-10222,CC_pa1,0.004853868,
37-10222,CC_pa2,9.653339e-13,
37-10222,CC_ptca0,524634.0,
37-10222,CC_ptca1,-1.134626,
37-10222,CC_ptca2,0.06873666,
37-10222,CC_ptcb0,25.46912,
37-10222,CC_ptcb1,-0.001375,
37-10222,CC_ptcb2,0.0,
37-10222,CC_ptempa0,-68.73817,
37-10222,CC_ptempa1,0.05118921,
37-10222,CC_ptempa2,-2.841978e-07,
37-10222,CC_wbotc,1.538488e-07,
