OOIBARCODE,Manufacturer,Manufacturer's Serial No./Other Identifier,Tag Date,Organization,Tag
A01364,NORTEK,28194-6,20150508,WHOI,A01364
A01365,NORTEK,28194-7,20150508,WHOI,A01365
A01366,NORTEK,28194-8,20150508,WHOI,A01366
A01367,EdgeTech,50466,20150511,WHOI,A01367
A01368,EdgeTech,50672,20150511,WHOI,A01368
A01369,EdgeTech,50673,20150511,WHOI,A01369
A01370,EdgeTech,50674,20150511,WHOI,A01370
A01371,EdgeTech,50675,20150511,WHOI,117232
A01372,EdgeTech,50676,20150511,WHOI,117233
A01373,EdgeTech,50677,20150511,WHOI,117234
A01374,EdgeTech,50678,20150511,WHOI,117235
A01375,EdgeTech,50679,20150511,WHOI,117236
A01376,EdgeTech,50680,20150511,WHOI,117237
A01377,EdgeTech,50681,20150511,WHOI,117238
A01378,EdgeTech,50682,20150511,WHOI,117239
A01379,EdgeTech,50683,20150511,WHOI,117240
A01380,EdgeTech,50684,20150511,WHOI,117241
A01381,EdgeTech,50685,20150511,WHOI,117242
A01382,EdgeTech,50686,20150511,WHOI,117243
A01383,EdgeTech,50687,20150511,WHOI,117244
A01384,EdgeTech,50692,20150511,WHOI,117245
A01385,EdgeTech,50693,20150511,WHOI,117246
A01386,EdgeTech,50694,20150511,WHOI,117247
A01387,EdgeTech,50695,20150511,WHOI,117248
A01388,PP SYSTEMS,TAS143401,20140914,WHOI,117253
A01389,SEA-BIRD ELECTRONICS,37-11637,20140221,WHOI,117254
A01390,SEA-BIRD ELECTRONICS,37-11638,20140221,WHOI,117255
A01391,SEA-BIRD ELECTRONICS,37-11639,20140221,WHOI,117256
A01392,SEA-BIRD ELECTRONICS,37-11640,20140221,WHOI,117257
A01393,SEA-BIRD ELECTRONICS,37-11641,20140221,WHOI,117258
A01394,SEA-BIRD ELECTRONICS,37-11642,20140221,WHOI,117259
A01395,SEA-BIRD ELECTRONICS,37-11643,20140221,WHOI,117260
A01396,SEA-BIRD ELECTRONICS,37-11644,20140221,WHOI,117261
A01397,SEA-BIRD ELECTRONICS,37-11645,20140221,WHOI,117262
A01398,SEA-BIRD ELECTRONICS,37-11646,20140221,WHOI,117263
A01399,SEA-BIRD ELECTRONICS,37-11647,20140221,WHOI,117264
A01400,SEA-BIRD ELECTRONICS,37-11648,20140221,WHOI,117265
A01401,SEA-BIRD ELECTRONICS,37-11649,20140221,WHOI,117266
A01402,SEA-BIRD ELECTRONICS,37-11650,20140221,WHOI,117267
A01403,SEA-BIRD ELECTRONICS,37-11651,20140221,WHOI,117268
A01404,SEA-BIRD ELECTRONICS,37-11652,20140221,WHOI,117269
A01405,SEA-BIRD ELECTRONICS,37-11653,20140221,WHOI,117270
A01406,SEA-BIRD ELECTRONICS,37-11654,20140221,WHOI,117271
A01407,SEA-BIRD ELECTRONICS,37-11680,20140221,WHOI,117272
A01408,SEA-BIRD ELECTRONICS,37-11681,20140221,WHOI,117273
A01409,SEA-BIRD ELECTRONICS,37-11682,20140221,WHOI,117274
A01410,SEA-BIRD ELECTRONICS,37-11683,20140221,WHOI,117275
A01411,SEA-BIRD ELECTRONICS,37-11703,20140221,WHOI,117276
A01412,SEA-BIRD ELECTRONICS,37-11704,20140221,WHOI,117277
A01413,SEA-BIRD ELECTRONICS,TAS37-13378,20150514,WHOI,117278
A01414,SEA-BIRD ELECTRONICS,TAS37-13379,20150514,WHOI,117279
A01415,SEA-BIRD ELECTRONICS,TAS37-13380,20150514,WHOI,117280
A01416,SEA-BIRD ELECTRONICS,TAS37-13381,20150514,WHOI,117281
A01417,SEA-BIRD ELECTRONICS,TAS16P-50124,20150514,WHOI,117282
A01418,SEA-BIRD ELECTRONICS,TAS16P-50125,20150514,WHOI,117283
A01419,SEA-BIRD ELECTRONICS,TAS16P-50126,20150514,WHOI,117284
A01420,SEA-BIRD ELECTRONICS,TAS16P-50116,20150514,WHOI,117285
A01421,SEA-BIRD ELECTRONICS,37-13375,20150514,WHOI,117286
A01422,SEA-BIRD ELECTRONICS,37-13376,20150514,WHOI,117287
A01423,SEA-BIRD ELECTRONICS,37-13377,20150514,WHOI,117288
A01424,Wet Labs,1298,20150518,WHOI,117289
A01425,Wet Labs,TAS1299,20150518,WHOI,117290
A01426,Sunburst Sensors,P0159,20150518,WHOI,117291
A01427,Sunburst Sensors,P0160,20150518,WHOI,117292
A01428,Wet Labs,TAS245,20150518,WHOI,117293
A01429,Wet Labs,TAS1300,20150519,WHOI,117294
A01430,Wet Labs,TAS1301,20150519,WHOI,117295
A01431,Wet Labs,TAS1302,20010519,WHOI,117296
A01432,TELEDYNE WEBB RESEARCH,537,20150522,WHOI,117297
A01433,TELEDYNE WEBB RESEARCH,538,20150522,WHOI,117298
A01434,Sunburst Sensors,C0120,20150522,WHOI,117299
A01435,AXYS Technologies,TAS06271,20150528,WHOI,117304
A01436,AXYS Technologies,TAS06301,20150528,WHOI,117305
A01437,Wet Labs,TAS3965,20150529,WHOI,117306
A01438,Wet Labs,TAS3966,20150529,WHOI,117307
A01439,Wet Labs,TAS3967,20150529,WHOI,117308
A01440,SEA-BIRD ELECTRONICS,37-13419,20150601,WHOI,117309
A01441,SEA-BIRD ELECTRONICS,37-13420,20150601,WHOI,117310
A01442,SEA BIRD ELECTRONICS,13421,20150606,WHOI,117311
A01443,SEA-BIRD ELECTRONICS,37-13422,20150606,WHOI,117312
A01444,SEA-BIRD ELECTRONICS,37-13425,20150601,WHOI,117313
A01445,SEA-BIRD ELECTRONICS,37-13426,20150601,WHOI,117314
A01446,SEA-BIRD ELECTRONICS,37-13427,20150601,WHOI,117315
A01447,SEA-BIRD ELECTRONICS,37-13428,20150601,WHOI,117316
A01448,SEA-BIRD ELECTRONICS,37-13429,20150601,WHOI,117317
A01449,SEA-BIRD ELECTRONICS,37-13430,20150601,WHOI,117318
A01450,SEA-BIRD ELECTRONICS,37-13431,20150601,WHOI,117319
A01451,SEA-BIRD ELECTRONICS,37-13432,20150601,WHOI,117320
A01452,SEA-BIRD ELECTRONICS,37-13433,20150601,WHOI,117321
A01453,SEA-BIRD ELECTRONICS,37-13434,20150601,WHOI,117322
A01454,SEA-BIRD ELECTRONICS,37-13435,20150601,WHOI,117323
A01455,SEA-BIRD ELECTRONICS,37-13436,20150601,WHOI,117324
A01456,SEA-BIRD ELECTRONICS,37-13437,20150601,WHOI,117325
A01457,SEA-BIRD ELECTRONICS,37-13438,20150601,WHOI,117326
A01458,SEA-BIRD ELECTRONICS,37-13439,20150601,WHOI,117327
A01459,SEA-BIRD ELECTRONICS,37-13444,20150601,WHOI,117328
A01460,SEA-BIRD ELECTRONICS,37-13445,20150601,WHOI,117329
A01461,SEA-BIRD ELECTRONICS,37-13449,20150601,WHOI,117330
A01462,SEA-BIRD ELECTRONICS,37-13446,20150601,WHOI,117331
A01463,SEA-BIRD ELECTRONICS,37-13447,20150601,WHOI,117332
A01464,SEA-BIRD ELECTRONICS,37-13448,20150601,WHOI,117333
A01465,SEA-BIRD ELECTRONICS,37-13450,20150601,WHOI,117334
A01466,SEA-BIRD ELECTRONICS,37-13451,20150601,WHOI,117335
A01467,SEA-BIRD ELECTRONICS,37-13452,20150601,WHOI,117336
A01468,SEA-BIRD ELECTRONICS,37-13453,20150601,WHOI,117337
A01469,SEA-BIRD ELECTRONICS,37-13454,20150601,WHOI,117338
A01470,SEA-BIRD ELECTRONICS,37-13455,20150602,WHOI,117339
A01471,SEA-BIRD ELECTRONICS,37-13456,20150601,WHOI,117341
A01472,SEA-BIRD ELECTRONICS,37-13457,20150601,WHOI,117340
A01473,STAR ENGINEERING,TAS1518057,20150601,WHOI,117342
A01474,Sunburst Sensors,C0122,20150602,WHOI,117343
A01475,Wet Labs,TAS3968,20150603,WHOI,117344
A01476,Wet Labs,TAS3969,20150603,WHOI,117345
A01477,Wet Labs,TAS3970,20150603,WHOI,117346
A01478,SEA-BIRD ELECTRONICS,TAS50137,20150610,WHOI,117348
A01479,SEA-BIRD ELECTRONICS,TAS50138,20150610,WHOI,117349
A01480,SEA-BIRD,TAS50139,20150610,WHOI,117350
A01481,EdgeTech,50688,20150611,WHOI,117351
A01482,EdgeTech,50690,20150611,WHOI,117352
A01483,EdgeTech,50689,20150611,WHOI,117353
A01484,EdgeTech,50691,20150611,WHOI,117354
A01485,EdgeTech,50819,20150611,WHOI,117355
A01486,EdgeTech,50820,20150611,WHOI,117356
A01487,EdgeTech,50821,20150611,WHOI,117357
A01488,EdgeTech,50776,20150611,WHOI,117358
A01489,EdgeTech,50777,20150611,WHOI,117359
A01490,EdgeTech,50778,20150611,WHOI,117360
A01491,EdgeTech,50779,20150611,WHOI,117361
A01492,SATLANTIC,274,20150615,WHOI,117362
A01493,SATLANTIC,TAS275,20150615,WHOI,117363
A01494,SATLANTIC,TAS276,20150615,WHOI,117364
A01495,SATLANTIC,TAS277,20150615,WHOI,117365
A01496,Wet Labs,1215,20140911,WHOI,117366
A01497,Wet Labs,1216,20150911,WHOI,117367
A01498,Wet Labs,1217,20150911,WHOI,117368
A01499,Wet Labs,1219,20150911,WHOI,117369
A01500,Sunburst Sensors,P0147,20150513,WHOI,117370
A01501,Sunburst Sensors,P0102,20131007,WHOI,117371
A01502,Sunburst Sensors,P0103,20131007,WHOI,117372
A01503,TELEDYNE RDI,21393,20140530,WHOI,117373
A01504,TELEDYNE RDI,21450,20140530,WHOI,117374
A01505,TELEDYNE RDI,21446,20140530,WHOI,117375
A01506,TELEDYNE RDI,21497,20140530,WHOI,117376
A01507,TELEDYNE,23497,20150622,WHOI,117378
A01508,TELEDYNE,23498,20150622,WHOI,117379
A01509,TELEDYNE,23380,20150622,WHOI,117380
A01510,TELEDYNE,23381,20150622,WHOI,117381
A01511,TELEDYNE,22846,20150623,WHOI,117382
A01512,TELEDYNE,22650,20150623,WHOI,117383
A01513,SEA-BIRD ELECTRONICS,37-12618,20141218,WHOI,117384
A01514,SEA-BIRD ELECTRONICS,37-12584,20141218,WHOI,117385
A01515,SEA-BIRD ELECTRONICS,TAS37-12588,20141218,WHOI,117386
A01516,SEA-BIRD ELECTRONICS,TAS37-12587,20141218,WHOI,117387
A01517,SEA-BIRD ELECTRONICS,37-12608,20141218,WHOI,117388
A01518,SEA-BIRD ELECTRONICS,37-12609,20141218,WHOI,117389
A01519,SEA-BIRD ELECTRONICS,37-12619,20141218,WHOI,117390
A01520,SEA-BIRD ELECTRONICS,TAS37-12638,20141218,WHOI,117391
A01521,TELEDYNE,66651,20150623,WHOI,117392
A01522,TELEDYNE,66652,20150623,WHOI,117393
A01523,TELEDYNE,66653,20150624,WHOI,117394
A01524,TELEDYNE,66654,20150624,WHOI,117395
A01525,TELEDYNE,66655,20150624,WHOI,117396
A01526,TELEDYNE,66656,20150624,WHOI,117397
A01527,TELEDYNE,66657,20150624,WHOI,117398
A01528,TELEDYNE,66658,20150624,WHOI,117399
A01529,TELEDYNE,66659,20150624,WHOI,117400
A01530,SATLANTIC,288,20150626,WHOI,117403
A01531,SATLANTIC,TAS289,20150626,WHOI,117404
A01532,SATLANTIC,TAS290,20150626,WHOI,117405
A01533,SATLANTIC,TAS291,20150626,WHOI,117406
A01534,TELEDYNE,23579,20150626,WHOI,117407
A01535,TELEDYNE,23580,20150626,WHOI,117408
A01536,SEA-BIRD ELECTRONICS,TAS50142,20150630,WHOI,117409
A01537,SEA-BIRD ELECTRONICS,TAS13555,20150630,WHOI,117410
A01538,SEA-BIRD ELECTRONICS,TAS13556,20150630,WHOI,117411
A01539,SEA-BIRD ELECTRONICS,TAS13558,20150630,WHOI,117412
A01540,SEA-BIRD ELECTRONICS,TAS13562,20150630,WHOI,117413
A01541,SEA-BIRD ELECTRONICS,TAS13576,20150630,WHOI,117414
A01542,SEA-BIRD ELECTRONICS,TAS13587,20150630,WHOI,117415
A01543,SEA-BIRD ELECTRONICS,TAS13588,20150630,WHOI,117416
A01544,SEA-BIRD ELECTRONICS,TAS13628,20150630,WHOI,117417
A01545,SEA-BIRD ELECTRONICS,TAS13629,20150630,WHOI,117418
A01546,SEA-BIRD ELECTRONICS,TAS13630,20150630,WHOI,117420
A01547,SEA-BIRD ELECTRONICS,TAS13560,20150630,WHOI,117421
A01548,SEA-BIRD ELECTRONICS,TAS13589,20150630,WHOI,117422
A01549,SEA-BIRD ELECTRONICS,TAS13590,20150630,WHOI,117423
A01550,SEA-BIRD ELECTRONICS,TAS13593,20150630,WHOI,117424
A01551,SEA-BIRD ELECTRONICS,TAS13595,20150630,WHOI,117425
A01552,SEA-BIRD ELECTRONICS,TAS13596,20150630,WHOI,117426
A01553,SEA-BIRD ELECTRONICS,TAS13597,20150630,WHOI,117427
A01554,SEA-BIRD ELECTRONICS,TAS13598,20150630,WHOI,117428
A01555,SEA-BIRD ELECTRONICS,TAS13599,20150630,WHOI,117429
A01556,SEA-BIRD ELECTRONICS,TAS13600,20150630,WHOI,117430
A01557,SEA-BIRD ELECTRONICS,TAS13601,20150630,WHOI,117431
A01558,SEA-BIRD ELECTRONICS,TAS13603,20150630,WHOI,117432
A01559,SEA-BIRD ELECTRONICS,TAS13604,20150630,WHOI,117433
A01560,SEA-BIRD ELECTRONICS,TAS13605,20150630,WHOI,117434
A01561,SEA-BIRD ELECTRONICS,TAS13606,20150630,WHOI,117435
A01562,SEA-BIRD ELECTRONICS,TAS13607,20150630,WHOI,117436
A01563,SEA-BIRD ELECTRONICS,TAS13608,20150630,WHOI,117437
A01564,SEA-BIRD ELECTRONICS,TAS13616,20150630,WHOI,117438
A01565,SEA-BIRD ELECTRONICS,TAS13617,20150630,WHOI,117439
A01566,SEA-BIRD ELECTRONICS,TAS13627,20150630,WHOI,117440
A01567,SEA-BIRD ELECTRONICS,TAS13632,20150630,WHOI,117441
A01568,SEA-BIRD ELECTRONICS,TAS13633,20150630,WHOI,117442
A01569,SEA-BIRD ELECTRONICS,TAS13634,20150630,WHOI,117443
A01570,SEA-BIRD ELECTRONICS,TAS13647,20150630,WHOI,117444
A01571,SEA-BIRD ELECTRONICS,TAS13650,20150630,WHOI,117445
A01572,SEA-BIRD ELECTRONICS,TAS50143,20150701,WHOI,117447
A01573,SEA-BIRD ELECTRONICS,TAS13557,20150701,WHOI,117448
A01574,SEA-BIRD ELECTRONICS,TAS13559,20150701,WHOI,117449
A01575,SEA-BIRD ELECTRONICS,TAS13577,20150701,WHOI,117450
A01576,SEA-BIRD ELECTRONICS,TAS13602,20150701,WHOI,117451
A01577,SEA-BIRD ELECTRONICS,TAS13615,20150701,WHOI,117452
A01578,SEA-BIRD ELECTRONICS,TAS13618,20150701,WHOI,117453
A01579,SEA-BIRD ELECTRONICS,TAS13619,20150701,WHOI,117454
A01580,SEA-BIRD ELECTRONICS,TAS13648,20150701,WHOI,117455
A01581,SEA-BIRD ELECTRONICS,TAS13651,20150701,WHOI,117456
A01582,SEA-BIRD ELECTRONICS,TAS13654,20150701,WHOI,117457
A01583,SEA-BIRD ELECTRONICS,TAS13620,20150701,WHOI,117458
A01584,SEA-BIRD ELECTRONICS,TAS13621,20150701,WHOI,117459
A01585,SEA-BIRD ELECTRONICS,TAS13622,20150701,WHOI,117460
A01586,SEA-BIRD ELECTRONICS,TAS13623,20150701,WHOI,117461
A01587,SEA-BIRD ELECTRONICS,TAS13624,20150701,WHOI,117462
A01588,SEA-BIRD ELECTRONICS,TAS13625,20150701,WHOI,117463
A01589,SEA-BIRD ELECTRONICS,TAS13626,20150701,WHOI,117464
A01590,SEA-BIRD ELECTRONICS,TAS13635,20150701,WHOI,117465
A01591,SEA-BIRD ELECTRONICS,TAS13637,20150701,WHOI,117466
A01592,SEA-BIRD ELECTRONICS,TAS13638,20150701,WHOI,117467
A01593,SEA-BIRD ELECTRONICS,TAS13561,20150701,WHOI,117468
A01594,SEA-BIRD ELECTRONICS,TAS13578,20150701,WHOI,117469
A01595,SEA-BIRD ELECTRONICS,TAS13579,20150701,WHOI,117470
A01596,SEA-BIRD ELECTRONICS,TAS13642,20150701,WHOI,117471
A01597,SEA-BIRD ELECTRONICS,TAS13594,20150701,WHOI,117472
A01598,SEA-BIRD ELECTRONICS,TAS13636,20150701,WHOI,117473
A01599,SEA-BIRD ELECTRONICS,TAS13644,20150701,WHOI,117474
A01600,SEA-BIRD ELECTRONICS,TAS13645,20150701,WHOI,117475
A01601,SEA-BIRD ELECTRONICS,TAS13643,20150701,WHOI,117476
A01602,SEA-BIRD ELECTRONICS,TAS13631,20150701,WHOI,117477
A01603,SEA-BIRD ELECTRONICS,TAS13649,20150701,WHOI,117478
A01604,SEA-BIRD ELECTRONICS,TAS13652,20150701,WHOI,117479
A01605,SEA-BIRD ELECTRONICS,TAS13655,20150701,WHOI,117480
A01606,SEA-BIRD ELECTRONICS,TAS13646,20150701,WHOI,117481
A01607,SEA BIRD ELECTRONICS,TAS 13653,20150701,WHOI,117482
A01608,STAR ENGINEERING,TAS,20150701,WHOI,117483
A01609,STAR ENGINEERING,TAS,20150701,WHOI,117484
A01610,DISA,89-88-169-312-004-023-440,20150602,WHOI,117485
A01611,DISA,89-88-169-312-004-023-473,20150602,WHOI,117486
A01612,DISA,89-88-169-312-004-023-457,20150602,WHOI,117487
A01613,DISA,89-88-169-312-003-941-642,20150602,WHOI,117488
A01614,DISA,89-88-169-312-003-941-618,20150602,WHOI,117489
A01615,DISA,89-88-169-312-003-941-626,20150602,WHOI,117490
A01616,Wet Labs,TAS254,20150706,WHOI,117491
A01617,PRO-OCEANUS,TAS 35260 50A,20150710,WHOI,117495
A01618,PRO-OCEANUS,TAS 35261 50A,20150110,WHOI,117496
A01619,NORTEK,12264,20141120,WHOI,117497
A01620,NORTEK,12266,20141120,WHOI,117498
A01621,NORTEK,12587,20150430,WHOI,117499
A01622,NORTEK,12595,20150430,WHOI,117500
A01623,NORTEK,12607,20150430,WHOI,117501
A01624,NORTEK,12604,20150430,WHOI,117502
A01625,AXYS Technologies,TAS06421,20150715,WHOI,117505
A01626,AXYS Technologies,TAS06431,20150715,WHOI,117506
A01627,WHOI,16,20150522,WHOI,117507
A01628,EDGE ONE,TAS ETN 50901,20150717,WHOI,117508
A01629,EDGE ONE,TAS ETN50902,20150717,WHOI,117509
A01630,WET LABS,TASE 1317,20150717,WHOI,117510
A01631,WET LABS,TAS 1318,20150717,WHOI,117511
A01632,WET LABS,TAS 1319,20150717,WHOI,117512
A01633,WET LABS,TAS 1320,20150717,WHOI,117513
A01634,WET LABS,TAS 28484-1,20150720,WHOI,117514
A01635,WET LABS,TAS 28484-2,20150720,WHOI,117515
A01636,WET LABS,TAS ACS-255,20150727,WHOI,117518
A01637,SATLANTIC,280,20150727,WHOI,117519
A01638,SATLANTIC,283,20150727,WHOI,117520
A01639,SATLANTIC,284,20150725,WHOI,117521
A01640,SATLANTIC,285,20150725,WHOI,117522
A01641,SUNBURST SENSORS,P0173,20150730,WHOI,117523
A01642,SUBURST SENSORS,P0174,20150730,WHOI,117524
A01643,SUNBURST,P0153,20150406,WHOI,117526
A01644,SUNBURST,P0154,20150406,WHOI,117527
A01645,SUNBURST,C0116,20150406,WHOI,117528
A01646,SUNBURST,C0117,20150406,WHOI,117529
A01647,SUNBURST,C0118,20150406,WHOI,117530
A01648,SUNBURST,C0119,20150406,WHOI,117531
A01649,WET LABS,221,20150501,WHOI,117532
A01650,NORTEK,12692,20150430,WHOI,117533
A01651,WET LABS,TAS 1321,20150731,WHOI,117534
A01652,WET LABS,TAS 1322,20150731,WHOI,117535
A10653,WET LABS,TAS 1323,20150731,,
A01654,WET LABS,TAS 1324,20150731,WHOI,117537
A01655,WET LABS,TAS 4031,20150731,WHOI,117538
A01656,WET LABS,TAS 4032,20150731,WHOI,117539
A01657,WET LABS,TAS 4034,20150731,WHOI,117540
A01658,WET LABS,TAS 4029,20150731,WHOI,117541
A01659,WET LABS,TAS 4030,20150731,WHOI,117542
A01660,SATLANTIC,TAS 243,20150731,WHOI,117543
A01661,SATLANTIC,TAS 244,20150731,WHOI,117544
A01662,SATLANTIC,TAS 245,20150731,WHOI,117545
A01663,SATLANTIC,TAS 246,20150731,WHOI,117546
A01664,WET LABS,TAS ACS 256,20150731,WHOI,117547
A01665,DISA,89-88-169-312-004-023-762,20150602,WHOI,117548
A01666,DISA,89-88-169-312-004-023-770,20150602,WHOI,117549
A01667,TELEDYNE WEBB RESEARCH,528,20150803,WHOI,117550
A01668,WET LABS,TAS 4033,20150731,WHOI,117551
A01669,AXYS TECHNOLOGY,TAS 06291,20150521,WHOI,117552
A01670,AXYS TECHNOLOGY,TAS 06281,20150521,WHOI,117553
A01671,AXYS TECHNOLOGY,TAS 06311,20150521,WHOI,117554
A01672,AXYS TECHNOLOGY,TAS 06321,20150521,WHOI,117555
A01673,SEA BIRD ELECTRONICS,16-50114,20150514,WHOI,117556
A01674,SEA BIRD ELECTRONICS,16-50117,20150514,WHOI,117557
A01675,SEA BIRD ELECTRONICS,294,20150716,WHOI,117558
A01676,SEA BIRD ELECTRONICS,295,20150716,WHOI,117559
A01677,SEA BIRD ELECTRONICS,296,20150716,WHOI,117560
A01678,SEA BIRD ELECTRONICS,297,20150716,WHOI,117561
A01679,SEA BIRD ELECTRONICS,298,20150716,WHOI,117562
A01680,PRO-OCEANUS,35-256-50A,20150720,WHOI,117563
A01681,PRO-OCEANUS,35-257-50A,20150720,WHOI,117564
A01682,PRO-OCEANUS,35-258-50A,20150720,WHOI,117565
A01683,PRO-OCEANUS,35-259-50A,20150720,WHOI,117566
A01684,WET LABS,1290,20150529,WHOI,117567
A01685,WET LABS,1291,20150529,WHOI,117568
A01686,WET LABS,1303,20150529,WHOI,117569
A01687,AANDERAA,477,20150603,WHOI,117570
A01688,AANDERAA,478,20150603,WHOI,117571
A01689,AANDERAA,479,20150603,WHOI,117572
A01690,AANDERAA,480,20150603,WHOI,117573
A01691,AANDERAA,482,20150603,WHOI,117574
A01692,AANDERAA,483,20150603,WHOI,117575
A01693,AANDERAA,484,20150603,WHOI,117576
A01694,AANDERAA,485,20150603,WHOI,117577
A01695,SATLANTIC,625,20150526,WHOI,117578
A01696,WET LABS,1289,20150524,WHOI,117579
A01697,SEA-BIRD ELECTRONICS,16P-50112,20150514,WHOI,117580
A01698,SEA-BIRD ELECTRONICS,16P-50113,20150514,WHOI,117581
A01699,SUNBURST,P0171,20150810,WHOI,117585
A01700,SUNBURST,TAS P0172,20150810,WHOI,117586
A01701,DISA,89-88-169-312-003-941-964,20150810,WHOI,117587
A01702,DISA,89-88-169-312-003-023-648,20150810,WHOI,117588
A01703,DISA,89-88-169-312-003-023-598,20150810,WHOI,117589
A01704,DISA,89-88-169-312-003-023-549,20150810,WHOI,117590
A01705,DISA,89-88-169-312-003-023-507,20150810,WHOI,117591
A01706,DISA,89-88-169-312-003-023-515,20150810,WHOI,117592
A01707,DISA,89-88-169-312-003-023-499,20150810,WHOI,117593
A01708,DISA,89-88-169-312-003-023-564,20150810,WHOI,117594
A01709,SUNBURST,TAS C0127,20150810,WHOI,117595
A01710,PRO-OCEANUS,TAS 35-262-50A,20150810,WHOI,117596
A01711,PRO-OCEANUS,TAS 25-263-50A,20150810,WHOI,117597
A01712,PRO-OCEANUS,TAS 25-264-50A,20150810,WHOI,117598
A01713,SUNBURST,TAS P0180,20150818,WHOI,117600
A01714,SUNBURST,TAS P0181,20150818,WHOI,117601
A01715,SUNBURST,TAS P0182,20150818,WHOI,117602
A01716,SUNBURST,TAS P0183,20150818,WHOI,117603
A01717,WET LABS,TAS ACS-257,20150817,WHOI,117607
A01718,STAR ENGINEERING,TAS ABS-102-B#1,20150817,WHOI,117608
A01719,STAR ENGINEERING,TAS ABS0-102-B#2,20150817,WHOI,117609
A01720,STAR ENGINEERING,TAS ABS-106-#1,20150815,WHOI,117610
A01721,STAR ENGINEERING,TAS ABS-106-2,20150815,WHOI,117611
A01722,STAR ENGINEERING,TAS ABS103-#1,20150815,WHOI,117612
A01723,STAR ENGINEERING,TAS ABS103-#2,20150815,WHOI,117613
A01724,STAR ENGINEERING,TAS ABS103-#3,20150815,WHOI,117614
A01725,TELEDYNE WEBB RESEARCH,562,20150824,WHOI,117617
A01726,TELEDYNE,563,20150823,WHOI,117618
A01727,SEA BIRD ELECTRONICS,TAS 16P-50156,20150827,WHOI,117622
A01728,SEA BIRD ELECTRONICS,TAS 16P-50157,20150827,WHOI,117623
A01729,SEA BIRD ELECTRONICS,TAS 16P-50158,20150827,WHOI,117624
A01730,SEA BIRD ELECTRONICS,TAS 16P-50159,20150827,WHOI,117625
A01731,SEA BIRD ELECTRONICS,TAS 16P-50160,20150827,WHOI,117626
A01732,SEA BIRD ELECTRONICS,TAS 16P-50161,20150827,WHOI,117627
A01733,TELEDYNE WEBB RESEARCH,564,20150831,WHOI,117628
A01734,TELEDYNE WEBB RESEARCH,565,20150831,WHOI,117629
A01735,TELEDYNE WEBB RESEARCH,566,20150831,WHOI,117630
A01736,SUNBURST SENSORS,TAS  P0176,20150831,WHOI,117631
A01737,SUNBURST SENSORS,TAS P0177,20150831,WHOI,117632
A01738,EOM OFFSHORE,TAS 080,20150831,WHOI,117633
A01739,EOM OFFSHORE,TAS 081,20150831,WHOI,117634
A01740,EOM OFFSHORE,TAS 082,20150831,WHOI,117635
A01741,EOM OFFSHORE,TAS 083,20150831,WHOI,117636
A01742,EOM OFFSHORE,TAS 084,20150831,WHOI,117637
A01743,EOM OFFSHORE,TAS 085,20150831,WHOI,117638
A01744,EOM OFFSHORE,TAS 068,20150831,WHOI,117639
A01745,EOM OFFSHORE,TAS 092,20150831,WHOI,117640
A01746,SUNBURST SENSORS,TAS P0167,20150831,WHOI,117641
A01747,NORTEK,TAS ADQ12707,20150831,WHOI,117642
A01748,NORTEK,TAS ADQ12732,20150831,WHOI,117643
A01749,NORTEK,TAS ADQ12737,20150831,WHOI,117644
A01750,NORTEK,TAS ADQ12742,20150831,WHOI,117645
A01751,NORTEK,TAS ADQ12703,20150831,WHOI,117646
A01752,NORTEK,TAS ADQ12746,20150831,WHOI,117647
A01753,NORTEK,TAS ADQ12712,20150831,WHOI,117648
A01754,NORTEK,TAS ADQ12721,20150831,WHOI,117649
A01755,SEA-BIRD,TAS 16P-50150,20150831,WHOI,117650
A01756,SEA-BIRD,TAS 16P-50151,20150831,WHOI,117651
A01757,SEA-BIRD,TAS 16P-50152,20150831,WHOI,117652
A01758,SEA-BIRD,TAS 16P-50153,20150831,WHOI,117653
A01759,SEA-BIRD,TAS 16P-50154,20150831,WHOI,117654
A01760,SEA-BIRD,TAS 16P-50149,20150831,WHOI,117655
A01761,WET LABS,TAS 249,20150831,WHOI,117656
A01763,TELEDYNE,560,20140804,WHOI,117664
A01764,SUNBURST,TAS C0128,20150914,WHOI,117667
A01765,SUNBURST,TAS C0129,20150914,WHOI,117668
A01766,ASL ENVIRONMENTAL,TAS 55092,20150914,WHOI,117669
A01767,ASL ENVIRONMENTAL,TAS 55093,20150914,WHOI,117670
A01768,ALS ENVIRONMENTAL,TAS 55100,20150914,WHOI,117671
A01769,ALS ENVIRONMENTAL,TAS 55101,20150914,WHOI,117672
A01770,ALS ENVIRONMENTAL,TAS 55102,20150914,WHOI,117673
A01771,ALS ENVIRONMENTAL,TAS 55103,20150914,WHOI,117674
A01774,TELEDYNE WEBB RESEARCH,335,20130125,WHOI,117687
A01777,SATLANTIC,286,20150915,WHOI,117690
A01778,SATLANTIC,287,20150915,WHOI,117691
A01779,SATLANTIC,288,20150915,WHOI,117692
A01780,SATLANTIC,289,20150915,WHOI,117693
A01781,WET LABS,258,20150914,WHOI,117694
A01782,WET LABS,261,20150930,WHOI,117695
A01783,ASL ENVIRONMENTAL,55096,20150909,WHOI,117696
A01784,ASL ENVIRONMENTAL,55099,20150909,WHOI,117697
,,,,,
,,,,,
,World-link Communications ,80619059,20121214,,
