serial,name,value,notes
37-13454,CC_a0,-1.750503e-004,
37-13454,CC_a1,3.113231e-004,
37-13454,CC_a2,-4.323968e-006,
37-13454,CC_a3,2.002327e-007,
37-13454,CC_cpcor,-9.57E-08,
37-13454,CC_ctcor,3.25E-06,
37-13454,CC_g,-9.823538e-001,
37-13454,CC_h,1.352516e-001,
37-13454,CC_i,-1.388732e-004,
37-13454,CC_j,2.802945e-005,
37-13454,CC_p_range,5076,
37-13454,CC_pa0,3.153913e-002,
37-13454,CC_pa1,1.591022e-002,
37-13454,CC_pa2,-7.291616e-010,
37-13454,CC_ptca0,5.238693e+005,
37-13454,CC_ptca1,-5.411017e-001,
37-13454,CC_ptca2,2.572510e-002,
37-13454,CC_ptcb0,2.507063e+001,
37-13454,CC_ptcb1,-2.75E-04,
37-13454,CC_ptcb2,0.00E+00,
37-13454,CC_ptempa0,9.529455e+001,
37-13454,CC_ptempa1,-1.068830e-001,
37-13454,CC_ptempa2,3.054882e-007,
37-13454,CC_wbotc,2.7810e-007,
