serial,name,value,notes
37-13450,CC_a0,-0.0001606885,
37-13450,CC_a1,0.0003100637,
37-13450,CC_a2,-4.329193e-06,
37-13450,CC_a3,1.987243e-07,
37-13450,CC_cpcor,-9.57e-08,
37-13450,CC_ctcor,3.25e-06,
37-13450,CC_g,-0.9800201,
37-13450,CC_h,0.1268911,
37-13450,CC_i,-0.0001117387,
37-13450,CC_j,2.504345e-05,
37-13450,CC_p_range,5076,
37-13450,CC_pa0,-0.1835506,
37-13450,CC_pa1,0.01601638,
37-13450,CC_pa2,-7.418913e-10,
37-13450,CC_ptca0,524653.1,
37-13450,CC_ptca1,-0.8842313,
37-13450,CC_ptca2,0.01227266,
37-13450,CC_ptcb0,25.161,
37-13450,CC_ptcb1,-0.0002,
37-13450,CC_ptcb2,0,
37-13450,CC_ptempa0,207.6714,
37-13450,CC_ptempa1,-0.09634745,
37-13450,CC_ptempa2,7.231633e-07,
37-13450,CC_wbotc,2.997e-08,
