serial,name,value,notes
37-10266,CC_a0,-0.0001530863,
37-10266,CC_a1,0.0003162849,
37-10266,CC_a2,-5.083508e-06,
37-10266,CC_a3,2.172483e-07,
37-10266,CC_cpcor,-9.57e-08,
37-10266,CC_ctcor,3.25e-06,
37-10266,CC_g,-0.9710491,
37-10266,CC_h,0.1477727,
37-10266,CC_i,-0.000356537,
37-10266,CC_j,4.868519e-05,
37-10266,CC_p_range,5076,
37-10266,CC_pa0,-0.6481129,
37-10266,CC_pa1,0.01605648,
37-10266,CC_pa2,-6.78916e-10,
37-10266,CC_ptca0,524072.2,
37-10266,CC_ptca1,1.336325,
37-10266,CC_ptca2,-0.134435,
37-10266,CC_ptcb0,25.12562,
37-10266,CC_ptcb1,-0.000275,
37-10266,CC_ptcb2,0.0,
37-10266,CC_ptempa0,-67.73142,
37-10266,CC_ptempa1,0.05080682,
37-10266,CC_ptempa2,-2.54359e-07,
37-10266,CC_wbotc,-5.839492e-07,
