serial,name,value,notes
37-11703,CC_a0,-9.066495e-05,
37-11703,CC_a1,0.0003027852,
37-11703,CC_a2,-4.117367e-06,
37-11703,CC_a3,1.92763e-07,
37-11703,CC_cpcor,-9.57e-08,
37-11703,CC_ctcor,3.25e-06,
37-11703,CC_g,-1.001255,
37-11703,CC_h,0.1708487,
37-11703,CC_i,-0.0004618011,
37-11703,CC_j,6.621876e-05,
37-11703,CC_p_range,5076,
37-11703,CC_pa0,0.82564,
37-11703,CC_pa1,0.0157289,
37-11703,CC_pa2,-6.307587e-10,
37-11703,CC_ptca0,525192.3,
37-11703,CC_ptca1,4.916406,
37-11703,CC_ptca2,-0.1117918,
37-11703,CC_ptcb0,25.26687,
37-11703,CC_ptcb1,0.000375,
37-11703,CC_ptcb2,0,
37-11703,CC_ptempa0,-72.34192,
37-11703,CC_ptempa1,0.05052257,
37-11703,CC_ptempa2,-4.719487e-07,
37-11703,CC_wbotc,5.1523e-07,
