ASSET_UID,LEGACY_ASSET_UID,TYPE,Mobile,DESCRIPTION OF EQUIPMENT,MIO_Inventory_Description,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,ACQUISITION DATE,ORIGINAL COST,comments,MIO
CGINS-CTDGVM-09195,N00528,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9195,,20140813,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09196,N00534,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9196,,20140813,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09207,N00411,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9207,,20141212,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09209,N00540,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9209,,20141120,171195,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09211,N00408,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9211,,20141120,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09214,N00402,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9214,,20141120,171195,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09222,,Sensor,1,CTD for Glider: CTDGV Series M,,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9222,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09230,N00650,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9230,,20141223,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09231,N00653,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9231,,20141223,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09232,N00644,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9232,,20150326,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09235,N00641,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9235,,20150316,171195,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09237,N00647,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9237,,20150522,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09238,OL000115,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9238,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09258,N00543,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9258,,20150803,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09268,OL000608,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9268,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09269,OL000146,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9269,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09270,OL000150,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9270,,20121227,25000,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09283,OL000143,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9283,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09284,OL000153,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9284,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09285,OL000160,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9285,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09286,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9286,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09287,OL000168,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9287,,20121227,25000,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09288,OL000174,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9288,,20121227,25000,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09294,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9294,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09295,,Sensor,1,CTD for Glider: CTDGV Series M,,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9295,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09297,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9297,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09302,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9302,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09306,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9306,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09307,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9307,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09338,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9338,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09341,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9341,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09345,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9345,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09346,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9346,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09347,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9347,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09349,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9349,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09353,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9353,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09354,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9354,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09361,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9361,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09362,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9362,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09363,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9363,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09364,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9364,,,,CGSN Glider Instrument Pool,
CGINS-CTDGVM-09453,,Sensor,1,CTD for Glider: CTDGV Series M,CTDGV for Slocum Glider,Sea-Bird Electronics,SBE Slocum Glider Payload CTD (GP-CTD),9453,,,,CGSN Glider Instrument Pool,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10214,A00103,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10214,,20121212,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10215,A00104,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10215,,20121212,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10216,A00105,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10216,,20121212,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10217,A00106,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10217,,20121212,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10218,A00107,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10218,,20121212,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10219,A00108,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10219,,20121212,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10220,A00109,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10220,,20121212,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10221,A00110,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10221,,20121212,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10222,A00111,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10222,,20121212,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10223,A00112,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10223,,20121212,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10224,A00113,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10224,,20121212,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10225,A00114,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10225,,20121212,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10252,A00137,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10252,,20121214,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10253,A00138,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10253,,20121214,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10254,A00139,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10254,,20121214,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10255,A00140,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10255,,20121214,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10256,A00141,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10256,,20121214,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10257,A00142,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10257,,20121214,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10258,A00143,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10258,,20121214,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10259,A00144,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10259,,20121214,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10260,A00145,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10260,,20121214,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10261,A00146,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10261,,20121214,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10262,A00147,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10262,,20121214,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-10263,A00148,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-10263,,20121214,6400,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11533,A00680,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11533,,20140128,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11534,A00679,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11534,,20140128,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11535,A00683,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11535,,20140128,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11593,A00671,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11593,,20140128,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11594,A00670,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11594,,20140128,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11595,A00669,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11595,,20140128,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11596,A00674,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11596,,20140128,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11603,A00672,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11603,,20140128,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11604,A00675,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11604,,20140128,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11605,A00676,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11605,,20140128,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11606,A00684,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11606,,20140128,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11607,A00682,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11607,,20140128,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11608,A00681,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11608,,20140128,6600,duplicate ooi_barcode number; Missing from SIO inventory,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11609,A00667,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11609,,20140128,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11610,A00668,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11610,,20140128,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11611,A00673,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11611,,20140128,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11612,A00677,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11612,,20140128,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11613,A00678,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11613,,20140128,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11637,A01389,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11637,,20140221,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11638,A01390,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11638,,20140221,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11639,A01391,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11639,,20140221,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11640,A01392,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11640,,20140221,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11641,A01393,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11641,,20140221,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11642,A01394,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11642,,20140221,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11643,A01395,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11643,,20140221,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11644,A01396,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11644,,20140221,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11645,A01397,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11645,,20140221,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11646,A01398,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11646,,20140221,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11647,A01399,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11647,,20140221,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11648,A01400,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11648,,20140221,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11649,A01401,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11649,,20140221,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11650,A01402,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11650,,20140221,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11651,A01403,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11651,,20140221,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11652,A01404,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11652,,20140221,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11653,A01405,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11653,,20140221,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-11654,A01406,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-11654,,20140221,6600,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-12189,A00866,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-12189,,20140604,6775,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-12190,A00867,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-12190,,20140604,6775,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-12308,A00908,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-12308,,20140722,6775,Missing from SIO inventory,Woods Hole Oceanographic Institution
CGINS-CTDMOG-12309,A00909,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-12309,,20140722,6775,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-12310,A00910,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-12310,,20140722,6775,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-12311,A00911,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-12311,,20140722,6775,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-12312,A00920,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-12312,,20140722,6775,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-12313,A00921,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-12313,,20140722,6775,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-12314,A00932,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-12314,,20140722,6775,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-12330,A00933,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-12330,,20140722,6775,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-12331,A00931,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-12331,,20140722,6775,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-12332,A00930,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-12332,,20140722,6775,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-12333,A00926,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-12333,,20140722,6775,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-12336,A00927,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-12336,,20140722,6775,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-12337,A00928,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-12337,,20140722,6775,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-12370,A00922,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-12370,,20140722,6775,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-12371,A00923,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-12371,,20140722,6775,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-12372,A00924,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-12372,,20140722,6775,,Woods Hole Oceanographic Institution
CGINS-CTDMOG-12374,A00925,Sensor,0,CTD Mooring (Inductive): CTDMO Series G,CTDMO SERIES G (37IM),Sea-Bird Electronics,SBE 37-IM,37-12374,,20140722,6775,,Woods Hole Oceanographic Institution
