ASSET_UID,LEGACY_ASSET_UID,TYPE,Mobile,DESCRIPTION OF EQUIPMENT,MIO_Inventory_Description,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,ACQUISITION DATE,ORIGINAL COST,comments,MIO
OL000312,OL000312,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,,,,,CE02SHSM-00002-DCL11,Oregon State University
OL000313,OL000313,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,,,,,CE02SHSM-00002-DCL12,Oregon State University
OL000332,OL000332,Sensor,0,Sensor and Telemetry Platform Controller,SIO Controller,WHOI,STC,PMUI-00001-STC,,,,TO BE DELETED,
OL000336,OL000336,Sensor,0,Sensor and Telemetry Platform Controller,SIO Controller,WHOI,STC,PMUI-00003-STC,,,,TO BE DELETED,
OL000372,OL000372,Sensor,0,Sensor and Telemetry Platform Controller,Controller,WHOI,STC,OSPM-00001-STC,,,,TO BE DELETED,
OL000373,OL000373,Sensor,0,Sensor and Telemetry Platform Controller,Controller,WHOI,STC,OSPM-00002-STC,,,,TO BE DELETED,
OL000374,OL000374,Sensor,0,Sensor and Telemetry Platform Controller,Controller,WHOI,STC,OSPM-00003-STC,,,,TO BE DELETED,
OL000375,OL000375,Sensor,0,Sensor and Telemetry Platform Controller,Controller,WHOI,STC,OSPM-00004-STC,,,,TO BE DELETED,
OL000379,OL000379,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,CP03OSSM-00001-CPM1,,,,TO BE DELETED,
OL000380,OL000380,Sensor,0,Near Surface Instrument Frame Communications and Power Manager,Communications and Power Manager,WHOI,CPM,,,,CP04OSSM-00001-CPM2,TO BE DELETED,
OL000381,OL000381,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CP03OSSM-00001-DCL11,,,,TO BE DELETED,
OL000382,OL000382,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CP03OSSM-00001-DCL12,,,,TO BE DELETED,
OL000383,OL000383,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CP03OSSM-00001-DCL26,,,,TO BE DELETED,
OL000384,OL000384,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CP03OSSM-00001-DCL27,,,,TO BE DELETED,
OL000395,OL000395,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00274-0007,,,,CE04OSSM-RID27-00-DCLENG000 - 2,Oregon State University
OL000396,OL000396,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00272-0025,,,,CE04OSSM-00002-RID26,Oregon State University
OL000402,,Sensor,0,Multi-Function Node Communications and Power Manager,Communications and Power Manager,WHOI,CPM,3703-00275-0004,,,,CE06ISSM-00004,Oregon State University
OL000408,OL000408,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,,,,,CE07SHSM-00001-CPM1,Oregon State University
OL000409,OL000409,Sensor,0,Near Surface Instrument Frame Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2,,,,CE07SHSM-00001-CPM2,Oregon State University
OL000410,OL000410,Sensor,0,Multi-Function Node Communications and Power Manager,Communications and Power Manager,WHOI,CPM,4,,,,CE07SHSM-00001-CPM3,Oregon State University
OL000411,OL000411,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,,,,,CE07SHSM-00001-DCL11,Oregon State University
OL000412,OL000412,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,,,,,CE07SHSM-00001-DCL12,Oregon State University
OL000413,OL000413,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,10,,,,CE07SHSM-00001-DCL26,Oregon State University
OL000414,OL000414,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2,,,,CE07SHSM-00001-DCL27,Oregon State University
OL000415,OL000415,Sensor,0,Multi-Function Node Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,1,,,,CE07SHSM-00001-DCL35,Oregon State University
OL000416,OL000416,Sensor,0,Multi-Function Node Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,4,,,,CE07SHSM-00001-DCL37,Oregon State University
OL000420,OL000420,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,2015-0004,,,,CE07SHSM-00002-CPM1,Oregon State University
OL000421,OL000421,Sensor,0,Near Surface Instrument Frame Communications and Power Manager,Communications and Power Manager,WHOI,CPM,10,,,,CE07SHSM-00002-CPM2,Oregon State University
OL000422,OL000422,Sensor,0,Multi-Function Node Communications and Power Manager,Communications and Power Manager,WHOI,CPM,16,,,,CE07SHSM-00002-CPM3,Oregon State University
OL000423,OL000423,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0004,,,,CE07SHSM-00002-DCL11,Oregon State University
OL000424,OL000424,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2015-0004,,,,CE07SHSM-00002-DCL12,Oregon State University
OL000425,OL000425,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,27,,,,CE07SHSM-00002-DCL26,Oregon State University
OL000426,OL000426,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,10,,,,CE07SHSM-00002-DCL27,Oregon State University
OL000427,OL000427,Sensor,0,Multi-Function Node Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,15,,,,CE07SHSM-00002-DCL35,Oregon State University
OL000428,OL000428,Sensor,0,Multi-Function Node Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,16,,,,CE07SHSM-00002-DCL37,Oregon State University
OL000440,OL000440,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00274-0003,,,,CE07SHSM-00003,Oregon State University
OL000448,OL000448,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,CE09OSSM-00001-CPM1,,,,CE09OSSM-00001,Oregon State University
OL000449,OL000449,Sensor,0,Near Surface Instrument Frame Communications and Power Manager,Communications and Power Manager,WHOI,CPM,CE09OSSM-00001-CPM2,,,,CE09OSSM-00001,Oregon State University
OL000450,OL000450,Sensor,0,Multi-Function Node Communications and Power Manager,Communications and Power Manager,WHOI,CPM,CE09OSSM-00001-CPM3,,,,CE09OSSM-00001,Oregon State University
OL000451,OL000451,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CE09OSSM-00001-DCL11,,,,CE09OSSM-00001,Oregon State University
OL000452,OL000452,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CE09OSSM-00001-DCL12,,,,CE09OSSM-00001,Oregon State University
OL000453,OL000453,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CE09OSSM-00001-DCL26,,,,CE09OSSM-00001,Oregon State University
OL000454,OL000454,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CE09OSSM-00001-DCL27,,,,CE09OSSM-00001,Oregon State University
OL000455,OL000455,Sensor,0,Multi-Function Node Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CE09OSSM-00001-DCL35,,,,CE09OSSM-00001,Oregon State University
OL000456,OL000456,Sensor,0,Multi-Function Node Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CE09OSSM-00001-DCL37,,,,CE09OSSM-00001,Oregon State University
OL000460,OL000460,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,CE09OSSM-00002-CPM1,,,,CE09OSSM-00002,Oregon State University
OL000461,OL000461,Sensor,0,Near Surface Instrument Frame Communications and Power Manager,Communications and Power Manager,WHOI,CPM,CE09OSSM-00002-CPM2,,,,CE09OSSM-00002,Oregon State University
OL000462,OL000462,Sensor,0,Multi-Function Node Communications and Power Manager,Communications and Power Manager,WHOI,CPM,CE09OSSM-00002-CPM3,,,,CE09OSSM-00002,Oregon State University
OL000463,OL000463,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CE09OSSM-00002-DCL11,,,,CE09OSSM-00002,Oregon State University
OL000464,OL000464,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CE09OSSM-00002-DCL12,,,,CE09OSSM-00002,Oregon State University
OL000465,OL000465,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CE09OSSM-00002-DCL26,,,,CE09OSSM-00002,Oregon State University
OL000466,OL000466,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CE09OSSM-00002-DCL27,,,,CE09OSSM-00002,Oregon State University
OL000467,OL000467,Sensor,0,Multi-Function Node Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CE09OSSM-00002-DCL35,,,,CE09OSSM-00002,Oregon State University
OL000468,OL000468,Sensor,0,Multi-Function Node Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CE09OSSM-00002-DCL37,,,,CE09OSSM-00002,Oregon State University
OL000474,OL000474,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,CE09OSSM-00003-CPM1,,,,CE09OSSM-00003,Oregon State University
OL000475,OL000475,Sensor,0,Surface Buoy Data Concentrator Logger,Communications and Power Manager,WHOI,DCL,CE09OSSM-00003-CPM2,,,,CE09OSSM-00003,Oregon State University
OL000476,OL000476,Sensor,0,Surface Buoy Data Concentrator Logger,Communications and Power Manager,WHOI,DCL,CE09OSSM-00003-CPM3,,,,CE09OSSM-00003,Oregon State University
OL000477,OL000477,Sensor,0,Near Surface Instrument Frame Communications and Power Manager,Data Concentrator Logger,WHOI,CPM,CE09OSSM-00003-DCL11,,,,CE09OSSM-00003,Oregon State University
OL000478,OL000478,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CE09OSSM-00003-DCL12,,,,CE09OSSM-00003,Oregon State University
OL000479,OL000479,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CE09OSSM-00003-DCL26,,,,CE09OSSM-00003,Oregon State University
OL000524,OL000524,Sensor,0,Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CP01CNSM-00004-DCL11,,,,TO BE DELETED,
OL000525,OL000525,Sensor,0,Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CP01CNSM-00004-DCL12,,,,TO BE DELETED,
OL000526,OL000526,Sensor,0,Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CP01CNSM-00004-DCL26,,,,TO BE DELETED,
OL000530,OL000530,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,CP04OSSM-00001-CPM1,,,,TO BE DELETED,
OL000531,OL000531,Sensor,0,Near Surface Instrument Frame Communications and Power Manager,Communications and Power Manager,WHOI,CPM,,,,CP04OSSM-00001-CPM2,TO BE DELETED,
OL000532,OL000532,Sensor,0,Multi-Function Node Communications and Power Manager,Communications and Power Manager,WHOI,CPM,,,,CP04OSSM-00001-CPM3,TO BE DELETED,
OL000533,OL000533,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CP04OSSM-00001-DCL11,,,,TO BE DELETED,
OL000534,OL000534,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CP04OSSM-00001-DCL12,,,,TO BE DELETED,
OL000542,OL000542,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,CP04OSSM-00002-CPM1,,,,TO BE DELETED,
OL000543,OL000543,Sensor,0,Near Surface Instrument Frame Communications and Power Manager,Communications and Power Manager,WHOI,CPM,,,,CP04OSSM-00002-CPM2,TO BE DELETED,
OL000544,OL000544,Sensor,0,Multi-Function Node Communications and Power Manager,Communications and Power Manager,WHOI,CPM,,,,CP04OSSM-00002-CPM3,TO BE DELETED,
OL000545,OL000545,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CP04OSSM-00002-DCL11,,,,TO BE DELETED,
OL000546,OL000546,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CP04OSSM-00002-DCL12,,,,TO BE DELETED,
OL000559,OL000559,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,24,,,,CP04OSSM-00003-DCL26 TO BE DELETED,
OL000566,OL000566,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,CP03ISSM-00001-CPM1,,,,CP03ISSM-00001-CPM1 TO BE DELETED,
OL000567,OL000567,Sensor,0,Near Surface Instrument Frame Communications and Power Manager,Communications and Power Manager,WHOI,CPM,,,,,CP03ISSM-00001-CPM2 TO BE DELETED,
OL000568,OL000568,Sensor,0,Multi-Function Node Communications and Power Manager,Communications and Power Manager,WHOI,CPM,,,,,CP03ISSM-00001-CPM3 TO BE DELETED,
OL000569,OL000569,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CP03ISSM-00001-DCL11,,,,CP03ISSM-00001-DCL11 TO BE DELETED,
OL000570,OL000570,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CP03ISSM-00001-DCL12,,,,CP03ISSM-00001-DCL12 TO BE DELETED,
OL000572,OL000572,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,5,,,,CP03ISSM-00001-DCL27 TO BE DELETED,
OL000593,OL000593,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,GI01SUMO-00003-CPM1,,,,TO BE DELETED,
OL000594,OL000594,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,GI01SUMO-00003-DCL11,,,,GI01SUMO-00003-DCL11 TO BE DELETED,
OL000595,OL000595,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,GI01SUMO-00003-DCL12,,,,GI01SUMO-00003-DCL12 TO BE DELETED,
OL000596,OL000596,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,GI01SUMO-00003-DCL16,,,,GI01SUMO-00003-DCL16 TO BE DELETED,
R00002,R00003,Sensor,0,Multi-Function Node Communications and Power Manager,Communications and Power Manager,WHOI,CPM,CE06ISSM-00001-CPM3,,,,CE06ISSM-00001-CPM1,Oregon State University
R00004,R00004,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CE06ISSM-00001-DCL16,,,,CE06ISSM-00001-DCL17,Oregon State University
R00005,R00005,Sensor,0,Multi-Function Node Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CE06ISSM-00001-DCL35,,,,CE06ISSM-00001-DCL16,Oregon State University
R00006,R00006,Sensor,0,Multi-Function Node Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CE06ISSM-00001-DCL37,,,,CE06ISSM-00001-DCL35,Oregon State University
R00015,R00015,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,CP03ISSM-00002-CPM1,,,,CP03ISSM-00002-CPM1 TO BE DELETED,
R00016,R00016,Sensor,0,Near Surface Instrument Frame Communications and Power Manager,Communications and Power Manager,WHOI,CPM,,,,,CP03ISSM-00002-CPM2 TO BE DELETED,
R00017,R00017,Sensor,0,Multi-Function Node Communications and Power Manager,Communications and Power Manager,WHOI,CPM,,,,,CP03ISSM-00002-CPM3 TO BE DELETED,
R00018,R00018,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CP03ISSM-00002-DCL11,,,,CP03ISSM-00002-DCL11 TO BE DELETED,
R00019,R00019,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CP03ISSM-00002-DCL12,,,,CP03ISSM-00002-DCL12 TO BE DELETED,
R00040,R00040,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,GI01SUMO-00001-CPM1,,,,GI01SUMO-00001-CPM1 TO BE DELETED,
R00041,R00041,Sensor,0,Communications and Power Manager,Communications and Power Manager,WHOI,CPM,GI01SUMO-00001-CPM2,,,,GI01SUMO-00001-CPM2 TO BE DELETED,
R00042,R00042,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,GI01SUMO-00001-DCL11,,,,GI01SUMO-00001-DCL11 TO BE DELETED,
R00043,R00043,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,GI01SUMO-00001-DCL12,,,,GI01SUMO-00001-DCL12 TO BE DELETED,
R00044,R00044,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,GI01SUMO-00001-DCL16,,,,GI01SUMO-00001-DCL16 TO BE DELETED,
R00049,R00049,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,GI01SUMO-00002-CPM1,,,,GI01SUMO-00002-CPM1 TO BE DELETED,
R00050,R00050,Sensor,0,Communications and Power Manager,Communications and Power Manager,WHOI,CPM,GI01SUMO-00002-CPM2,,,,GI01SUMO-00002-CPM2 TO BE DELETED,
R00051,R00051,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,GI01SUMO-00002-DCL11,,,,GI01SUMO-00002-DCL11 TO BE DELETED,
R00052,R00052,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,GI01SUMO-00002-DCL12,,,,GI01SUMO-00002-DCL12 TO BE DELETED,
R00053,R00053,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,GI01SUMO-00002-DCL16,,,,GI01SUMO-00002-DCL16 TO BE DELETED,
R00054,R00054,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,WHOI,SIO,GP02HYPM-00001-SIOENG,,,,TO BE DELETED,
R00061,R00061,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,GS01SUMO-00001-CPM1,,,,GS01SUMO-00001-CPM1 TO BE DELETED,
R00062,R00062,Sensor,0,Communications and Power Manager,Communications and Power Manager,WHOI,CPM,GS01SUMO-00001-CPM2,,,,GS01SUMO-00001-CPM2 TO BE DELETED,
R00063,R00063,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,GS01SUMO-00001-DCL11,,,,GS01SUMO-00001-DCL11 TO BE DELETED,
R00064,R00064,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,GS01SUMO-00001-DCL12,,,,GS01SUMO-00001-DCL12 TO BE DELETED,
R00065,R00065,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,GS01SUMO-00001-DCL16,,,,GS01SUMO-00001-DCL16 TO BE DELETED,
R00071,R00071,Sensor,0,,CP02PMCO-SBS01-00-STCENG000,,STCENG,CP02PMCO-00001 STCENG000,,20130122,,TO BE DELETED,
R00072,R00072,Sensor,0,Sensor and Telemetry Platform Controller,Sensor and Telemetry Controller,WHOI,STC,SWE 0002-G,,20130122,,TO BE DELETED,
R00073,R00073,Sensor,0,,CP02PMCO-SBS01-00-STCENG000,,STCENG,CP02PMCO-00005 STCENG000,,20130122,,TO BE DELETED,
R00074,R00074,Sensor,0,CE09OSPM-00001 RTE000000,CE09OSPM-00001 RTE000000,,,CE09OSPM-00001 STCENG000,,20130122,,,Oregon State University
R00075,R00075,Sensor,0,CE09OSPM-00002 RTE000000,CE09OSPM-00002 RTE000000,,,CE09OSPM-00002 STCENG000,,20130122,,,Oregon State University
R00076,R00076,Sensor,0,CE09OSPM-00003 RTE000000,CE09OSPM-00003 RTE000000,,,CE09OSPM-00003 STCENG000,,20130122,,,Oregon State University
R00077,R00077,Sensor,0,CE09OSPM-00003 RTE000000,CE09OSPM-00003 RTE000000,,,CE09OSPM-00004 STCENG000,,20130122,,,Oregon State University
R00078,R00078,Sensor,0,CE04OSPD-DP01B-00001-ENG,CE04OSPD-DP01B-00001-ENG,,,CE04OSPD-DP01B-00001-ENG,,20140816,,,Oregon State University
R00079,R00079,Sensor,0,CE04OSPD-DP01B-00002-ENG,CE04OSPD-DP01B-00002-ENG,,,CE04OSPD-DP01B-00002-ENG,,20150724,,,Oregon State University
