ASSET_UID,LEGACY_ASSET_UID,TYPE,Mobile,DESCRIPTION OF EQUIPMENT,MIO_Inventory_Description,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,ACQUISITION DATE,ORIGINAL COST,comments,MIO
CGCON-NDCL16-00030,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0030,,,,,Woods Hole Oceanographic Institution
CGCON-NDCL16-00033,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0033,,,,,Woods Hole Oceanographic Institution
CGCON-NDCL16-00035,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,35,,,,,
CGCON-NDCL16-00036,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,36,,,,,
CGCON-NDCL16-00038,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,38,,,,,
CGCON-NDCL16-00042,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,42,,,,,
CGCON-NDCL16-00043,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,43,,,,,
CGCON-NDCL16-00049,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00272-00001-00049,,,,,Woods Hole Oceanographic Institution
CGCON-NDCL26-00002,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,2,,,,,
CGCON-NDCL26-00004,OL000488,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0004,,,,CP01CNSM-00001-DCL26,Woods Hole Oceanographic Institution
CGCON-NDCL26-00006,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0006,,,,,Woods Hole Oceanographic Institution
CGCON-NDCL26-00007,OL000502,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0007,,,,CP01CNSM-00002-DCL26,Woods Hole Oceanographic Institution
CGCON-NDCL26-00009,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0009,,,,CE07SHSM-00004-DCL26,Woods Hole Oceanographic Institution
CGCON-NDCL26-00010,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00272-0010,,,,CE02SHSM-00005-DCL26,Oregon State University
CGCON-NDCL26-00011,OL000571,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0011,,,,CP03ISSM-00001-DCL26,Woods Hole Oceanographic Institution
CGCON-NDCL26-00013,OL000383 R00032,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0013,,,,CP03ISSM-00003-DCL26,Woods Hole Oceanographic Institution
CGCON-NDCL26-00014,OL000441,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00272-0014,,,,CE07SHSM-00003-DCL26,Oregon State University
CGCON-NDCL26-00015,OL000547,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0015,,,,CP04OSSM-00002-DCL26,Woods Hole Oceanographic Institution
CGCON-NDCL26-00016,OL000305,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,16,,,,CE02SHSM-00001-DCL26,Oregon State University
CGCON-NDCL26-00017,OL000328,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00272-0017,,,,CE02SHSM-00003-DCL26,Oregon State University
CGCON-NDCL26-00018,OL000265,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0018,,,,,Woods Hole Oceanographic Institution
CGCON-NDCL26-00020,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,20,,,,,
CGCON-NDCL26-00021,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,21,,,,,
CGCON-NDCL26-00023,OL000526,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0023,,,,,Woods Hole Oceanographic Institution
CGCON-NDCL26-00024,OL000559,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0024,,,,,Woods Hole Oceanographic Institution
CGCON-NDCL26-00025,OL000314,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,25,,,,CE02SHSM-00002-DCL26,Oregon State University
CGCON-NDCL26-00026,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,26,,,,,
CGCON-NDCL26-00027,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,27,,,,,
CGCON-NDCL26-00029,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,29,,,,CE02SHSM-00004-DCL26,Oregon State University
CGCON-NDCL26-00031,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0031,,,,CP04OSSM-00006-DCL26,Woods Hole Oceanographic Institution
CGCON-NDCL26-00032,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,32,,,,,
CGCON-NDCL26-00034,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0034,,,,CP01CNSM-00008-DCL26 CP01CNSM-00012; new SN 3703-00272-00001-00034,Woods Hole Oceanographic Institution
CGCON-NDCL26-00035,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,35,,,,,
CGCON-NDCL26-00036,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,36,,,,,
CGCON-NDCL26-00037,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,37,,,,,
CGCON-NDCL26-00039,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0039,,,,CP03ISSM-00007-DCL26,Woods Hole Oceanographic Institution
CGCON-NDCL26-00040,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,40,,,,,Woods Hole Oceanographic Institution
CGCON-NDCL26-00042,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,42,,,,,
CGCON-NDCL26-00043,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,43,,,,,
CGCON-NDCL26-00047,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,47,,,,,
CGCON-NDCL26-00048,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,48,,,,,
CGCON-NDCL26-00052,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,52,,,,,
CGCON-NDCL26-20003,CGCON-NDCL26-00039,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00272-00001-20003,,,,CP03ISSM-00011 DCL26; OLD SN 0039,Woods Hole Oceanographic Institution
CGCON-NDCL26-20005,CGCON-NDCL26-00024,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00272-00001-20005,,,,CP04OSSM-00011 DCL26; OLD SN 0024,Woods Hole Oceanographic Institution
CGCON-NDCL27-00001,OL000489,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0001,,,,CP01CNSM-00001-DCL27,Woods Hole Oceanographic Institution
CGCON-NDCL27-00002,OL000327,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00274-0002,,,,CE02SHSM-00003-DCL27,Oregon State University
CGCON-NDCL27-00003,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00274-0003,,,,CE02SHSM-00005-DCL27,Oregon State University
CGCON-NDCL27-00004,OL000384 R00033,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0004,,,,CP03ISSM-00003-DCL27,Woods Hole Oceanographic Institution
CGCON-NDCL27-00005,OL000572,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0005,,,,,Woods Hole Oceanographic Institution
CGCON-NDCL27-00006,OL000503,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0006,,,,CP01CNSM-00002-DCL27,Woods Hole Oceanographic Institution
CGCON-NDCL27-00007,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,7,,,,CE09OSSM-00005-DCL27,Oregon State University
CGCON-NDCL27-00008,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,8,,,,CE02SHSM-00004-DCL27,Oregon State University
CGCON-NDCL27-00009,OL000548,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0009,,,,CP04OSSM-00002-DCL27,Woods Hole Oceanographic Institution
CGCON-NDCL27-00010,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,10,,,,CE04OSSM-00004-DCL27,Oregon State University
CGCON-NDCL27-00011,R00021,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0011,,,,CP03ISSM-00002-DCL27,Woods Hole Oceanographic Institution
CGCON-NDCL27-00012,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,12,,,,,
CGCON-NDCL27-00013,OL000560,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0013,,,,CP04OSSM-00003-DCL27,Woods Hole Oceanographic Institution
CGCON-NDCL27-00014,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,14,,,,CE04OSSM-00002-DCL27,Oregon State University
CGCON-NDCL27-00015,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0015,,,,,Woods Hole Oceanographic Institution
CGCON-NDCL27-00016,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,16,,,,,
CGCON-NDCL27-00017,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0017,,,,,Woods Hole Oceanographic Institution
CGCON-NDCL27-00018,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,18,,,,,
CGCON-NDCL27-00023,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0023,,,,,Woods Hole Oceanographic Institution
CGCON-NDCL27-00033,,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,0033,,,,NEED TO CHECK SERIAL NUMBER,Woods Hole Oceanographic Institution
CGCON-NDCL27-20001,CGCON-NDCL27-00015,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00274-00001-20001,,,,CP01CNSM-00012 DCL27; OLD SN 0015,Woods Hole Oceanographic Institution
CGCON-NDCL27-20002,CGCON-NDCL27-00004,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00274-00001-20002,,,,CP03ISSM-00011 DCL27; OLD SN 0004,Woods Hole Oceanographic Institution
CGCON-NDCL27-20003,CGCON-NDCL27-00005,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3703-00274-00001-20003,,,,CP04OSSM-00011 DCL27; OLD SN 0005,Woods Hole Oceanographic Institution
CGCON-SIOCON-00018,,Sensor,0,Subsurface Mooring Platform Controller,,SIO,Subsurface Mooring Controller,18,,,,TO BE DELETED,Woods Hole Oceanographic Institution
CGCON-SIOCON-00019,,Sensor,0,Subsurface Mooring Platform Controller,,SIO,Subsurface Mooring Controller,19,,,,TO BE DELETED,Woods Hole Oceanographic Institution
CGCON-SIOCON-00023,,Sensor,0,Subsurface Mooring Platform Controller,,SIO,Subsurface Mooring Controller,23,,,,TO BE DELETED,Woods Hole Oceanographic Institution
CGCON-SIOCON-00027,,Sensor,0,Subsurface Mooring Platform Controller,,SIO,Subsurface Mooring Controller,27,,,,TO BE DELETED,Woods Hole Oceanographic Institution
CGCON-SIOCON-10118,OL000605 OL000103,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,10118,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-11690,OL000080,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,11690,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-12365,OL000088,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,12365,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-12368,OL000087 R00054,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,12368,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-12369,OL000022,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,12369,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-12371,OL000102,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,12371,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-12372,OL000021,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,12372,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-12378,,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,12378,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-13277,OL000583,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,13277,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-13278,OL000089,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,13278,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-13279,OL000090,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,13279,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-13280,OL000020,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,13280,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-13282,OL000604 OL000103,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,13282,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-13283,OL000600 OL000060,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,13283,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-13284,OL000024,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,13284,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-13285,OL000023,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,13285,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-13286,OL000019,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,13286,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-13987,OL000247,Sensor,0,Subsurface Mooring Platform Controller,,SIO,Subsurface Mooring Controller,13987,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-13988,OL000027,Sensor,0,Subsurface Mooring Platform Controller,,SIO,Subsurface Mooring Controller,13988,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-13989,,Sensor,0,Subsurface Mooring Platform Controller,,SIO,Subsurface Mooring Controller,13989,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-13990,OL000248,Sensor,0,Subsurface Mooring Platform Controller,,SIO,Subsurface Mooring Controller,13990,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-13991,,Sensor,0,Subsurface Mooring Platform Controller,,SIO,Subsurface Mooring Controller,13991,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-13992,,Sensor,0,Subsurface Mooring Platform Controller,,SIO,Subsurface Mooring Controller,13992,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-13993,OL000004,Sensor,0,Subsurface Mooring Platform Controller,,SIO,Subsurface Mooring Controller,13993,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-13994,OL000005,Sensor,0,Subsurface Mooring Platform Controller,,SIO,Subsurface Mooring Controller,13994,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-13995,,Sensor,0,Subsurface Mooring Platform Controller,,SIO,Subsurface Mooring Controller,13995,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-13996,,Sensor,0,Subsurface Mooring Platform Controller,,SIO,Subsurface Mooring Controller,13996,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-13997,,Sensor,0,Subsurface Mooring Platform Controller,,SIO,Subsurface Mooring Controller,13997,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-13998,,Sensor,0,Subsurface Mooring Platform Controller,,SIO,Subsurface Mooring Controller,13998,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-14871,OL000045,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,14871,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-14874,OL000025,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,14874,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-14875,OL000029,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,14875,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-14876,OL000026,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,14876,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-14877,OL000034,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,14877,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-14878,OL000584,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,14878,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-14879,OL000030,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,14879,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-14880,OL000059,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,14880,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-14881,OL000107,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,14881,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-14882,OL000106,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,14882,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-14883,OL000035,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,14883,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-14884,OL000086,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,14884,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-14885,OL000085,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,14885,,,,,Woods Hole Oceanographic Institution
CGCON-SIOCON-28614,OL000019,Sensor,0,Subsurface Mooring Platform Controller,Controller S/N,SIO,Subsurface Mooring Controller,13286 / 14,,,,TO BE DELETED,
CGCON-SIOCON-32771,OL000583,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,13277 / 1,,,,TO BE DELETED,
CGCON-SIOCON-32809,OL000020,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,13280 / 9,,,,TO BE DELETED,
CGCON-SIOCON-98925,OL000001,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,13989 / 25,,,,TO BE DELETED,
CGCON-SIOCON-99128,OL000082,Sensor,0,Subsurface Mooring Platform Controller,Controller S/N,SIO,Subsurface Mooring Controller,13991 / 28,,,,TO BE DELETED,
CGCON-SIOCON-99324,OL000004,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,13993 / 24,,,,TO BE DELETED,
CGCON-SIOCON-99421,OL000005,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,13994 / 21,,,,TO BE DELETED,
CGCON-SIOCON-99520,OL000002,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,13995 / 20,,,,TO BE DELETED,
CGCON-SIOCON-99706,OL000081,Sensor,0,Subsurface Mooring Platform Controller,Controller S/N,SIO,Subsurface Mooring Controller,13997 / 06,,,,TO BE DELETED,
CGCON-SIOCON-99826,OL000003,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,13998 / 26,,,,TO BE DELETED,
N00217.1,N00217.1,Sensor,0,GA02HYPM-00001 SIO Electronics,GA02HYPM-00001 SIO Electronics,,,GA02HYPM-RIM01-00-SIOENG00,,,,TO BE DELETED,
N00218.1,N00218.1,Sensor,0,MOORING MESCALE FLANKING A SP SIO Electronics,MOORING MESCALE FLANKING A SP SIO Electronics,WHOI,GA03FLMA,GA03FLMA-RIM01-00-SIOENG000,,,,TO BE DELETED,
N00218.2,N00218.2,Sensor,0,MOORING MESCALE FLANKING A SP SIO Electronics,MOORING MESCALE FLANKING A SP SIO Electronics,WHOI,GA03FLMA,GA03FLMA-RIS01-00-SIOENG000,,,,TO BE DELETED,
OL000015,OL000015,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,GA01SUMO-00001-CPM1,,,,TO BE DELETED,
OL000016,OL000016,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,GA01SUMO-00001-DCL11,,,,TO BE DELETED,
OL000017,OL000017,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,GA01SUMO-00001-DCL12,,,,TO BE DELETED,
OL000018,OL000018,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,GA01SUMO-00001-DCL16,,,,TO BE DELETED,
OL000027,OL000027,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,GS02HYPM-RIM01-00001,,,,TO BE DELETED,
OL000060,OL000060,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,GP02HYPM-00002-SIOENG,,,,TO BE DELETED,
OL000075,OL000075,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,GS01SUMO-00002-CPM1,,,,TO BE DELETED,
OL000076,OL000076,Sensor,0,Communications and Power Manager,Communications and Power Manager,WHOI,CPM,GS01SUMO-00002-CPM2,,,,TO BE DELETED,
OL000077,OL000077,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,GS01SUMO-00002-DCL11,,,,TO BE DELETED,
OL000078,OL000078,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,GS01SUMO-00002-DCL12,,,,TO BE DELETED,
OL000079,OL000079,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,GS01SUMO-00002-DCL16,,,,TO BE DELETED,
OL000097,OL000097,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,GA01SUMO-00002-CPM1,,,,TO BE DELETED,
OL000098,OL000098,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,GA01SUMO-00002-CPM2,,,,TO BE DELETED,
OL000099,OL000099,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,GA01SUMO-00002-DCL11,,,,TO BE DELETED,
OL000100,OL000100,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,GA01SUMO-00002-DCL12,,,,TO BE DELETED,
OL000101,OL000101,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,GA01SUMO-00002-DCL16,,,,TO BE DELETED,
OL000103,OL000103,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,GP03FLMB-00002-RIS01,,,,TO BE DELETED,
OL000104,OL000104,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,GP03FLMB-00003-RIM01,,,,TO BE DELETED,
OL000194,OL000194,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,16,,,,CE01ISSM-00003-DCL17,Oregon State University
OL000209,OL000209,Sensor,0,Multi-Function Node Communications and Power Manager,Communications and Power Manager,WHOI,CPM,CE06ISSM-00002-CPM3,,,,,Oregon State University
OL000217,OL000217,Sensor,0,Multi-Function Node Communications and Power Manager,Communications and Power Manager,WHOI,CPM,CE06ISSM-00003-CPM3,,,,,Oregon State University
OL000219,OL000219,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,CE06ISSM-00003-DCL16,,,,CE06ISSM-00003-DCL16,Oregon State University
OL000246,OL000246,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,GI02HYPM-00001-SIOENG,,,,TO BE DELETED,
OL000247,OL000247,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,GS03FLMA-00001-ENG-sec,,,,,TO BE DELETED
OL000248,OL000248,Sensor,0,Subsurface Mooring Platform Controller,SIO Controller,SIO,Subsurface Mooring Controller,GS03FLMA-00001-ENG- main,,,,TO BE DELETED,
OL000296,OL000296,Sensor,0,Surface Buoy Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3605-20018-0016,,,,CE01ISSM-00003-DCL17 CE01ISSM-00005-DCL17,Oregon State University
OL000306,OL000306,Sensor,0,Near Surface Instrument Frame Data Concentrator Logger,Data Concentrator Logger,WHOI,DCL,3,,,,CE02SHSM-00001-DCL27,Oregon State University
OL000310,OL000310,Sensor,0,Surface Buoy Communications and Power Manager,Communications and Power Manager,WHOI,CPM,,,,,CE02SHSM-00002-CPM11,Oregon State University
