serial,name,value,notes
1100,CC_angular_resolution,1.076, Constant; source_file FLORT-K_BBFL2_SN_1100_Calibration_2022-01-20.zip > BBFL2-1100.DEV
1100,CC_dark_counts_cdom,50,
1100,CC_dark_counts_chlorophyll_a,50,
1100,CC_dark_counts_volume_scatter,47,
1100,CC_depolarization_ratio,0.039,Constant
1100,CC_measurement_wavelength,700,Constant
1100,CC_scale_factor_cdom,0.0844,
1100,CC_scale_factor_chlorophyll_a,0.0132,
1100,CC_scale_factor_volume_scatter,3.478E-06,
1100,CC_scattering_angle,124,Constant
