serial,name,value,notes
16-50114,CC_C1,9.997449e+002,
16-50114,CC_C2,-1.335470e-003,
16-50114,CC_C3,-1.269150e-004,
16-50114,CC_D1,3.201700e-002,
16-50114,CC_D2,0.00e+00,
16-50114,CC_T1,2.775494e+001,
16-50114,CC_T2,-1.116760e-004,
16-50114,CC_T3,1.041050e-006,
16-50114,CC_T4,1.920260e-009,
16-50114,CC_T5,0.00e+00,
16-50114,CC_a0,1.276856e-003,
16-50114,CC_a1,2.720338e-004,
16-50114,CC_a2,-1.126089e-006,
16-50114,CC_a3,1.800361e-007,
16-50114,CC_cpcor,-9.57e-08,
16-50114,CC_ctcor,3.25e-06,
16-50114,CC_g,-9.838864e-001,
16-50114,CC_h,1.512272e-001,
16-50114,CC_i,-1.777682e-004,
16-50114,CC_j,3.497169e-005,
