serial,name,value,notes
16-7230,CC_C1,9.913353e+002,
16-7230,CC_C2,1.013600e-005,
16-7230,CC_C3,-1.182100e-004,
16-7230,CC_D1,3.107200e-002,
16-7230,CC_D2,0.000000e+000,
16-7230,CC_T1,2.767451e+001,
16-7230,CC_T2,-1.080330e-004,
16-7230,CC_T3,1.036700e-006,
16-7230,CC_T4,1.687490e-009,
16-7230,CC_T5,0.000000e+000,
16-7230,CC_a0,1.24891187e-003,
16-7230,CC_a1,2.77749736e-004,
16-7230,CC_a2,-1.61366147e-006,
16-7230,CC_a3,2.00217681e-007,
16-7230,CC_cpcor,-9.57000000e-008,
16-7230,CC_ctcor,3.2500e-006,
16-7230,CC_g,-9.92351900e-001,
16-7230,CC_h,1.38872900e-001,
16-7230,CC_i,-3.81351300e-004,
16-7230,CC_j,4.63369000e-005,
