0.07134,0.065875,0.059837,0.056769,0.053184,0.049109,0.049195,0.0454,0.04314,0.040835,0.037945,0.033761,0.031658,0.026146,0.024898,0.023314,0.020255,0.020072,0.018123,0.014421,0.009535,0.007991,0.006127,0.002319,0.0,-0.003668,-0.006113,-0.007328,-0.009121,-0.011857,-0.01406,-0.018672,-0.0163,-0.021682
0.058155,0.052988,0.050122,0.049156,0.044992,0.042119,0.040626,0.039462,0.036372,0.033775,0.03153,0.027957,0.027283,0.023307,0.021772,0.018984,0.017485,0.015198,0.011625,0.01226,0.010121,0.008333,0.004005,0.003361,0.0,-0.002104,-0.004043,-0.007916,-0.0094,-0.010923,-0.012903,-0.013086,-0.016819,-0.019612
0.050524,0.04556,0.041944,0.039687,0.037585,0.035882,0.034299,0.033221,0.029234,0.028723,0.026568,0.024826,0.021911,0.018357,0.01809,0.016969,0.0133,0.013469,0.012141,0.009592,0.006899,0.006264,0.003872,0.002434,0.0,-0.003057,-0.004158,-0.006972,-0.007589,-0.00985,-0.01171,-0.016117,-0.015927,-0.017772
0.041583,0.03888,0.036181,0.035187,0.032903,0.030926,0.029026,0.028326,0.026542,0.024783,0.022789,0.019279,0.018536,0.016508,0.01584,0.014,0.012766,0.009919,0.009088,0.008369,0.005605,0.00391,0.002461,0.001446,0.0,-0.002519,-0.005175,-0.005669,-0.00693,-0.008274,-0.011404,-0.013151,-0.012505,-0.016029
0.033019,0.032661,0.030579,0.030457,0.02799,0.026988,0.026046,0.025541,0.023144,0.022018,0.019734,0.018348,0.016646,0.014531,0.013697,0.01244,0.010572,0.01008,0.007797,0.008297,0.005127,0.004515,0.002458,0.000839,0.0,-0.002776,-0.003489,-0.005429,-0.007101,-0.007386,-0.009066,-0.011191,-0.012998,-0.013506
0.026418,0.026231,0.025831,0.025568,0.024957,0.024255,0.02357,0.023149,0.021713,0.020656,0.019382,0.017098,0.016152,0.013843,0.013241,0.012638,0.010829,0.010571,0.009519,0.007784,0.005855,0.004954,0.003579,0.002049,0.0,-2.9e-05,-0.002624,-0.003872,-0.00448,-0.006942,-0.008388,-0.009073,-0.009033,-0.011834
0.019786,0.019315,0.018506,0.018932,0.018486,0.018133,0.018003,0.017234,0.017034,0.016035,0.015152,0.013669,0.013134,0.011521,0.010569,0.009916,0.00879,0.007399,0.005563,0.005794,0.004006,0.003213,0.001549,0.000718,0.0,-0.002517,-0.003635,-0.004301,-0.005867,-0.006664,-0.008606,-0.009449,-0.010759,-0.01037
0.017354,0.01647,0.016277,0.016104,0.015733,0.015584,0.015412,0.015188,0.014312,0.014096,0.013538,0.013276,0.011293,0.009872,0.009982,0.008088,0.008006,0.007483,0.006488,0.005623,0.004355,0.003398,0.002098,0.001992,0.0,-0.000925,-0.002165,-0.003642,-0.004193,-0.005736,-0.006237,-0.008026,-0.008451,-0.010689
0.014113,0.013633,0.013537,0.013578,0.013988,0.01324,0.01331,0.013476,0.012304,0.012237,0.012037,0.010156,0.010464,0.009215,0.008551,0.008194,0.006991,0.006018,0.005959,0.004961,0.003773,0.003182,0.002252,0.001641,0.0,-0.000983,-0.002034,-0.002853,-0.003846,-0.004117,-0.006044,-0.006746,-0.007455,-0.008575
0.012436,0.012167,0.012269,0.012646,0.012084,0.012345,0.01171,0.011398,0.011644,0.011023,0.010336,0.009451,0.009091,0.008285,0.007344,0.00709,0.006276,0.005617,0.005008,0.003974,0.003371,0.00319,0.00133,0.000612,0.0,-0.001043,-0.002021,-0.002491,-0.003459,-0.004294,-0.005532,-0.00686,-0.00683,-0.007803
