serial,name,value,notes
ACS-223,CC_acwo,"[-0.272672, -0.09227, 0.058252, 0.158535, 0.220535, 0.260352, 0.289767, 0.311078, 0.329385, 0.348102, 0.365379, 0.381783, 0.399337, 0.417336, 0.435249, 0.453576, 0.472861, 0.491816, 0.509753, 0.528185, 0.54622, 0.56522, 0.583329, 0.601493, 0.618231, 0.634725, 0.649939, 0.665402, 0.682473, 0.700091, 0.71756, 0.734772, 0.751923, 0.767899, 0.78359, 0.799177, 0.814752, 0.830804, 0.846389, 0.860141, 0.871466, 0.879707, 0.883783, 0.883488, 0.878343, 0.876896, 0.863366, 0.847088, 0.835269, 0.833451, 0.840005, 0.850137, 0.861047, 0.871851, 0.882448, 0.892151, 0.900241, 0.906615, 0.909277, 0.907667, 0.903522, 0.901004, 0.902508, 0.905544, 0.908132, 0.907256, 0.900628, 0.886514, 0.862516, 0.828154, 0.781174, 0.718905, 0.640205, 0.539161, 0.412652, 0.253423, 0.060517, -0.166815, -0.41606]",
ACS-223,CC_awlngth,"[400.7, 404.3, 407.6, 410.9, 413.9, 417.4, 421.5, 425.6, 429.4, 433.4, 437.1, 441.4, 445.5, 450.4, 454.5, 458.5, 462.7, 467.1, 471.9, 476.4, 481.3, 485.9, 490.4, 494.9, 499.1, 503.5, 508.1, 512.8, 517.5, 522.3, 526.5, 530.8, 535.1, 539.6, 544.0, 548.7, 552.8, 557.7, 562.2, 566.6, 570.8, 574.7, 579.0, 582.9, 587.1, 588.1, 592.8, 597.2, 601.9, 606.5, 611.3, 615.9, 620.5, 624.9, 629.4, 633.7, 638.2, 642.8, 646.9, 651.2, 656.0, 660.3, 664.9, 669.0, 673.2, 678.0, 681.9, 686.0, 690.0, 693.9, 697.5, 701.3, 705.0, 708.9, 712.8, 716.5, 720.3, 724.1, 728.1]",
ACS-223,CC_ccwo,"[-2.750422, -2.36546, -2.183779, -2.048389, -1.904377, -1.777946, -1.652958, -1.53262, -1.418593, -1.306599, -1.202211, -1.106018, -1.008776, -0.919449, -0.836382, -0.760401, -0.695314, -0.621297, -0.551788, -0.48984, -0.434993, -0.375201, -0.320659, -0.268371, -0.218497, -0.177353, -0.134474, -0.093792, -0.056322, -0.019174, 0.013626, 0.044949, 0.074987, 0.103806, 0.133185, 0.162744, 0.189927, 0.214108, 0.240583, 0.263869, 0.282663, 0.299672, 0.31033, 0.318738, 0.32063, 0.316767, 0.305824, 0.296294, 0.290315, 0.292821, 0.305529, 0.318987, 0.331973, 0.347087, 0.356478, 0.364613, 0.376516, 0.38335, 0.384238, 0.382226, 0.378751, 0.377731, 0.378577, 0.386614, 0.389269, 0.386081, 0.378601, 0.361939, 0.333907, 0.2982, 0.247062, 0.18301, 0.100807, -0.004448, -0.13362, -0.302433, -0.498951, -0.726753, -0.930904]",
ACS-223,CC_cwlngth,"[400.5, 403.9, 407.3, 410.3, 413.5, 416.9, 420.8, 425.1, 428.8, 432.9, 436.4, 440.5, 444.8, 449.5, 453.6, 457.6, 461.9, 466.2, 471.0, 475.5, 480.4, 485.2, 489.7, 493.9, 498.2, 502.4, 507.3, 512.0, 516.8, 521.6, 526.0, 530.1, 534.6, 539.0, 543.3, 547.8, 552.3, 557.0, 561.6, 565.9, 570.3, 574.2, 578.3, 582.0, 586.3, 590.5, 595.2, 599.8, 604.3, 608.8, 613.9, 618.2, 622.9, 627.0, 631.7, 635.9, 640.5, 644.8, 649.3, 653.7, 658.3, 662.4, 667.2, 671.3, 675.7, 679.9, 684.2, 688.1, 692.1, 695.8, 699.7, 703.4, 707.1, 710.8, 714.7, 718.5, 722.4, 726.2, 730.0]",
ACS-223,CC_taarray,SheetRef:CC_taarray,
ACS-223,CC_tbins,"[0.696351, 1.385773, 2.443367, 3.476406, 4.483673, 5.495952, 6.532982, 7.456735, 8.4815, 9.49625, 10.478, 11.497407, 12.49, 13.499655, 14.4912, 15.475714, 16.475238, 17.4905, 18.49, 19.502353, 20.488235, 21.47125, 22.50375, 23.507059, 24.488824, 25.584762, 26.508929, 27.495769, 28.485417, 29.470417, 30.5236, 31.484444, 32.48, 33.4684, 34.488846]",
ACS-223,CC_tcal,22.5,
ACS-223,CC_tcarray,SheetRef:CC_tcarray,
