serial,name,value,notes
ACS-183,CC_tcal,20.9,date in filename comes from 'offsets saved' date within factory devfile
ACS-183,CC_awlngth,"[400.0, 403.7, 407.3, 410.5, 414.1, 418.0, 422.6, 426.7, 430.6, 434.5, 438.6, 442.8, 447.8, 451.8, 456.2, 460.4, 465.0, 469.4, 474.0, 478.9, 483.9, 488.1, 492.8, 496.8, 501.4, 506.1, 511.1, 515.6, 520.1, 524.8, 529.6, 533.4, 537.5, 542.0, 546.3, 551.0, 555.3, 559.9, 563.9, 568.3, 572.0, 576.1, 579.7, 583.4, 587.3, 587.6, 591.8, 596.2, 600.6, 605.1, 609.7, 614.2, 618.5, 622.9, 627.0, 631.4, 635.7, 640.2, 644.6, 649.3, 653.5, 658.3, 662.9, 667.5, 671.8, 676.3, 680.4, 684.8, 688.9, 692.9, 697.0, 701.3, 705.0, 708.9, 712.9, 717.3, 720.9, 724.8, 728.6, 732.4, 736.2]",
ACS-183,CC_acwo,"[-0.986974, -0.836618, -0.731047, -0.663040, -0.618949, -0.588705, -0.563249, -0.539194, -0.515918, -0.490879, -0.464890, -0.437319, -0.408628, -0.377654, -0.346249, -0.314169, -0.281482, -0.248650, -0.215314, -0.182271, -0.148620, -0.115608, -0.083253, -0.051673, -0.021104, 0.008033, 0.036556, 0.065993, 0.096342, 0.126936, 0.156927, 0.186021, 0.214465, 0.241923, 0.268683, 0.295201, 0.321104, 0.346297, 0.369975, 0.391726, 0.410292, 0.425660, 0.437102, 0.444573, 0.448438, 0.443782, 0.441892, 0.435778, 0.431560, 0.435097, 0.447224, 0.463973, 0.481961, 0.500074, 0.517526, 0.534582, 0.550817, 0.565348, 0.577319, 0.585197, 0.589628, 0.593593, 0.600497, 0.610208, 0.620533, 0.628245, 0.630969, 0.626617, 0.613385, 0.589134, 0.551797, 0.498620, 0.426043, 0.328626, 0.203098, 0.046116, -0.145983, -0.372793, -0.621715, -0.862329, -1.063629]",
ACS-183,CC_cwlngth,"[400.3, 403.9, 407.5, 410.9, 414.2, 418.2, 422.6, 426.7, 430.6, 434.3, 438.2, 442.6, 446.7, 451.6, 455.7, 459.9, 464.0, 468.5, 473.1, 478.2, 482.4, 487.1, 491.3, 495.6, 499.8, 504.5, 508.8, 513.9, 518.4, 523.2, 527.2, 531.6, 535.4, 539.9, 544.2, 548.7, 552.6, 557.0, 561.3, 565.4, 569.6, 573.4, 577.1, 580.8, 584.2, 588.3, 592.9, 596.9, 601.1, 605.8, 610.2, 614.7, 618.9, 623.5, 627.5, 631.9, 636.2, 640.5, 644.6, 649.3, 653.7, 658.3, 663.1, 667.2, 671.6, 675.8, 680.1, 684.6, 688.5, 692.4, 697.0, 700.7, 704.7, 708.6, 712.8, 716.5, 720.5, 724.3, 728.3, 732.1, 735.8]",
ACS-183,CC_ccwo,"[-1.199138, -1.096202, -0.997578, -0.905609, -0.822726, -0.745109, -0.673398, -0.603723, -0.538808, -0.478449, -0.418853, -0.357674, -0.302983, -0.256900, -0.209391, -0.164204, -0.120041, -0.078269, -0.037029, 0.003224, 0.037917, 0.076386, 0.113235, 0.145436, 0.173931, 0.202647, 0.228813, 0.252658, 0.278480, 0.302485, 0.329464, 0.351225, 0.371317, 0.396757, 0.417457, 0.437811, 0.459214, 0.479372, 0.496149, 0.511325, 0.525069, 0.533410, 0.537139, 0.539256, 0.531818, 0.523890, 0.511970, 0.496391, 0.487556, 0.489098, 0.495863, 0.506445, 0.515966, 0.526896, 0.536912, 0.546470, 0.553899, 0.559991, 0.562623, 0.560584, 0.557096, 0.553422, 0.556606, 0.560340, 0.563113, 0.562114, 0.554889, 0.538951, 0.513079, 0.475632, 0.423574, 0.354721, 0.263968, 0.145709, -0.001212, -0.182526, -0.400078, -0.646461, -0.904562, -1.134554, -1.311843]",
ACS-183,CC_tbins,"[0.713403, 1.414058, 2.449706, 3.464583, 4.473250, 5.475862, 6.495217, 7.496316, 8.479412, 9.461875, 10.470667, 11.462857, 12.457333, 13.518947, 14.527297, 15.503684, 16.494737, 17.497941, 18.495161, 19.491935, 20.486452, 21.501515, 22.522667, 23.491316, 24.483973, 25.476471, 26.463793, 27.522329, 28.491385, 29.492034, 30.522097, 31.490299, 32.486897, 33.477091, 34.483725]",
ACS-183,CC_taarray,SheetRef:CC_taarray,
ACS-183,CC_tcarray,SheetRef:CC_tcarray,
