serial,name,value,notes
16-6943,CC_a0,1.27942931e-003,
16-6943,CC_a1,2.71379510e-004,
16-6943,CC_a2,-1.11715955e-006,
16-6943,CC_a3,1.78306144e-007,
16-6943,CC_cpcor,-9.57000000e-008,
16-6943,CC_ctcor,3.2500e-006,
16-6943,CC_g,-9.72995124e-001,
16-6943,CC_h,1.38848821e-001,
16-6943,CC_i,-1.42583601e-004,
16-6943,CC_j,2.94398175e-005,
16-6943,CC_pa0,1.89507118e+000,
16-6943,CC_pa1,1.57169942e-002,
16-6943,CC_pa2,-6.59058725e-010,
16-6943,CC_ptca0,5.25024402e+005,
16-6943,CC_ptca1,5.56449829e+000,
16-6943,CC_ptca2,1.50538060e-002,
16-6943,CC_ptcb0,2.51220000e+001,
16-6943,CC_ptcb1,-2.00000000e-004,
16-6943,CC_ptcb2,0.00000000e+000,
16-6943,CC_ptempa0,-6.87951334e+001,
16-6943,CC_ptempa1,5.06036713e+001,
16-6943,CC_ptempa2,-2.53696028e-001,
16-6943,CC_offset,0,
