serial,name,value,notes
16-50209,CC_a0,1.27330272e-003,
16-50209,CC_a1,2.68179770e-004,
16-50209,CC_a2,-5.13977706e-007,
16-50209,CC_a3,1.56641933e-007,
16-50209,CC_cpcor,-9.57000000e-008,
16-50209,CC_ctcor,3.2500e-006,
16-50209,CC_g,-9.90946705e-001,
16-50209,CC_h,1.23964853e-001,
16-50209,CC_i,-1.28532374e-004,
16-50209,CC_j,2.48433338e-005,
16-50209,CC_pa0,2.27229558e+000,
16-50209,CC_pa1,8.85681390e-003,
16-50209,CC_pa2,-1.61853260e-010,
16-50209,CC_ptca0,5.24270570e+005,
16-50209,CC_ptca1,1.55454077e+001,
16-50209,CC_ptca2,-1.87647926e-001,
16-50209,CC_ptcb0,2.45622500e+001,
16-50209,CC_ptcb1,-3.50000000e-004,
16-50209,CC_ptcb2,0.00000000e+000,
16-50209,CC_ptempa0,-5.48433319e+001,
16-50209,CC_ptempa1,5.38399332e+001,
16-50209,CC_ptempa2,-3.37397119e-001,
16-50209,CC_offset,0,
