serial,name,value,notes
16-50326,CC_a0,1.27410568e-003,
16-50326,CC_a1,2.74305321e-004,
16-50326,CC_a2,-1.47890531e-006,
16-50326,CC_a3,1.92020311e-007,
16-50326,CC_cpcor,-9.57000000e-008,
16-50326,CC_ctcor,3.2500e-006,
16-50326,CC_g,-1.00160208e+000,
16-50326,CC_h,1.42847419e-001,
16-50326,CC_i,-1.61832423e-004,
16-50326,CC_j,3.29504996e-005,
16-50326,CC_pa0,-1.40730414e-002,
16-50326,CC_pa1,8.82504903e-003,
16-50326,CC_pa2,5.46236582e-011,
16-50326,CC_ptca0,5.23664076e+005,
16-50326,CC_ptca1,-8.97138485e+000,
16-50326,CC_ptca2,4.03160080e-001,
16-50326,CC_ptcb0,1.03930931e+002,
16-50326,CC_ptcb1,-6.67105873e-003,
16-50326,CC_ptcb2,0.00000000e+000,
16-50326,CC_ptempa0,-8.94169575e+001,
16-50326,CC_ptempa1,4.09761483e+001,
16-50326,CC_ptempa2,1.75924876e+000,
16-50326,CC_offset,0,
