serial,name,value,notes
37-12607,CC_a0,-0.0001616935,
37-12607,CC_a1,0.0003225976,
37-12607,CC_a2,-5.865059e-06,
37-12607,CC_a3,2.38555e-07,
37-12607,CC_cpcor,-9.57e-08,
37-12607,CC_ctcor,3.25e-06,
37-12607,CC_g,-0.9875386,
37-12607,CC_h,0.1511222,
37-12607,CC_i,-0.0001158495,
37-12607,CC_j,3.18613e-05,
37-12607,CC_p_range,1450,
37-12607,CC_pa0,-0.08875477,
37-12607,CC_pa1,0.004493544,
37-12607,CC_pa2,-1.282226e-11,
37-12607,CC_ptca0,524875.9,
37-12607,CC_ptca1,-0.3067712,
37-12607,CC_ptca2,-0.02170101,
37-12607,CC_ptcb0,25.54038,
37-12607,CC_ptcb1,0.000275,
37-12607,CC_ptcb2,0,
37-12607,CC_ptempa0,-66.03542,
37-12607,CC_ptempa1,0.05169225,
37-12607,CC_ptempa2,-4.792741e-07,
37-12607,CC_wbotc,3.2588e-07,
