serial,name,value,notes
37-13577,CC_a0,-8.218254e-05,
37-13577,CC_a1,0.0003010141,
37-13577,CC_a2,-4.015068e-06,
37-13577,CC_a3,1.897916e-07,
37-13577,CC_cpcor,-9.57e-08,
37-13577,CC_ctcor,3.25e-06,
37-13577,CC_g,-0.9873061,
37-13577,CC_h,0.1354704,
37-13577,CC_i,-6.206842e-05,
37-13577,CC_j,2.382053e-05,
37-13577,CC_p_range,1450,
37-13577,CC_pa0,-0.1169313,
37-13577,CC_pa1,0.004564264,
37-13577,CC_pa2,-3.519922e-11,
37-13577,CC_ptca0,524751.4,
37-13577,CC_ptca1,-0.6952987,
37-13577,CC_ptca2,-0.01996332,
37-13577,CC_ptcb0,25.28975,
37-13577,CC_ptcb1,-0.00025,
37-13577,CC_ptcb2,0,
37-13577,CC_ptempa0,171.8603,
37-13577,CC_ptempa1,-0.0734033,
37-13577,CC_ptempa2,7.900777e-07,
37-13577,CC_wbotc,1.173e-06,
