serial,name,value,notes
16-50156,CC_a0,1.241048e-003,
16-50156,CC_a1,2.759007e-004,
16-50156,CC_a2,-1.111588e-006,
16-50156,CC_a3,1.793419e-007,
16-50156,CC_cpcor,-9.57e-08,
16-50156,CC_ctcor,3.25e-06,
16-50156,CC_g,-9.894301e-001,
16-50156,CC_h,1.570807e-001,
16-50156,CC_i,-2.504894e-004,
16-50156,CC_j,4.308379e-005,
16-50156,CC_pa0,3.598717,
16-50156,CC_pa1,3.182488e-003,
16-50156,CC_pa2,9.285062e-011,
16-50156,CC_ptca0,5.259475e+005,
16-50156,CC_ptca1,3.687346e+001,
16-50156,CC_ptca2,6.720751e-001,
16-50156,CC_ptcb0,2.506162e+001,
16-50156,CC_ptcb1,-7.500000e-005,
16-50156,CC_ptcb2,0,
16-50156,CC_ptempa0,2.348268e+002,
16-50156,CC_ptempa1,-1.183448e+002,
16-50156,CC_ptempa2,1.200686e+001,
