serial,name,value,notes
16-50157,CC_a0,1.244161e-03,source_file 3305-00126-00047-A_SN_16-50157_QCT_Results_CTDBP-P.CAP
16-50157,CC_a1,2.737298e-04,
16-50157,CC_a2,-8.712822e-07,
16-50157,CC_a3,1.740175e-07,
16-50157,CC_cpcor,-9.570000e-08,
16-50157,CC_ctcor,3.250000e-06,
16-50157,CC_g,-9.969917e-01,
16-50157,CC_h,1.555831e-01,
16-50157,CC_i,-1.470479e-04,
16-50157,CC_j,3.513944e-05,
16-50157,CC_pa0,3.975026e+00,
16-50157,CC_pa1,3.168069e-03,
16-50157,CC_pa2,1.288222e-10,
16-50157,CC_ptca0,5.269408e+05,
16-50157,CC_ptca1,4.473063e+01,
16-50157,CC_ptca2,6.434376e-01,
16-50157,CC_ptcb0,2.499125e+01,
16-50157,CC_ptcb1,2.500000e-04,
16-50157,CC_ptcb2,0.000000e+00,
16-50157,CC_ptempa0,1.288399e+02,
16-50157,CC_ptempa1,-3.575432e+01,
16-50157,CC_ptempa2,-5.253431e+00,
