serial,name,value,notes
16-50137,CC_a0,0.001243206,
16-50137,CC_a1,0.0002717958,
16-50137,CC_a2,-4.189128e-07,
16-50137,CC_a3,1.558356e-07,
16-50137,CC_cpcor,-9.57e-08,
16-50137,CC_ctcor,3.25e-06,
16-50137,CC_g,-0.9818415,
16-50137,CC_h,0.1492934,
16-50137,CC_i,-0.0001506133,
16-50137,CC_j,3.323813e-05,
16-50137,CC_pa0,5.120946,
16-50137,CC_pa1,0.003191101,
16-50137,CC_pa2,9.537961e-11,
16-50137,CC_ptca0,527469.5,
16-50137,CC_ptca1,50.86524,
16-50137,CC_ptca2,0.8442987,
16-50137,CC_ptcb0,25.04638,
16-50137,CC_ptcb1,-0.000125,
16-50137,CC_ptcb2,0.0,
16-50137,CC_ptempa0,246.7842,
16-50137,CC_ptempa1,-120.7482,
16-50137,CC_ptempa2,12.00722,
