serial,name,value,notes
16-50142,CC_a0,0.001241642,
16-50142,CC_a1,0.0002764733,
16-50142,CC_a2,-1.310936e-06,
16-50142,CC_a3,1.911329e-07,
16-50142,CC_cpcor,-9.57e-08,
16-50142,CC_ctcor,3.25e-06,
16-50142,CC_g,-1.00136,
16-50142,CC_h,0.1549934,
16-50142,CC_i,-0.0001752265,
16-50142,CC_j,3.628376e-05,
16-50142,CC_pa0,-2.327492,
16-50142,CC_pa1,0.0006249813,
16-50142,CC_pa2,9.363741e-12,
16-50142,CC_ptca0,523479.1,
16-50142,CC_ptca1,-128.378,
16-50142,CC_ptca2,-1.572428,
16-50142,CC_ptcb0,24.93838,
16-50142,CC_ptcb1,0.000475,
16-50142,CC_ptcb2,0,
16-50142,CC_ptempa0,108.1077,
16-50142,CC_ptempa1,-4.445154,
16-50142,CC_ptempa2,-0.3594116,
