serial,name,value,notes
1292,CC_angular_resolution,1.076,
1292,CC_dark_counts_cdom,46,
1292,CC_dark_counts_chlorophyll_a,48,
1292,CC_dark_counts_volume_scatter,49,from FLOR-D - BBFL2W-1150 - 58322-8 - RMA 028870 - JAN 2016.pdf
1292,CC_depolarization_ratio,0.039,copied from previous deployment
1292,CC_measurement_wavelength,700,
1292,CC_scale_factor_cdom,0.0843,ppb/count
1292,CC_scale_factor_chlorophyll_a,0.0115,ug/l/count
1292,CC_scale_factor_volume_scatter,2.31E-06,(m^-1 sr^-1)/counts
1292,CC_scattering_angle,124,
