serial,name,value,notes
1218,CC_angular_resolution,1.076,Constant; source_file FLORT-D_BBFL2W_SN_1218_Calibration_Files_2022-01-13.zip > BBFL2W-1218.dev
1218,CC_dark_counts_cdom,50,
1218,CC_dark_counts_chlorophyll_a,55,
1218,CC_dark_counts_volume_scatter,56,
1218,CC_depolarization_ratio,0.039,Constant
1218,CC_measurement_wavelength,700,Constant
1218,CC_scale_factor_cdom,0.0727,
1218,CC_scale_factor_chlorophyll_a,0.0110,
1218,CC_scale_factor_volume_scatter,1.863e-06,
1218,CC_scattering_angle,124,Constant
