serial,name,value,notes
16-50111,CC_a0,1.271155e-003,
16-50111,CC_a1,2.752895e-004,
16-50111,CC_a2,-1.562827e-006,
16-50111,CC_a3,1.933677e-007,
16-50111,CC_cpcor,-9.57E-08,
16-50111,CC_ctcor,3.25E-06,
16-50111,CC_g,-9.787930e-001,
16-50111,CC_h,1.556493e-001,
16-50111,CC_i,-1.229792e-004,
16-50111,CC_j,3.381428e-005,
16-50111,CC_pa0,5.041172e+000,
16-50111,CC_pa1,3.192567e-003,
16-50111,CC_pa2,9.257750e-011,
16-50111,CC_ptca0,5.277697e+005,
16-50111,CC_ptca1,5.388659e+001,
16-50111,CC_ptca2,7.366884e-001,
16-50111,CC_ptcb0,2.513125e+001,
16-50111,CC_ptcb1,-3.500000e-004,
16-50111,CC_ptcb2,0.00E+00,
16-50111,CC_ptempa0,1.553522e+002,
16-50111,CC_ptempa1,-6.883105e+001,
16-50111,CC_ptempa2,2.066811e+000,
