OOIBARCODE,Int_Asset,DESCRIPTION,Type,serial_number,Date,comments
OL000091,GA01SUMO-00002,,Mooring,GA01SUMO-00002,11/10/2015,
OL000092,,MOPAK,Sensor,GA01SUMO-00002-MOPAK,,
OL000093,,HYDGN,Sensor,GA01SUMO-00002-HYDGN1,,
OL000094,,HYDGN,Sensor,GA01SUMO-00002-HYDGN2,,
OL000061,,MTEBK,Sensor,LGR024,,
OL000062,,METBK,Sensor,LGR020,,
A01301,,DOSTA,Sensor,461,,
A01300,,DOSTA,Sensor,460,,
A01302,,DOSTA,Sensor,462,,
A01303,,DOSTA,Sensor,463,,
A01304,,DOSTA,Sensor,464,,
A00405,,SPKIR,Sensor,238,,
OL000095,,SPKIR,Sensor,299,,
A01494,,NUTNR,Sensor,276,,
A01493,,NUTNR,Sensor,275,,
A00220,,PCO2,Sensor,33-154-50A,,
A01436,,WAVSS,Sensor,TAS06301,,
A01428,,OPTAA,Sensor,245,,
A01298,,OPTAA,Sensor,218,,
A01631,,FLORT,Sensor,1318,,
A01630,,FLORT,Sensor,1317,,
A01420,,CTDBP,Sensor,16-50116,,
A00416,,VELPT,Sensor,AQD11402,,
A01202,,PCO2,Sensor,C0112,,
A01413,,CTDMO,Sensor,37-13378,,
A01414,,CTDMO,Sensor,37-13379,,
A01415,,CTDMO,Sensor,37-13380,,
A01416,,CTDMO,Sensor,37-13381,,
A01537,,CTDMO,Sensor,37-13555,,
A01538,,CTDMO,Sensor,37-13556,,
A01573,,CTDMO,Sensor,37-13557,,
A01545,,CTDMO,Sensor,37-13629,,
A01546,,CTDMO,Sensor,37-13630,,
A01580,,CTDMO,Sensor,37-13648,,
A01700,,PHSEN,Sensor,P0172,,
A01699,,PHSEN,Sensor,P0171,,
A01135,,CTDBP,Sensor,16-50074,,
A01136,,CTDBP,Sensor,16-50075,,
A01137,,CTDBP,Sensor,16-50076,,
A01004,,FLORD,Sensor,3369,,
A01005,,FLORD,Sensor,3381,,
A01006,,FLORD,Sensor,3382,,
OL000096,,PCO2,Sensor,C0121,,
A01474,,PCO2,Sensor,C0122,,
A00854,,ADCP,Sensor,21638,,
OL000097,,CPM,,GA01SUMO-00002-CPM1,,
OL000098,,CPM,,GA01SUMO-00002-CPM2,,
OL000099,,DCL,,GA01SUMO-00002-DCL11,,
OL000100,,DCL,,GA01SUMO-00002-DCL12,,
OL000101,,DCL,,GA01SUMO-00002-DCL16,,
,,,,,,
,,,,,,
