OOIBARCODE,Int_Asset,DESCRIPTION,Type,serial_number,Date,comments
N00204,CP02PMUI-00003,,Mooring,CP02PMUI-00003,09/01/2014,
,,ISU SIM #,,,,
,,RTE S/N,,,,
A00743,,Stretch Hose S/N,,22,,
A00525,,AcousticRelease S/N,,46252,,
A00282,,AcousticRelease S/N (line Pack),,45599,,
,,MOPAK S/N,,,,
A00850,,CWFP,Profiler,ML13103-05,,
A00089,,ADCP S/N,Sensor,18660,,
