OOIBARCODE,Int_Asset,DESCRIPTION,Type,serial_number,Date,comments
N00286,CE02SHSP-00002,,Mooring,CE02SHSP-00002,2/1/2015,
N00122,,WFP,Profiler,WLP-002,,
