OOIBARCODE,Int_Asset,DESCRIPTION,Type,serial_number,Date,comments
OL000048,GA02HYPM-00002,,Mooring,GA02HYPM-00002,8/16/2015,
,,Acoustic Release 1 S/N Mid-Water,,48505,,
,,Acoustic Release 2 S/N Strong Back,,48496,,
,,Acoustic Release 3 S/N Strong Back,,45226,,
A01561,,CTDMO,Sensor,37-12376,,
OL000057,,CWFP,Profiler,ML13452-03,,
OL000058,,CWFP,Profiler,ML13452-04,,
