OOIBARCODE,Int_Asset,DESCRIPTION,Type,serial_number,Date,comments
A01198,CP02PMUO-00003,,Mooring,CP02PMUO-00003,4/14/2014,
A00588,,ISU SIM #,,89-88-169-312-003-481-979,,
,,RTE S/N,,N/A,,
A00522,,AcousticRelease S/N,,46276,,
A00523,,AcousticRelease S/N (line Pack),,46271,,
,,MOPAK S/N,,6223-4220-11918,,
A00849,,CWFP,Profiler,ML13103-04,,
A00439,,ADCP S/N,Sensor,20346,,
