OOIBARCODE,Int_Asset,DESCRIPTION,Type,serial_number,Date,comments
N00285,CE02SHSP-00001,,Mooring,CE02SHSP-00001,2/1/2015,
N00121,,WFP,Profiler,WLP-001,,
