OOIBARCODE,Int_Asset,DESCRIPTION,Type,serial_number,Date,comments
N00217,GA02HYPM-00001,,Mooring,GA02HYPM-00001,3/16/2015,
A00782,,Acoustic Release 1 S/N Mid-Water,,48505,,
A00773,,Acoustic Release 2 S/N Strong Back,,48496,,
,,Acoustic Release 3 S/N Strong Back,,45226,,
A00935,,CTDMO,Sensor,37-12376,,
A01082,,CWFP,Profiler,ML13104-06,,
A01081,,CWFP,Profiler,ML13104-04,,
