OOIBARCODE,Int_Asset,DESCRIPTION,Type,serial_number,Date,comments
N00250,GP02HYPM-00002,,Mooring,GP02HYPM-00002,7/22/2014,
,,Acoustic Release 1 S/N Mid-Water,,,,
,,Acoustic Release 2 S/N Strong Back,,,,
,,Acoustic Release 3 S/N Strong Back,,,,
A00103,,CTDMO,Sensor,37-10214,,
A00267,,CWFP,Profiler,ML12936-02,,
A00631,,CWFP,Profiler,ML13104-02,,
