,serial,name,value,notes
0,710,CC_cal_temp,19.94, Source file: NUTNR-M_SUNA_SN_710_Calibration_Files_2015-09-28.zip > SNA0710B.cal
1,710,CC_di,"[8.83333333, 17.58333333, 16.83333333, 18.83333333, 22.41666667, 20.54166667, 18.625, 20.16666667, 16.83333333, 18.875, 21.54166667, 44.83333333, 190.25, 774.20833333, 2477.33333333, 5800.45833333, 10197.54166667, 14354.54166667, 17508.08333333, 19640.20833333, 21107.70833333, 22275.95833333, 23422.20833333, 24671.875, 26141.58333333, 27939.58333333, 30042.375, 32506.625, 35142.33333333, 37929.79166667, 40751.5, 43343.08333333, 45408.29166667, 46854.58333333, 47414.45833333, 47041.375, 45845.5, 44032.16666667, 41835.5, 39524.125, 37252.04166667, 35254.375, 33602.08333333, 32270.08333333, 31308.79166667, 30749.95833333, 30490.875, 30604.04166667, 31031.08333333, 31764.54166667, 32801.75, 34174.41666667, 35757.0, 37578.79166667, 39600.95833333, 41735.75, 43864.95833333, 45943.79166667, 47806.04166667, 49396.125, 50534.95833333, 51124.20833333, 51121.45833333, 50542.54166667, 49340.5, 47714.75, 45777.83333333, 43564.45833333, 41305.16666667, 39071.54166667, 36934.20833333, 35010.625, 33261.29166667, 31705.33333333, 30349.41666667, 29173.79166667, 28169.625, 27356.33333333, 26699.79166667, 26185.70833333, 25835.375, 25598.0, 25510.29166667, 25569.45833333, 25737.83333333, 26037.875, 26434.875, 26953.375, 27551.70833333, 28206.91666667, 28917.91666667, 29657.29166667, 30375.45833333, 31047.08333333, 31608.29166667, 32075.70833333, 32344.83333333, 32396.16666667, 32253.29166667, 31829.33333333, 31225.66666667, 30356.29166667, 29365.625, 28293.08333333, 27149.04166667, 25971.70833333, 24878.91666667, 23839.20833333, 22858.5, 21991.58333333, 21231.33333333, 20559.75, 19978.54166667, 19489.375, 19107.95833333, 18805.33333333, 18586.375, 18442.45833333, 18384.66666667, 18407.54166667, 18501.20833333, 18686.95833333, 18925.41666667, 19262.45833333, 19676.5, 20141.20833333, 20681.29166667, 21273.58333333, 21917.58333333, 22613.66666667, 23316.16666667, 24058.125, 24822.25, 25546.08333333, 26286.79166667, 26981.70833333, 27648.70833333, 28208.58333333, 28731.91666667, 29151.41666667, 29466.79166667, 29689.29166667, 29778.95833333, 29761.70833333, 29635.33333333, 29378.625, 28995.70833333, 28523.91666667, 27939.70833333, 27310.41666667, 26632.45833333, 25914.29166667, 25175.79166667, 24433.625, 23678.45833333, 22961.20833333, 22263.375, 21579.25, 20940.66666667, 20321.79166667, 19759.5, 19246.70833333, 18755.95833333, 18291.16666667, 17857.54166667, 17458.83333333, 17049.625, 16657.29166667, 16256.25, 15881.875, 15545.66666667, 15229.66666667, 14951.20833333, 14709.83333333, 14496.70833333, 14313.75, 14179.625, 14068.20833333, 13977.125, 13906.70833333, 13836.04166667, 13766.625, 13722.04166667, 13660.95833333, 13591.25, 13531.70833333, 13462.0, 13403.58333333, 13324.70833333, 13260.54166667, 13208.75, 13165.20833333, 13125.08333333, 13102.5, 13080.95833333, 13041.58333333, 13010.625, 12984.375, 12960.66666667, 12932.70833333, 12892.20833333, 12831.0, 12764.75, 12688.58333333, 12606.04166667, 12515.125, 12402.04166667, 12262.20833333, 12120.66666667, 11947.33333333, 11761.83333333, 11571.29166667, 11357.5, 11137.04166667, 10910.0, 10676.41666667, 10457.04166667, 10235.5, 9998.875, 9733.83333333, 9460.95833333, 9164.04166667, 8873.70833333, 8624.125, 8390.45833333, 8183.79166667, 7989.04166667, 7806.375, 7648.75, 7504.70833333, 7368.08333333, 7251.08333333, 7143.45833333, 7031.95833333, 6896.375, 6734.54166667, 6589.08333333, 6457.45833333, 6343.75, 6231.625, 6138.5, 6051.20833333, 5973.625, 5916.45833333, 5867.16666667, 5806.16666667, 5762.83333333, 5727.91666667, 5715.25, 5708.08333333, 5687.91666667, 5636.625, 5549.83333333, 5402.125, 5211.04166667, 4811.41666667]",
2,710,CC_eno3,"[0.00183852, 0.00520872, 0.00177418, 0.00177689, 0.00497292, 0.00137261, 0.00326693, -0.00012189, 0.00091567, -0.0028839, -0.0043811, -0.00011096, -0.00125215, 0.00055275, 0.0009002, 0.00226388, 0.00162061, 0.00056368, 0.00603751, 0.00184009, 0.00441888, 0.00744218, 0.00561112, 0.00736382, 0.00775007, 0.00727531, 0.00723931, 0.00697603, 0.00661652, 0.00633263, 0.00598151, 0.00565331, 0.00531176, 0.00497025, 0.00461726, 0.00426772, 0.00393215, 0.00359869, 0.00327135, 0.00295865, 0.00265311, 0.00237348, 0.00210176, 0.00184645, 0.00161364, 0.00140831, 0.0012216, 0.00104864, 0.00089336, 0.00076069, 0.00064872, 0.00054404, 0.00045129, 0.00037023, 0.00030185, 0.00025533, 0.00019274, 0.0001576, 0.00012157, 9.23e-05, 6.792e-05, 4.548e-05, 3.422e-05, 1.819e-05, 9.47e-06, 3.81e-06, 3.24e-06, -3.66e-06, -5.89e-06, -6.84e-06, -1.053e-05, -8.88e-06, -1.612e-05, -7.83e-06, -1.24e-05, -1.891e-05, -1.709e-05, -1.289e-05, -1.412e-05, -1.2e-07, -2.83e-06, -1e-07, 5.46e-06, 8.33e-06, 2.02e-05, 1.669e-05, 1.86e-05, 1.98e-05, 1.016e-05, 2.583e-05, 2.237e-05, 2.579e-05, 2.576e-05, 2.909e-05, 3.562e-05, 4.531e-05, 4.371e-05, 5.164e-05, 5.411e-05, 5.782e-05, 6.078e-05, 6.184e-05, 6.584e-05, 7.017e-05, 6.8e-05, 7.196e-05, 7.708e-05, 6.933e-05, 7.741e-05, 7.705e-05, 8.209e-05, 7.977e-05, 8.509e-05, 9.518e-05, 0.00010124, 0.00010878, 0.00010357, 0.00011073, 0.00011104, 0.00011888, 0.00011202, 0.00012265, 0.00012199, 0.00012599, 0.00010995, 0.00013874, 0.00014465, 0.00014335, 0.00015553, 0.00015909, 0.00014988, 0.00015089, 0.00015081, 0.00015644, 0.00015296, 0.00015693, 0.00016596, 0.00017375, 0.00018696, 0.00017885, 0.00018194, 0.00017965, 0.00018846, 0.00018946, 0.00019544, 0.00019067, 0.00019895, 0.00020249, 0.00020579, 0.0002049, 0.0002125, 0.00021995, 0.00021781, 0.00022292, 0.00022121, 0.00022646, 0.00022917, 0.00022661, 0.00022144, 0.00023102, 0.00023344, 0.00023328, 0.0002463, 0.00024582, 0.00026034, 0.00024942, 0.00027179, 0.00026788, 0.00027057, 0.00027134, 0.00026018, 0.00026009, 0.00025941, 0.00026655, 0.00025235, 0.00026488, 0.00028898, 0.00029423, 0.00028535, 0.00028998, 0.00030228, 0.00030091, 0.00027585, 0.00028193, 0.00029207, 0.0003077, 0.00030857, 0.00031412, 0.00030465, 0.00031096, 0.00032064, 0.00031673, 0.00033051, 0.00032665, 0.00033335, 0.00034241, 0.00033441, 0.00034358, 0.00035683, 0.00035619, 0.00035465, 0.00034715, 0.00035951, 0.0003528, 0.00035843, 0.00036323, 0.00037225, 0.00037183, 0.00036949, 0.00036244, 0.00037482, 0.00035916, 0.00035579, 0.00037009, 0.00039254, 0.000398, 0.00039146, 0.00040735, 0.00039945, 0.00041141, 0.0004215, 0.00041697, 0.00040258, 0.00042535, 0.00040265, 0.00042433, 0.00040166, 0.00041883, 0.00041318, 0.00043709, 0.00043598, 0.00043336, 0.00044266, 0.00045205, 0.00045061, 0.00046781, 0.00044054, 0.00046001, 0.00042136, 0.00044804, 0.00045668, 0.00045128, 0.00044253, 0.00046794, 0.00048461, 0.00045924, 0.00047797, 0.00050831, 0.0004905, 0.00048009, 0.0005201, 0.00049224, 0.00051128, 0.00047341, 0.00048377, 0.00050244]",
3,710,CC_eswa,"[0.01414569, 0.00703024, 0.00747922, 0.0067741, 0.00132015, 0.00654005, 0.0021035, 0.00522387, -0.00049415, 0.00253026, 0.00863153, 0.01789998, 0.02682554, 0.04532092, 0.05989835, 0.06641398, 0.07477908, 0.08134295, 0.07835101, 0.08195976, 0.08006718, 0.07745466, 0.07007663, 0.06122138, 0.0519819, 0.04386907, 0.03660463, 0.03026724, 0.02478582, 0.020216, 0.01641727, 0.0132245, 0.01062595, 0.00848533, 0.00675229, 0.00535738, 0.00422782, 0.00332725, 0.00261782, 0.00205791, 0.00161586, 0.00128623, 0.0010197, 0.00081417, 0.0006624, 0.00054006, 0.00044036, 0.00036438, 0.00030383, 0.00024859, 0.00021206, 0.00017313, 0.00015128, 0.0001338, 0.00010978, 9.084e-05, 8.253e-05, 6.704e-05, 5.163e-05, 4.974e-05, 3.64e-05, 2.834e-05, 1.614e-05, 1.51e-05, 1.084e-05, 7.48e-06, -4.7e-07, -2.24e-06, -3.91e-06, -5.21e-06, -1.258e-05, -1.367e-05, -1.389e-05, -1.503e-05, -1.506e-05, -4.64e-06, 3.05e-06, 8.6e-07, -1.4e-06, -8.22e-06, 4.35e-06, 8.18e-06, 8.23e-06, 1.074e-05, 6e-07, 5.98e-06, 4.78e-06, 5.88e-06, 1.562e-05, 4.49e-06, 1.677e-05, 1.781e-05, 3.017e-05, 3.508e-05, 4.014e-05, 3.372e-05, 2.69e-05, 2.749e-05, 3.111e-05, 3.035e-05, 3.281e-05, 3.912e-05, 4.579e-05, 3.323e-05, 4.689e-05, 5.31e-05, 5.294e-05, 5.852e-05, 5.497e-05, 6.718e-05, 7.476e-05, 6.812e-05, 6.895e-05, 7.232e-05, 6.214e-05, 6.826e-05, 8.606e-05, 7.531e-05, 7.215e-05, 7.138e-05, 7.094e-05, 8.117e-05, 7.371e-05, 8.532e-05, 0.00010282, 8.225e-05, 9.417e-05, 0.00010783, 0.00010299, 0.00010951, 0.00011713, 0.0001128, 0.00012086, 0.00012425, 0.00013163, 0.00011916, 0.00012069, 0.00011653, 0.00012309, 0.0001376, 0.00014591, 0.00015754, 0.00016299, 0.00016627, 0.00016567, 0.00017158, 0.00017482, 0.00016993, 0.00018111, 0.00017846, 0.00019486, 0.00018443, 0.00019545, 0.0002088, 0.00020385, 0.0002128, 0.00021641, 0.00022629, 0.00022838, 0.00022539, 0.00024046, 0.00024249, 0.00023786, 0.00024399, 0.00023837, 0.0002645, 0.0002519, 0.00025634, 0.00027542, 0.00027277, 0.00028603, 0.00029393, 0.00029129, 0.00028263, 0.00031102, 0.00031729, 0.00029237, 0.00029646, 0.00031559, 0.00032215, 0.00030747, 0.00031398, 0.0003424, 0.00035569, 0.00035415, 0.00035926, 0.00035444, 0.00035054, 0.00037652, 0.00039407, 0.00037174, 0.00038862, 0.00038995, 0.0003982, 0.00038684, 0.0003942, 0.00041934, 0.00040287, 0.00040945, 0.00042482, 0.00041878, 0.00045383, 0.00043831, 0.00044713, 0.00044838, 0.00045576, 0.00045235, 0.00046434, 0.00047398, 0.00049306, 0.00049801, 0.00051179, 0.00051874, 0.00052206, 0.00050594, 0.00051072, 0.0005255, 0.00052454, 0.00052285, 0.00052142, 0.00051192, 0.00053798, 0.00053797, 0.00053242, 0.00057151, 0.00057413, 0.0005674, 0.00056478, 0.00059628, 0.00059817, 0.00059122, 0.00060052, 0.00057951, 0.00060383, 0.00063878, 0.0005872, 0.00065447, 0.00062397, 0.00064961, 0.00061784, 0.00060929, 0.00067608, 0.00063324, 0.00063273, 0.00064077, 0.00069096, 0.00068129, 0.00063088, 0.00067312, 0.00069469, 0.00067033, 0.00068224, 0.00071246, 0.00072625, 0.00071514, 0.00072611]",
4,710,CC_lower_wavelength_limit_for_spectra_fit,217.0,217
5,710,CC_upper_wavelength_limit_for_spectra_fit,240.0,240
6,710,CC_wl,"[189.68, 190.49, 191.3, 192.1, 192.91, 193.72, 194.52, 195.33, 196.14, 196.94, 197.75, 198.56, 199.37, 200.18, 200.99, 201.79, 202.6, 203.41, 204.22, 205.03, 205.84, 206.65, 207.46, 208.27, 209.08, 209.89, 210.7, 211.52, 212.33, 213.14, 213.95, 214.76, 215.57, 216.39, 217.2, 218.01, 218.82, 219.64, 220.45, 221.26, 222.08, 222.89, 223.7, 224.52, 225.33, 226.15, 226.96, 227.77, 228.59, 229.4, 230.22, 231.03, 231.85, 232.66, 233.48, 234.29, 235.11, 235.92, 236.74, 237.56, 238.37, 239.19, 240.0, 240.82, 241.64, 242.45, 243.27, 244.09, 244.9, 245.72, 246.54, 247.36, 248.17, 248.99, 249.81, 250.62, 251.44, 252.26, 253.08, 253.9, 254.71, 255.53, 256.35, 257.17, 257.99, 258.8, 259.62, 260.44, 261.26, 262.08, 262.9, 263.71, 264.53, 265.35, 266.17, 266.99, 267.81, 268.63, 269.45, 270.27, 271.08, 271.9, 272.72, 273.54, 274.36, 275.18, 276.0, 276.82, 277.64, 278.46, 279.28, 280.1, 280.92, 281.74, 282.55, 283.37, 284.19, 285.01, 285.83, 286.65, 287.47, 288.29, 289.11, 289.93, 290.75, 291.57, 292.39, 293.21, 294.03, 294.85, 295.67, 296.48, 297.3, 298.12, 298.94, 299.76, 300.58, 301.4, 302.22, 303.04, 303.86, 304.68, 305.49, 306.31, 307.13, 307.95, 308.77, 309.59, 310.41, 311.23, 312.04, 312.86, 313.68, 314.5, 315.32, 316.14, 316.96, 317.77, 318.59, 319.41, 320.23, 321.04, 321.86, 322.68, 323.5, 324.32, 325.13, 325.95, 326.77, 327.58, 328.4, 329.22, 330.04, 330.85, 331.67, 332.49, 333.3, 334.12, 334.93, 335.75, 336.57, 337.38, 338.2, 339.01, 339.83, 340.64, 341.46, 342.27, 343.09, 343.9, 344.72, 345.53, 346.35, 347.16, 347.98, 348.79, 349.6, 350.42, 351.23, 352.05, 352.86, 353.67, 354.48, 355.3, 356.11, 356.92, 357.73, 358.55, 359.36, 360.17, 360.98, 361.79, 362.61, 363.42, 364.23, 365.04, 365.85, 366.66, 367.47, 368.28, 369.09, 369.9, 370.71, 371.52, 372.33, 373.14, 373.94, 374.75, 375.56, 376.37, 377.18, 377.98, 378.79, 379.6, 380.41, 381.21, 382.02, 382.82, 383.63, 384.44, 385.24, 386.05, 386.85, 387.66, 388.46, 389.27, 390.07, 390.87, 391.68, 392.48, 393.29, 394.09, 394.89, 395.69, 396.5, 397.3]",
