OOI BARCODE,DESCRIPTION OF EQUIPMENT,QUANT,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,Source of the Equipment/Award No. or PO No.,Whether Title Vests in Recipient or Federal Gov,LOCATION,ROOM NUMBER/CUSTODY,COND.,ACQUISITION DATE,ORIGINAL COST,PERCENTAGE OF FEDERAL PARTICIPATION,comments,primary_tag_date,primary_tag_organization,primary_institute_asset_tag,secondary_tag_date,second_tag_organization,institute_asset_tag,doi_tag_date,doi_tag_organization,doi_institute_asset_tag
N00531,CTDGV for Glider 477,,,,9175,,D100160,WHOI,,,F,20140804,171901.09,,,,,,,,,,,
N00532,DOSTA for Glider 477,1,AANDERAA,4831,338,,D100160,WHOI,,,F,20140804,171901.09,100%,,,,,,,,,,
N00533,FLORD for Glider 477,,,,FLBBSLC-3552,,D100160,WHOI,,,F,20140804,171901.09,,,,,,,,,,,
N00534,CTDGV for Glider 485,,,,9196,,D100160,WHOI,ATS,SEA,A,20140813,,100%,,,,,,,,,,
N00535,DOSTA for Glider 485,1,AANDERAA,4831,322,,D100160,WHOI,ATS,SEA,A,20140813,,100%,,,,,,,,,,
N00536,FLORD for Glider 485,,,,FLBBCDSLC-3549,,D100160,WHOI,ATS,SEA,A,20140813,,100%,,,,,,,,,,
N00537,CTDGV for Glider 478,,,,9173,,D100160,WHOI,,,F,20140804,,100%,,,,,,,,,,
N00538,DOSTA for Glider 478,1,AANDERAA,4831,339,,D100160,WHOI,,,F,20140804,,100%,,,,,,,,,,
N00539,FLORD for Glider 478,,,,FLBBCDSLC-3540,,D100160,WHOI,,,F,20140804,,100%,,,,,,,,,,
N00540,CTDGV for Glider 495,,,,9209,,D100160,WHOI,LOSO,202,A,20141120,171195,100%,,,,,,,,,,
N00541,DOSTA for Glider 495,1,AANDERAA,4831,325,,D100160,WHOI,LOSO,202,A,20141120,171195,100%,,,,,,,,,,
N00542,FLORD for Glider 495,,,,FLBBCDSLC-3578,,D100160,WHOI,LOSO,202,A,20141120,171195,100%,,,,,,,,,,
N00543,CTDGV for Glider 528,,,,9258,,D100160,WHOI,LOSO,202,A,20150803,,100%,,,,,,,,,,
N00544,DOSTA for Glider 528,1,AANDERAA,4831,401,,D100160,WHOI,LOSO,202,A,20150803,,100%,,,,,,,,,,
N00545,NUTNR for Glider 528,,,,350,,D100160,WHOI,LOSO,202,A,20150803,,100%,,,,,,,,,,
N00546,FLORT for Glider 528,,,,3777,,D100160,WHOI,LOSO,202,A,20150803,,100%,,,,,,,,,,
N00548,PARAD for Glider 528,,,,50193,,D100160,WHOI,LOSO,202,A,20150803,,100%,,,,,,,,,,
N00549,DOSTA SERIES D,1,AANDERAA,4831,507,,,,,,A,,5092.2,100%,,,,,,,,,,
N00550,DOSTA SERIES D,1,AANDERAA,4831,508,,,,,,A,,5092.2,100%,,,,,,,,,,
N00551,VELPT SERIES A,1,NORTEK,AQUADOPP 300M,AQD 12747,,,,,,A,,9180,100%,,,,,,,,,,
N00552,PCO2A SERIES A(PCO2ATM-50A),1,PRO-OCEANUS,PCO2ATM-50A,34-261-50A,,,,,,A,,28732,100%,,,,,,,,,DOI,
N00553,DOSTA SERIES D,1,AANDERAA,4831,503,,,,,,A,,5092.2,100%,,,,,,,,,,
N00554,DOSTA SERIES D,1,AANDERAA,4831,512,,,,,,A,,5092.2,100%,,,,,,,,,,
N00555,VELPT SERIES A,1,NORTEK,AQUADOPP 300M,AQD 12711,,P000694,WHOI,UNV,OSU,A,20150831,9180,100%,,,,,,,,,,
N00556,DOSTA for WLP-005,1,AANDERAA,4831,351,,,,,,A,20140801,5258.25,100%,,,,,,,,,DOI,
N00557,OPTAA for WLP-005,1,Wet Labs,AC-S,ACS-181,,,,,,A,20140801,38969.75,100%,,,,,,,,,DOI,
N00558,VELPT for WLP-005,1,Nortek USA,AQUADOPP,AQD 11915,,,,,,A,20140801,9240,100%,,,,,,,,,DOI,
N00559,NUTNR for WLP-005,1,SATLANTIC,ISUS,428,,,,,,A,20140801,38790.36,100%,,,,,,,,,DOI,
N00560,SPKIR for WLP-005,1,SATLANTIC,OCR507-ICSW,265,,,,,,A,20140801,13316.36,100%,,,,,,,,,DOI,
N00561,FLORT for WLP-005,1,Wet Labs,ECO TRIPLET,1205,,,,,,A,20140801,13013.52,100%,,,,,,,,,DOI,
N00562,CTDPF for WLP-005,1,SEA-BIRD ELECTRONICS,,49-0347,,,,,,A,20140801,7000,100%,,,,,,,,,DOI,
N00563,PARAD for WLP-005,1,,,437,,,,,,A,20140801,,100%,,,,,,,,,DOI,
N00564,DOSTA for WLP-004,1,AANDERAA,4831,350,,,,,,A,20140801,5258.25,100%,,,,,,,,,DOI,
N00565,OPTAA for WLP-004,1,Wet Labs,AC-S,ACS-145,,,,,,A,20140801,38969.75,100%,,,,,,,,,DOI,
N00566,VELPT for WLP-004,1,Nortek USA,AQUADOPP,AQD 11916,,,,,,A,20140801,9240,100%,,,,,,,,,DOI,
N00567,NUTNR for WLP-004,1,SATLANTIC,ISUS,427,,,,,,A,20140801,38790.36,100%,,,,,,,,,DOI,
N00568,SPKIR for WLP-004,1,SATLANTIC,OCR507-ICSW,263,,,,,,A,20140801,13316.36,100%,,,,,,,,,DOI,
N00569,FLORT for WLP-004,1,Wet Labs,ECO TRIPLET,1208,,,,,,A,20140801,13013.52,100%,,,,,,,,,DOI,
N00570,CTDPF for WLP-004,1,SEA-BIRD ELECTRONICS,,49-0348,,,,,,A,20140801,7000,100%,,,,,,,,,DOI,
N00571,PARAD for WLP-004,1,,,407,,,,,,A,20140801,,100%,,,,,,,,,DOI,
N00572,DOSTA for WLP-003,1,AANDERAA,4831,353,,,,,,A,20140616,5258.25,100%,,,,,,,,,DOI,
N00573,OPTAA for WLP-003,1,Wet Labs,AC-S,ACS-138,,,,,,A,20140616,38969.75,100%,,,,,,,,,DOI,
N00574,VELPT for WLP-003,1,Nortek USA,AQUADOPP,AQD 11900,,,,,,A,20140616,9240,100%,,,,,,,,,DOI,
N00575,NUTNR for WLP-003,1,SATLANTIC,ISUS,426,,,,,,A,20140616,38790.36,100%,,,,,,,,,DOI,
N00576,SPKIR for WLP-003,1,SATLANTIC,OCR507-ICSW,266,,,,,,A,20140616,13316.36,100%,,,,,,,,,DOI,
N00577,FLORT for WLP-003,1,Wet Labs,ECO TRIPLET,1207,,,,,,A,20140616,13013.52,100%,,,,,,,,,DOI,
N00578,CTDPF for WLP-003,1,SEA-BIRD ELECTRONICS,,49-0346,,,,,,A,20140616,7000,100%,,,,,,,,,DOI,
N00579,PARAD for WLP-003,1,,,411,,,,,,A,20140616,,100%,,,,,,,,,DOI,
N00580,DOSTA for WLP-002,1,AANDERAA,4831,351,,,,,,A,20140630,5258.25,100%,,,,,,,,,DOI,
N00581,OPTAA for WLP-002,1,Wet Labs,AC-S,ACS-139,,,,,,A,20140630,38969.75,100%,,,,,,,,,DOI,
N00582,VELPT for WLP-002,1,Nortek USA,AQUADOPP,AQD 11912,,,,,,A,20140630,9240,100%,,,,,,,,,DOI,
N00583,NUTNR for WLP-002,1,SATLANTIC,ISUS,425,,,,,,A,20140630,38790.36,100%,,,,,,,,,DOI,
N00584,SPKIR for WLP-002,1,SATLANTIC,OCR507-ICSW,264,,,,,,A,20140630,13316.36,100%,,,,,,,,,DOI,
N00585,FLORT for WLP-002,1,Wet Labs,ECO TRIPLET,1206,,,,,,A,20140630,13013.52,100%,,,,,,,,,DOI,
N00586,CTDPF for WLP-002,1,SEA-BIRD ELECTRONICS,,49-349,,,,,,A,20140630,7000,100%,,,,,,,,,DOI,
N00587,PARAD for WLP-002,1,,,434,,,,,,A,20140630,,100%,,,,,,,,,DOI,
N00588,DOSTA for WLP-001,1,AANDERAA,4831,209,,,,,,A,20130630,5258.25,100%,,,,,,,,,DOI,
N00589,OPTAA for WLP-001,1,Wet Labs,AC-S,ACS-137,,,,,,A,20130630,38969.75,100%,,,,,,,,,DOI,
N00590,VELPT for WLP-001,1,Nortek USA,AQUADOPP,AQD 11259,,,,,,A,20130630,9240,100%,,,,,,,,,DOI,
N00591,NUTNR for WLP-001,1,SATLANTIC,ISUS,337,,,,,,A,20130630,38790.36,100%,,,,,,,,,DOI,
N00592,SPKIR for WLP-001,1,SATLANTIC,OCR507-ICSW,237,,,,,,A,20130630,13316.36,100%,,,,,,,,,DOI,
N00593,FLORT for WLP-001,1,Wet Labs,ECO TRIPLET,BBFL2W-1084,,,,,,A,20130630,13013.52,100%,,,,,,,,,DOI,
N00594,CTDPF for WLP-001,1,SEA-BIRD ELECTRONICS,,4974683-0308,,,,,,A,20130630,7000,100%,,,,,,,,,DOI,
N00595,PARAD for WLP-001,1,,,365,,,,,,A,20130630,,100%,,,,,,,,,DOI,
N00596,DOSTA for WLP-006,1,AANDERAA,4831,,,,,,,A,20140929,5258.25,100%,,,,,,,,,DOI,
N00597,OPTAA for WLP-006,1,Wet Labs,AC-S,,,,,,,A,20140929,38969.75,100%,,,,,,,,,DOI,
N00598,VELPT for WLP-006,1,Nortek USA,AQUADOPP,,,,,,,A,20140929,9240,100%,,,,,,,,,DOI,
N00599,NUTNR for WLP-006,1,SATLANTIC,ISUS,,,,,,,A,20140929,38790.36,100%,,,,,,,,,DOI,
N00600,SPKIR for WLP-006,1,SATLANTIC,OCR507-ICSW,,,,,,,A,20140929,13316.36,100%,,,,,,,,,DOI,
N00601,FLORT for WLP-006,1,Wet Labs,ECO TRIPLET,,,,,,,A,20140929,13013.52,100%,,,,,,,,,DOI,
N00602,CTDPF for WLP-006,1,SEA-BIRD ELECTRONICS,,,,,,,,A,20140929,7000,100%,,,,,,,,,DOI,
N00603,PARAD for WLP-006,1,,,,,,,,,A,20140929,,100%,,,,,,,,,DOI,
N00604,FLORD for ML12936-02,1,Wet Labs,ECO TRIPLET,2736,,D100167,WHOI,ATS,SEA,A,20130320,,100%,,,,,,,,,DOI,
N00605,DOSTA for ML12936-02,1,AANDERAA,4831,1086,,D100167,WHOI,ATS,SEA,A,20130320,,100%,,,,,,,,,DOI,
N00606,CTDPF for ML12936-02,1,SEA-BIRD ELECTRONICS,,107,,D100167,WHOI,ATS,SEA,A,20130320,,100%,,,,,,,,,DOI,
N00607,VEL3D for ML12936-02,1,,,1024,,D100167,WHOI,ATS,SEA,A,20130320,,100%,,,,,,,,,DOI,
N00608,FLORD for ML13104-02,1,Wet Labs,ECO TRIPLET,3283,,D100167,WHOI,LOSO,102,A,20140115,,100%,,,,,,,,,DOI,
N00609,DOSTA for ML13104-02,1,AANDERAA,4831,1480,,D100167,WHOI,LOSO,102,A,20140115,,100%,,,,,,,,,DOI,
N00610,CTDPF for ML13104-02,1,SEA-BIRD ELECTRONICS,,134,,D100167,WHOI,LOSO,102,A,20140115,,100%,,,,,,,,,DOI,
N00611,VEL3D for ML13104-02,1,,,A13551,,D100167,WHOI,LOSO,102,A,20140115,,100%,,,,,,,,,DOI,
N00612,FLORD for ML12997-01,1,Wet Labs,ECO TRIPLET,2934,,D100167,WHOI,ATS,SEA,A,20130320,,100%,,,,,,,,,DOI,
N00613,DOSTA for ML12997-01,1,AANDERAA,4831,1105,,D100167,WHOI,ATS,SEA,A,20130320,,100%,,,,,,,,,DOI,
N00614,CTDPF for ML12997-01,1,SEA-BIRD ELECTRONICS,,115,,D100167,WHOI,ATS,SEA,A,20130320,,100%,,,,,,,,,DOI,
N00615,VEL3D for ML12997-01,1,,,1026,,D100167,WHOI,ATS,SEA,A,20130320,,100%,,,,,,,,,DOI,
N00616,FLORD for ML13104-03,1,Wet Labs,ECO TRIPLET,3284,,D100167,WHOI,ATS,SEA,A,20140115,,100%,,,,,,,,,DOI,
N00617,DOSTA for ML13104-03,1,AANDERAA,4831,1478,,D100167,WHOI,ATS,SEA,A,20140115,,100%,,,,,,,,,DOI,
N00618,CTDPF for ML13104-03,1,SEA-BIRD ELECTRONICS,,132,,D100167,WHOI,ATS,SEA,A,20140115,,100%,,,,,,,,,DOI,
N00619,VEL3D for ML13104-03,1,,,1115,,D100167,WHOI,ATS,SEA,A,20140115,,100%,,,,,,,,,DOI,
N00620,CTDGVM for Glider 276,,,,104,,D100160,WHOI,ATS,SEA,A,20120525,,100%,,,,,,,,,,
N00621,DOSTAM for Glider 276,1,AANDERAA,4831,12,,D100160,WHOI,ATS,SEA,A,20120525,,100%,,,,,,,,,,
N00622,FLORDM for Glider 276,,,,FLBBCDSLC-3260,,D100160,WHOI,ATS,SEA,A,20120525,,100%,,,,,,,,,,
N00623,CTDGVM for Glider 361,,,,9058,,D100160,WHOI,,,F,20130530,,100%,,,,,,,,,,
N00624,DOSTAM for Glider 361,1,AANDERAA,4831,139,,D100160,WHOI,,,F,20130530,,100%,,,,,,,,,,
N00625,FLORDM for Glider 361,,,,FLBBSLC-3061,,D100160,WHOI,,,F,20130530,,100%,,,,,,,,,,
N00626,CTDGVM for Glider 362,,,,9064,,D100160,WHOI,,,F,20130530,,100%,,,,,,,,,,
N00627,DOSTAM for Glider 362,1,AANDERAA,4831,159,,D100160,WHOI,,,F,20130530,,100%,,,,,,,,,,
N00628,FLORDM for Glider 362,,,,FLBBSLC-3064,,D100160,WHOI,,,F,20130530,,100%,,,,,,,,,,
N00629,CTDGVM for Glider 363,,,,9065,,D100160,WHOI,ATS,SEA,A,20130530,,100%,,,,,,,,,,
N00630,DOSTAM for Glider 363,1,AANDERAA,4831,161,,D100160,WHOI,ATS,SEA,A,20130530,,100%,,,,,,,,,,
N00631,FLORDM for Glider 363,,,,FLBBSLC-3063,,D100160,WHOI,ATS,SEA,A,20130530,,100%,,,,,,,,,,
N00632,CTDGVM for Glider 364,,,,9066,,D100160,WHOI,ATS,SEA,A,20130530,,100%,,,,,,,,,,
N00633,DOSTAM for Glider 364,1,AANDERAA,4831,168,,D100160,WHOI,ATS,SEA,A,20130530,,100%,,,,,,,,,,
N00634,FLORDM for Glider 364,,,,FLBBSLC-3123,,D100160,WHOI,ATS,SEA,A,20130530,,100%,,,,,,,,,,
N00635,CTDGVM for Glider 365,,,,9061,,D100160,WHOI,ATS,SEA,A,20130530,,100%,,,,,,,,,,
N00636,DOSTAM for Glider 365,1,AANDERAA,4831,169,,D100160,WHOI,ATS,SEA,A,20130530,,100%,,,,,,,,,,
N00637,FLORDM for Glider 365,,,,FLBBSLC-3124,,D100160,WHOI,ATS,SEA,A,20130530,,100%,,,,,,,,,,
N00638,CTDGVM for Glider 453,,,,9158,,D100160,WHOI,LOSO,202,A,20140422,,100%,,,,,,,,,,
N00639,DOSTAM for Glider 453,1,AANDERAA,4831,281,,D100160,WHOI,LOSO,202,A,20140422,,100%,,,,,,,,,,
N00640,FLORDM for Glider 453,,,,FLBBSLC-3527,,D100160,WHOI,LOSO,202,A,20140422,,100%,,,,,,,,,,
N00641,CTDGVM for Glider 523,,,,9235,,D100160,WHOI,LOSO,202,A,20150316,171195,100%,,,,,,,,,,
N00642,DOSTAM for Glider 523,1,AANDERAA,4831,362,,D100160,WHOI,LOSO,202,A,20150316,171195,100%,,,,,,,,,,
N00643,FLORDM for Glider 523,,,,FLBBSLC-3580,,D100160,WHOI,LOSO,202,A,20150316,171195,100%,,,,,,,,,,
N00644,CTDGVM for Glider 525,,,,9232,,D100160,WHOI,ATS,SEA,A,20150326,,100%,,,,,,,,,,
N00645,DOSTAM for Glider 525,1,AANDERAA,4831,364,,D100160,WHOI,ATS,SEA,A,20150326,,100%,,,,,,,,,,
N00646,FLORDM for Glider 525,,,,FLBBSLC-3579,,D100160,WHOI,ATS,SEA,A,20150326,,100%,,,,,,,,,,
N00647,CTDGVM for Glider 537,,,,9237,,D100160,WHOI,ATS,SEA,A,20150522,,100%,,,,,,,,,,
N00648,DOSTAM for Glider 537,1,AANDERAA,4831,400,,D100160,WHOI,ATS,SEA,A,20150522,,100%,,,,,,,,,,
N00649,FLORDM for Glider 537,,,,FLBBSLC-3582,,D100160,WHOI,ATS,SEA,A,20150522,,100%,,,,,,,,,,
N00650,CTDGVM for Glider 514,,,,9230,,D100160,WHOI,RPR,TWR,A,20141223,,100%,,,,,,,,,,
N00651,DOSTAM for Glider 514,1,AANDERAA,4831,361,,D100160,WHOI,RPR,TWR,A,20141223,,100%,,,,,,,,,,
N00652,NUTNRM for Glider 514,,,,357,,D100160,WHOI,RPR,TWR,A,20141223,,100%,,,,,,,,,,
N00653,CTDGVM for Glider 515,,,,9231,,D100160,WHOI,RPR,TWR,A,20141223,,100%,,,,,,,,,,
N00654,FLORTM for Glider 515,,,,3501,,D100160,WHOI,RPR,TWR,A,20141223,,100%,,,,,,,,,,
N00655,PARADM for Glider 515,,,,50185,,D100160,WHOI,RPR,TWR,A,20141223,,100%,,,,,,,,,,
N00656,FLORD for WFP Coastal ML13104-05,,,,3281,,D100167,WHOI,ATS,SEA,A,20140402,,100%,,,,,,,,,,
N00657,DOSTA for WFP Coastal ML13104-05,1,AANDERAA,4831,1477,,D100167,WHOI,ATS,SEA,A,20140402,,100%,,,,,,,,,,
N00658,CTD for WFP Coastal ML13104-05,,,,133,,D100167,WHOI,ATS,SEA,A,20140402,,100%,,,,,,,,,,
N00659,VEL3D for WFP Coastal ML13104-05,,,,1116,,D100167,WHOI,ATS,SEA,A,20140402,,100%,,,,,,,,,,
N00660,FLORD for WFP Coastal ML13104-07,,,,3282,,D100167,WHOI,ATS,SEA,A,20140925,,100%,,,,,,,,,,
N00661,DOSTA for WFP Coastal ML13104-07,1,AANDERAA,4831,1479,,D100167,WHOI,ATS,SEA,A,20140925,,100%,,,,,,,,,,
N00662,CTD for WFP Coastal ML13104-07,,,,130,,D100167,WHOI,ATS,SEA,A,20140925,,100%,,,,,,,,,,
N00663,VEL3D for WFP Coastal ML13104-07,,,,1118,,D100167,WHOI,ATS,SEA,A,20140925,,100%,,,,,,,,,,
N00664,FLORDM for Glider 486,,,,3551,,D100160,WHOI,LOSO,202,,20140825,,100%,,,,,,,,,,
N00665,DOSTAM for Glider 486,1,AANDERAA,4831,323,,D100160,WHOI,LOSO,202,,20140825,,100%,,,,,,,,,,
N00666,CTDGVM for Glider 486,,,,9174,,D100160,WHOI,LOSO,202,,20140825,,100%,,,,,,,,,,
N00667,PCO2W SERIES B (SAMI CO2),,SUNBURST,SAMI-CO2,C0126,,E116658,WHOI,,,A,20150810,28732,100%,,,,,,,,,,
N00668,ADCP for Glider 247,,,,642931,,J100005A,WHOI,UNV,OSU,A,20111007,,100%,,,,,,,,,,
N00669,CTDGV for Glider 247,,,,9014,,J100005A,WHOI,UNV,OSU,A,20111007,,100%,,,,,,,,,,
N00670,DOSTA for Glider 247,1,AANDERAA,4831,26,,J100005A,WHOI,UNV,OSU,A,20111007,,100%,,,,,,,,,,
N00671,FLORT for Glider 247,,,,2760,,J100005A,WHOI,UNV,OSU,A,20111007,,100%,,,,,,,,,,
N00672,PARAD for Glider 247,,,,50145,,J100005A,WHOI,UNV,OSU,A,20111007,,100%,,,,,,,,,,
N00673,OPTAA SERIES D,,WET LABS,AC-S,ACS-259,,P000677,WHOI,,,A,,40133.75,100%,,,,,,,,,,
N00674,PRESF SERIES B (26PLUS),1,SEA-BIRD ELECTRONICS,SBE-26 PLUS,26P-1391,,E116307,WHOI,,,A,,14300,100%,,,,,,,,,,
N00675,ZPLSG SERIES A,,ASL ENVIRONMENTAL,AZFP5,55097,,,WHOI,,,A,,92685,100%,,,,,,,,,,
N00676,PCO2A SERIES A(PCO2ATM-50A),1,PRO-OCEANUS,PCOTATM-50A,34-222-50A,,,WHOI,,,A,,28732,100%,,,,,,,,,,
N00677,CAMDS,,,,0484-6102-0113,,,,,,,,,,,,,,,,,,,
N00678,OPTAA SERIES D,,WET LABS,AC-S,ACS-260,,P000677,WHOI,,,A,,40133.74,100%,,,,,,,,,,
N00679,CAMDS,,,,0484-6102-0111,,,,,,,,,,,,,,,,,,,
N00680,PRESF SERIES B (26PLUS),1,SEA-BIRD ELECTRONICS,SBE-26 PLUS,26P-1396,,E116307,WHOI,,,A,,14300,100%,,,,,,,,,,
N00681,ZPLSG SERIES A,,ASL ENVIRONMENTAL,AZFP5,55098,,,WHOI,,,A,,92685,100%,,,,,,,,,,
N00682,CAMDS,,,,0484-6102-0109,,,,,,,,,,,,,,,,,,,
N00683,PRESF SERIES B (26PLUS),1,SEA-BIRD ELECTRONICS,SBE-26 PLUS,26P-1398,,E116307,WHOI,,,A,,14300,100%,,,,,,,,,,
N00684,PHSEN SERIES D (SAMI-PH),1,Sunburst Sensors,SAMI-PH,P0131,,E115403,WHOI,UNV,OSU,A,20140425,18003.4,100%,,,,,,,,,,
N00685,Shallow 16 Plus V2 CTD,1,SEA-BIRD ELECTRONICS,16plusV2 (600m),16-50019,,150324038,,,,A,20150511,13535,100%,,,,,,,,,,
N00686,NUTNR,1,SATLANTIC,ISUS,344,,,,,,A,20140924,38790.36,100%,,,,,,,,,,
N00687,Wetlabs FLCDRTD with Impulse MCBH(WB)-6-MP-Ti connector,1,Wet Labs,FLCDRTD,3400/TAG#:116120,,131213013,O.L.,UW,VISIONS2014:DP01B,A,20140128,6665,100%,,20140128,UW,N/A,,SIO,,,,
N00688,Underwater Digital Still Camera (CAMDS) (O&M),1,Kongsberg Underwater Technology Inc,Custom,104,,121119018,O.L.,UW,VISIONS2014:MJ01B,A,20131101,25000,100%,,,,,,,,,,
N00689,"Passive Bioacoustics, HYDBB-B",1,Ocean Sonics,icListen SB35-ETH,1250,,,,OSU,OSU,,20130321,13943.62,100%,,20130321,,,,SIO,,,,
N00690,ECO-triplet-w (3-wavelength fluorometer w/ wiper) (FLOR-D),1,Wet Labs,ECO-triplet-w,5156,,,,,,A,20121219,12634.25,100%,,,,,,,,,,
N00691,Underwater Digital Still Camera (CAMDS),1,Kongsberg Underwater Technology Inc,Custom,105,,131204027,O.L.,UW,VISIONS2014:PC03A,A,20140709,34185,100%,,,,,,,,,,
N00692,"Passive Bioacoustics, HYDBB-B",1,Ocean Sonics,icListen SB35-ETH,1249,,,,OSU,OSU,,20130321,13943.61,100%,,20130321,,,,SIO,,,,
N00693,CTDBP SERIES O (O-16PLUSV2),1,SEA-BIRD ELECTRONICS,O-16PLUSV2,16P71176-7231,,J100019,WHOI,UNV,OSU,A,20121203,18250,100%,,,,,,,,,,
N00694,CAMDS,1,,,0484-6002-0100,,,,,,,,,,,,,,,,,,,
N00695,"Passive Bioacoustics, HYDBB-B",1,Ocean Sonics,icListen SB35-ETH,1248,,,,OSU,OSU,,20130321,13943.61,100%,,20130321,,,,SIO,,,,
N00696,CTDBP SERIES N (N-16PLUSV2),1,SEA-BIRD ELECTRONICS,N-16PLUSV2,1697116-7230,,,,,,A,,17500,100%,,,,,,,,,,
N00697,CAMDS,1,,,0484-6002-0108,,,,,,,,,,,,,,,,,,,
N00698,"Passive Bioacoustics, HYDBB-B",1,Ocean Sonics,icListen SB35-ETH,1411,,,,OSU,OSU,,20130321,13943.61,100%,,,,,,,,,,
N00703,Seabird 16+V2 CTD 3500m,1,SEA-BIRD ELECTRONICS,16plusV2 (7000m),16-50118,,150324038,O.L.,UW,CAV2015:LJ01A,A,20150511,16060,100%,,,,,,,,,,
N00705,CTDBP SERIES N (N-16PLUSV2),1,SEA BIRD ELECTRONICS,SBE-16PLUSV2,16-50115,,,,,,A,20150514,19135,100%,,,,,,,,,,
N00708,Guralp Hydrophone (HYDLF),1,HTI,HTI-90-U/Diff,299470,,120905033,O.L.,UW,SP:C120:SHOP,A,20140724,19600,100%,,20140724,UW,N/A,,,,,,
N00713,Dissolved Oxygen Stable Response,1,Aanderaa,Optode 4831,273,,,,,,,,,,,,,,,,,,,
N00717,Dissolved Oxygen Stable Response,1,Aanderaa,Optode 4831,276,,,,,,,,,,,,,,,,,,,
N00718,CTD for RSN,1,,,16P71179-7232-2484,,,,,,,,,,,,,,,,,,,
N00720,Photosynthetically Available Radiation,1,Satlantic,Digital PAR,463,,,,,,,,,,,,,,,,,,,
N00721,DOSTA for RSN,1,AANDERAA,4831,473,,,,,,,,5092.2,100%,,,,,,,,,,
N00722,Subsea CTD + Dissolved Oxygen Sensor,1,SEA-BIRD ELECTRONICS,,43-3164,,,,,,,,,,,,,,,,,,,
N00723,PARADA for RSN,1,SATLANTIC,PAR-SER-600m,557,,,,,,,,,,,,,,,,,,,
N00724,FLORT SERIES D,1,Wet Labs,ECO TRIPLET,1294,,E116620,WHOI,LOSO,102,A,20150504,13403.46,100%,,20150504,WHOI,117201,,,,9/4/2015,DOI,
N00725,DOSTA SERIES D,1,AANDERAA,4831,514,,,,,,A,,5092.2,100%,,,,,,,,,,
N00726,DOSTA for Glider 374,1,AANDERAA,4831,145,,J100005A,WHOI,ATS,SEA,A,20130701,186935,100%,,,,,,,,9/4/2015,DOI,
N00727,PARAD for Glider 374,,,,50157,,J100005A,WHOI,ATS,SEA,A,20130701,186935,100%,,,WHOI,117292,,,,9/4/2015,DOI,
N00728,ADCP for Glider 335,,,,643111,,J100005A,WHOI,LOSO,202,AC,20130125,,100%,,,,,,,,9/4/2015,DOI,
N00729,FLORT for Glider 335,,,,2809,,J100005A,WHOI,LOSO,202,AC,20130125,,100%,,,,,,,,9/4/2015,DOI,
N00730,CTDGV for Glider 335,,,,9029,,J100005A,WHOI,LOSO,202,AC,20130125,,100%,,,,,,,,9/4/2015,DOI,
N00731,DOSTA for Glider 335,1,AANDERAA,4831,105,,J100005A,WHOI,LOSO,202,AC,20130125,,100%,,,,,,,,9/4/2015,DOI,
N00732,PARAD for Glider 335,,,,50151,,,,,,,,,,,,,,,,,9/4/2015,DOI,
N00733,METBK for CE02SHSM-00001,,,,LGR011,,,,,,,,,,,,,,,,,,,
N00734,"METBK for CE02SHSM-00002, CE07SHSM-00001",,,,LGR008,,,,,,,,,,,,,,,,,,,
N00735,METBK for CE04OSSM-00001,,,,LGR009,,,,,,,,,,,,,,,,,,,
N00736,METBK for CE07SHSM-00002,,,,LGR027,,,,,,,,,,,,,,,,,,,
N00737,METBK for CE09OSSM-00001,,,,LGR007,,,,,,,,,,,,,,,,,,,
N00738,METBK for CE09OSSM-00002,,,,LGR012,,,,,,,,,,,,,,,,,,,
N00739,METBK for CE09OSSM-00002,,,,LGR003,,,,,,,,,,,,,,,,,,,
N00740,METBK for CE09OSSM-00002,,,,LGR010,,,,,,,,,,,,,,,,,,,
N00741,METBK for GI01SUMO-00001,,,,LGR004,,,,,,,,,,,,,,,,,,,
N00742,METBK for GI01SUMO-00001,,,,LGR005,,,,,,,,,,,,,,,,,,,
N00743,METBK for GI01SUMO-00002,,,,LGR021,,,,,,,,,,,,,,,,,,,
N00744,METBK for GI01SUMO-00002,,,,LGR019,,,,,,,,,,,,,,,,,,,
N00745,"METBK for CP01CNSM-00001, CP04OSSM-00003",,,,LGR001,,,,,,,,,,,,,,,,,,,
N00746,METBK for CP01CNSM-00001,,,,LGR002,,,,,,,,,,,,,,,,,,,
N00747,CP01CNSM-00002-METBK1,,,,CP01CNSM-00002-METBK1,,,,,,,,,,,,,,,,,,,
N00748,CP01CNSM-00002-METBK2,,,,CP01CNSM-00002-METBK2,,,,,,,,,,,,,,,,,,,
N00749,CP01CNSM-00003-METBK1,,,,CP01CNSM-00003-METBK1,,,,,,,,,,,,,,,,,,,
N00750,CP01CNSM-00003-METBK2,,,,CP01CNSM-00003-METBK2,,,,,,,,,,,,,,,,,,,
N00751,MTBK for CP01CNSM-00004,,,,LGR031,,,,,,,,,,,,,,,,,,,
N00752,MTBK for CP01CNSM-00004,,,,LGR032,,,,,,,,,,,,,,,,,,,
N00753,MTBK for CP04OSSM-00001,,,,LGR016,,,,,,,,,,,,,,,,,,,
N00754,CP04OSSM-00002-METBK,,,,CP04OSSM-00002-METBK,,,,,,,,,,,,,,,,,,,
N00755,MTBK for CP031SSM-00001,,,,LGR013,,,,,,,,,,,,,,,,,,,
