serial,name,value,notes
16-50058,CC_a0,0.001254242,
16-50058,CC_a1,0.0002744762,
16-50058,CC_a2,-1.29899e-06,
16-50058,CC_a3,1.915601e-07,
16-50058,CC_cpcor,-9.57e-08,
16-50058,CC_ctcor,3.25e-06,
16-50058,CC_g,-0.9739303,
16-50058,CC_h,0.1509679,
16-50058,CC_i,-0.0001593049,
16-50058,CC_j,3.451911e-05,
16-50058,CC_pa0,0.02729465,
16-50058,CC_pa1,0.001546508,
16-50058,CC_pa2,6.35429e-12,
16-50058,CC_ptca0,525408.3,
16-50058,CC_ptca1,3.553168,
16-50058,CC_ptca2,-0.130534,
16-50058,CC_ptcb0,25.10963,
16-50058,CC_ptcb1,-0.000675,
16-50058,CC_ptcb2,0,
16-50058,CC_ptempa0,-67.80232,
16-50058,CC_ptempa1,51.37208,
16-50058,CC_ptempa2,-0.4163667,
