serial,name,value,notes
16-7239,CC_a0,0.001237697,
16-7239,CC_a1,0.000277057,
16-7239,CC_a2,-1.13E-06,
16-7239,CC_a3,1.82E-07,
16-7239,CC_cpcor,-9.57E-08,
16-7239,CC_ctcor,3.25E-06,
16-7239,CC_g,-0.9678336,
16-7239,CC_h,0.1478814,
16-7239,CC_i,-0.000389943,
16-7239,CC_j,5.06E-05,
16-7239,CC_pa0,0.1869074,
16-7239,CC_pa1,0.001550536,
16-7239,CC_pa2,4.47E-12,
16-7239,CC_ptca0,525733.4,
16-7239,CC_ptca1,8.038383,
16-7239,CC_ptca2,-0.1107957,
16-7239,CC_ptcb0,25.0535,
16-7239,CC_ptcb1,0.0009,
16-7239,CC_ptcb2,0,
16-7239,CC_ptempa0,-61.70513,
16-7239,CC_ptempa1,53.49826,
16-7239,CC_ptempa2,-0.4755811,
