ASSET_UID,TYPE,Mobile,Geometry,DESCRIPTION OF EQUIPMENT,QUANT,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,Source of the Equipment/Award No. or PO No.,Whether Title Vests in Recipient or Federal Gov,LOCATION,ROOM NUMBER/CUSTODY,COND.,ACQUISITION DATE,ORIGINAL COST,PERCENTAGE OF FEDERAL PARTICIPATION,comments,primary_tag_date,primary_tag_organization,primary_institute_asset_tag,secondary_tag_date,second_tag_organization,institute_asset_tag,doi_tag_date,doi_tag_organization,doi_institute_asset_tag
N00085,Sensor,0,,CTD for WFP Coastal ML13103-02,1,,,125,N/A,140922013,O.L.,UW,ATAPL-71403-00006,A,20150428,6000,100%,,20150428,UW,N/A,7/9/2013,OSU,325711,9/4/2015,DOI,
N00086,Sensor,0,,DOSTA for WFP Coastal ML13103-02,1,AANDERAA,4831,43-2724,N/A,140922013,O.L.,UW,ATAPL-71403-00007,A,20150428,6000,100%,,20150428,UW,N/A,10/7/2014,OSU,326703,,,
N00087,Sensor,0,,FLOR for WFP Coastal ML13103-02,1,,,1119,N/A,140922013,O.L.,UW,SP:C120,A,20140421,6000,100%,,20140421,UW,N/A,,,,,,
N00088,Sensor,0,,MOPAK - 3-Axis Motion Pack,1,MicroStrain,3DM-GX3-25,CP02PMCI-00001-MOPAK0000,,D100167,WHOI,ATS,SEA,A,20130122,,100%,,20130717,UW,N/A,4/11/2014,OSU,325578,9/4/2015,DOI,
N00089,Sensor,0,,PAR for WFP Coastal ML13103-02,1,,,20465,N/A,130124021,O.L.,UW,BH:1F123:VMP,A,20130723,10852,100%,,20130723,UW,N/A,7/9/2013,OSU,325712,9/4/2015,DOI,
N00090,Sensor,0,,VEL3D for WFP Coastal ML13103-02,1,,,100037,N/A,140327019,O.L.,UW,BH:1F123:VMP,A,20140729,10852,100%,,20140729,UW,N/A,7/26/2013,OSU,325784,9/4/2015,DOI,
N00091,,,,IMM,,,,70007983,N/A,140327019,O.L.,UW,BH:1F123:VMP,A,20140729,10852,100%,,20140729,UW,N/A,9/18/2014,OSU,326702,,,
N00092,Sensor,0,,CTD for WFP Coastal ML13103-03,1,,,126,N/A,140327019,O.L.,UW,BH:1F123:VMP,A,20140729,10852,100%,,20140729,UW,N/A,8/2/2014,OSU,326989,,,
N00093,Sensor,0,,DOSTA for WFP Coastal ML13103-03,1,AANDERAA,4831,43-2725,N/A,140327019,O.L.,UW,BH:1F123:VMP,A,20140729,10852,100%,,20140729,UW,N/A,8/2/2014,OSU,326988,,,
N00094,Sensor,0,,FLOR for WFP Coastal ML13103-03,1,,,1118,N/A,140327019,O.L.,UW,BH:1F123:VMP,A,20140729,10852,100%,,20140729,UW,N/A,8/2/2014,OSU,326987,,,
N00095,,,,MOTION,,,,27202,N/A,140327019,O.L.,UW,BH:1F123:CAGE,A,20140729,10852,100%,,20140729,UW,N/A,8/2/2014,OSU,326986,,,
N00096,Sensor,0,,PAR for WFP Coastal ML13103-03,1,,,20468,N/A,121129004,O.L.,UW,VISIONS2014,A,20130423,11700,100%,,20130423,UW,N/A,11/7/2013,OSU,326226,9/4/2015,DOI,
N00097,Sensor,0,,VEL3D for WFP Coastal ML13103-03,1,,,100036,N/A,121129004,O.L.,UW,VISIONS2014,A,20130423,11700,100%,,20130423,UW,N/A,6/30/2013,OSU,325582,9/4/2015,DOI,
N00098,,,,IMM,,,,70001987,N/A,121129004,O.L.,UW,VISIONS2014,A,20130423,11700,100%,,20130423,UW,N/A,6/19/2014,OSU,326369,,,
N00099,Sensor,0,,CTD for WFP Coastal ML13103-04,1,,,127,N/A,121129004,O.L.,UW,VISIONS2014,A,20130423,11700,100%,,20130423,UW,N/A,8/30/2013,OSU,325785,,,
N00100,Sensor,0,,DOSTA for WFP Coastal ML13103-04,1,AANDERAA,4831,43-2726,N/A,121129004,O.L.,UW,VISIONS2014,A,20130423,11700,100%,,20130423,UW,N/A,7/1/2015,OSU,327347,,,
N00101,Sensor,0,,FLOR for WFP Coastal ML13103-04,1,,,1100,N/A,121129004,O.L.,UW,VISIONS2014,A,20130423,11700,100%,,20130423,UW,N/A,7/1/2015,OSU,327349,,,
N00102,,,,MOTION,,,,27204,N/A,130125017,O.L.,UW,VISIONS 2014,A,20130415,18685,100%,,20130415,UW,N/A,,,,,,
N00103,Sensor,0,,PAR for WFP Coastal ML13103-04,1,,,20467,N/A,130125017,O.L.,UW,VISIONS 2014,A,20130415,18685,100%,,20130415,UW,N/A,,,,,,
N00104,Sensor,0,,VEL3D for WFP Coastal ML13103-04,1,,,100033,N/A,130125017,O.L.,UW,VISIONS 2014,A,20130415,18685,100%,,20130415,UW,N/A,,,,,,
N00105,,,,IMM,,,,70001991,N/A,130125017,O.L.,UW,VISIONS 2014,A,20130415,18685,100%,,20130415,UW,N/A,,,,,,
N00106,Sensor,0,,CTD for WFP Coastal ML13103-05,1,,,128,N/A,130125017,O.L.,UW,VISIONS 2014,A,20130415,18685,100%,,20130415,UW,N/A,,,,,,
N00107,Sensor,0,,DOFST for WFP Coastal ML13103-05,1,,,43-2628,N/A,130125017,O.L.,UW,VISIONS 2014,A,20130415,18685,100%,,20130415,UW,N/A,,,,,,
N00108,Sensor,0,,FLOR for WFP Coastal ML13103-05,1,,,1101,N/A,130125017,O.L.,UW,VISIONS 2014,A,20130415,18685,100%,,20130415,UW,N/A,,,,,,
N00109,,,,MOTION,,,,27201,N/A,130125017,O.L.,UW,VISIONS 2014,A,20130415,18685,100%,,20130415,UW,N/A,,,,,,
N00110,Sensor,0,,PAR for WFP Coastal ML13103-05,1,,,20466,N/A,130125017,O.L.,UW,VISIONS 2014,A,20130415,18685,100%,,20130415,UW,N/A,,,,,,
N00111,Sensor,0,,VEL3D for WFP Coastal ML13103-05,1,,,100034,N/A,130125017,O.L.,UW,VISIONS 2014,A,20130415,18685,100%,,20130415,UW,N/A,,,,,,
N00112,,,,IMM,,,,70001990,N/A,130125017,O.L.,UW,VISIONS 2014,A,20130415,18685,100%,,20130415,UW,N/A,,,,,,
N00113,Sensor,0,,CTD for WFP Coastal ML13104-01,1,,,131,N/A,130125017,O.L.,UW,VISIONS 2014,A,20130415,18685,100%,,20130415,UW,N/A,,,,,,
N00114,Sensor,0,,DOSTA for WFP Coastal ML13104-01,1,AANDERAA,4831,1476,N/A,130424040,O.L.,UW,VISIONS2014,A,20130904,29392.44,100%,,20130904,UW,N/A,7/1/2015,OSU,327350,,,
N00115,Sensor,0,,FLOR for WFP Coastal ML13104-01,1,,,3280,N/A,130424040,O.L.,UW,VISIONS2014,A,20130904,29392.44,100%,,20130904,UW,N/A,7/1/2015,OSU,327351,,,
N00116,Sensor,0,,VEL3D for WFP Coastal ML13104-01,1,,,1109-ML13104-01D,N/A,130424040,O.L.,UW,VISIONS2014,A,20130904,29392.44,100%,,20130904,UW,N/A,7/1/2015,OSU,327352,,,
N00117,Sensor,1,,ADCP for Glider 374,1,,,648877,N/A,130424040,O.L.,UW,VISIONS2014,A,20130904,26618.48,100%,,20130904,UW,N/A,7/1/2015,OSU,327353,,,
N00118,Sensor,1,,FLORT for Glider 374,1,,,2819,N/A,130424040,O.L.,UW,VISIONS2014,A,20130904,26618.48,100%,,20130904,UW,N/A,7/1/2015,OSU,327354,,,
N00119,Sensor,1,,CTDGV for Glider 374,1,,,9083,N/A,130424040,O.L.,UW,VISIONS2014,A,20130904,27334.99,100%,,20130904,UW,N/A,7/1/2015,OSU,327355,,,
N00121,Node,0,,"Profiler, Coastal Surface Piercing",1,Wet Labs,FAS-540601,WLP-001,N/A,130424040,O.L.,UW,VISIONS2014,A,20130904,29334.99,100%,,20130904,UW,N/A,7/1/2015,OSU,327356,,,
N00122,Node,0,,"Profiler, Coastal Surface Piercing",1,Wet Labs,FAS-540601,WLP-002,N/A,131028031,O.L.,UW,VISIONS2014,A,20140318,29294.3,100%,,20140318,UW,N/A,7/1/2015,OSU,327357,,,
N00123,Node,0,,"Profiler, Coastal Surface Piercing",1,Wet Labs,FAS-540601,WLP-003,N/A,131028031,O.L.,UW,VISIONS2014,A,20140318,29294.3,100%,,20140318,UW,N/A,7/1/2015,OSU,327358,,,
N00124,Node,0,,"Profiler, Coastal Surface Piercing",1,Wet Labs,Coastal Profiler,WLP-004,N/A,131028031,O.L.,UW,SP:C120:BAY1,A,20140318,28058.2,100%,,20140318,UW,N/A,7/1/2015,OSU,327359,,,
N00125,Node,0,,"Profiler, Coastal Surface Piercing",1,Wet Labs,Coastal Profiler,WLP-005,N/A,131028031,O.L.,UW,SP:C120:BAY1,A,20140318,28676.25,100%,,20140318,UW,N/A,7/1/2015,OSU,327360,,,
N00126,Node,0,,Cabled Profiler Sensor Pod w/Instrument,1,Wet Labs,FAS-540601,WLP-006,N/A,131028031,O.L.,UW,SP:C120:BAY1,A,20140318,29334.99,100%,,20140318,UW,N/A,7/1/2015,OSU,327361,,,
N00128,Sensor,0,,DOSTA for WFP Coastal ML13104-04,1,AANDERAA,4831,1473,N/A,131028031,O.L.,UW,SP:C120:BAY1,A,20140318,28676.25,100%,,20140318,UW,N/A,7/1/2015,OSU,327363,,,
N00129,Sensor,0,,FLOR for WFP Coastal ML13104-04,1,,,3279,N/A,120814013,O.L.,UW,VISIONS2014:DP,A,20130703,124100,100%,,20130703,UW,N/A,7/1/2015,OSU,327364,,,
N00130,Sensor,0,,VEL3D for WFP Coastal ML13104-04,1,,,1110-ML13104-04D,N/A,131111002,O.L.,UW,VISIONS2014,A,20140122,5100,100%,,20140122,UW,N/A,7/1/2015,OSU,327365,,,
N00131,Sensor,1,,ADCP for Glider 339,1,,,62598,N/A,131204018,O.L.,UW,SP:C120,A,20140408,7697,100%,,20140408,UW,N/A,,,,,,
N00132,Sensor,1,,FLORT for Glider 339,1,,,2812,,,,,,,,,,Missing from inventory,,,,,,,,,
N00133,Sensor,1,,CTDGV for Glider 339,1,,,9036,N/A,140922013,O.L.,UW,SP:C120,A,20141231,5100,100%,,20141231,UW,N/A,,,,,,
N00134,Sensor,1,,DOSTA for Glider 339,1,AANDERAA,4831,142,N/A,140922013,O.L.,UW,CAV15,A,20141231,5100,100%,,20141231,UW,N/A,,,,,,
N00135,Sensor,1,,PARAD for Glider 339,1,,,50153,N/A,140922013,O.L.,UW,CAV15,A,20141231,5100,100%,,20141231,UW,N/A,,,,,,
N00136,Sensor,1,,ADCP for Glider 387,1,,,654587,N/A,121219017,O.L.,UW,VISIONS2014:DP,A,20130723,58740,100%,,20130723,UW,N/A,7/1/2015,OSU,327366,,,
N00137,Sensor,1,,FLORT for Glider 387,1,,,3190,N/A,130810004,O.L.,UW,VISIONS2014:DP,A,20140409,59190,100%,,20140409,UW,N/A,7/1/2015,OSU,327367,,,
N00138,Sensor,1,,CTDGV for Glider 387,1,,,9087,N/A,130810004,O.L.,UW,VISIONS2014:DP,A,20140409,59190,100%,,20140409,UW,N/A,7/1/2015,OSU,327368,,,
N00139,Sensor,1,,DOSTA for Glider 387,1,AANDERAA,4831,173,N/A,130810004,O.L.,UW,VISIONS2014,A,20140421,59190,100%,,20140421,UW,N/A,7/1/2015,OSU,327369,,,
N00140,Sensor,1,,PARAD for Glider 387,1,,,50165,N/A,140922013,O.L.,UW,HH:3F377:MCGINNIS,A,20150428,59190,100%,,20150428,UW,N/A,7/1/2015,OSU,327370,,,
N00141,Sensor,1,,ADCP for Glider 376,1,,,649016,N/A,140922013,O.L.,UW,HH:3F377:MCGINNIS,A,20150428,59190,100%,,20150428,UW,N/A,7/1/2015,OSU,327371,,,
N00142,Sensor,1,,FLORT for Glider 376,1,,,2818,N/A,140922013,O.L.,UW,SP:C120,A,20150428,59190,100%,,20150428,UW,N/A,7/1/2015,OSU,327372,,,
N00143,Sensor,1,,CTDGV for Glider 376,1,,,9082,N/A,130810004,O.L.,UW,VISIONS2014:DP,A,20140128,59190,100%,,20140128,UW,N/A,7/1/2015,OSU,327373,,,
N00144,Sensor,1,,DOSTA for Glider 376,1,AANDERAA,4831,170,N/A,130810004,O.L.,UW,VISIONS2014:DP,A,20140128,59190,100%,,20140128,UW,N/A,7/1/2015,OSU,327374,,,
N00145,Sensor,1,,PARAD for Glider 376,1,,,50156,N/A,130810004,O.L.,UW,VISIONS2014:DP,A,20140128,59190,100%,,20140128,UW,N/A,7/1/2015,OSU,327375,,,
N00146,Sensor,1,,ADCP for Glider 375,1,,,649015,N/A,140922013,O.L.,UW,HH:3F301B:DP,A,20141231,59190,100%,,20141231,UW,N/A,7/1/2015,OSU,327376,,,
N00147,Sensor,1,,FLORT for Glider 375,1,,,2817,N/A,140922013,O.L.,UW,HH:3F301B:DP,A,20141231,59190,100%,,20141231,UW,N/A,7/1/2015,OSU,327377,,,
N00148,Sensor,1,,CTDGV for Glider 375,1,,,9081,N/A,140922013,O.L.,UW,HH:3F301B:DP,A,20141231,59190,100%,,20141231,UW,N/A,7/1/2015,OSU,327378,,,
N00149,Sensor,1,,DOSTA for Glider 375,1,AANDERAA,4831,171,,OSU,O.L.,UW,CAV2015:PC01B,A,,8000,100%,,N/A,UW,N/A,2/3/2015,OSU,326985,,,
N00150,Sensor,1,,PARAD for Glider 375,1,,,50155,,OSU,O.L.,UW,HH:3F377:MCGINNIS,A,,8000,100%,transfer in,N/A,UW,N/A,9/14/2014,OSU,326499,,,
N00151,Sensor,1,,ADCP for Glider 380,1,,,649696,,OSU,O.L.,UW,CAV2015:SF01B,A,,13800,100%,,N/A,UW,N/A,10/1/2013,OSU,325782,,,
N00152,Sensor,1,,FLORT for Glider 380,1,,,3130,,OSU,O.L.,UW,CAV2015:SF01B,A,,41000,100%,,N/A,UW,N/A,4/30/1997,OSU,314320,,,
N00153,Sensor,1,,CTDGV for Glider 380,1,,,9055,,OSU,O.L.,UW,CAV2015:PC01B,A,,18544.5,100%,,N/A,UW,N/A,9/29/2014,OSU,326990,,,
N00154,Sensor,1,,DOSTA for Glider 380,1,AANDERAA,4831,189,,OSU,O.L.,UW,CAV2015:SF01B,A,,18054,100%,,N/A,UW,N/A,,SIO,,,,
N00155,Sensor,1,,PARAD for Glider 380,1,,,50159,,OSU,O.L.,UW,CAV2015:PC01B,A,,18544.5,100%,,N/A,UW,N/A,,SIO,,,,
N00156,Sensor,1,,ADCP for Glider 388,1,,,654584,,OSU,O.L.,UW,CAV2015:SF01B,A,,14000,100%,,N/A,UW,N/A,,SIO,,,,
N00157,Sensor,1,,FLORT for Glider 388,1,,,3206,,OSU,O.L.,UW,BH:1F123:WAITE,A,20140523,174000,100%,,20140523,UW,N/A,,SIO,,,,
N00158,Sensor,1,,CTDGV for Glider 388,1,,,9088,,OSU,O.L.,UW,CAV2015:PC01B,A,,174000,100%,,N/A,UW,N/A,,SIO,,,,
N00159,Sensor,1,,DOSTA for Glider 388,1,AANDERAA,4831,192,,OSU,O.L.,UW,CAV2015:PC01B,A,,174000,100%,,N/A,UW,N/A,,SIO,,,,
N00160,Sensor,1,,PARAD for Glider 388,1,,,50166,,OSU,O.L.,UW,CAV2015:SF01B,A,,27000,100%,,N/A,UW,N/A,,SIO,,,,
N00161,Sensor,1,,ADCP for Glider 389,1,,,654585,,OSU,O.L.,UW,CAV2015:PC01B,A,,27000,100%,,N/A,UW,N/A,,SIO,,,,
N00162,Sensor,1,,FLORT for Glider 389,1,,,3207,,OSU,O.L.,UW,CAV2015:SF01B,A,,28000,100%,,N/A,UW,N/A,,SIO,,,,
N00163,Sensor,1,,CTDGV for Glider 389,1,,,9089,,OSU,O.L.,UW,CAV2015:SF01B,A,20150701,9180,100%,,20150701,UW,N/A,,SIO,,,,
N00164,Sensor,1,,DOSTA for Glider 389,1,AANDERAA,4831,193,N/A,721614,O.L.,UW,Pittock: T-275,A,20110817,38739,100%,,20110817,UW,N/A,,SIO,,,,
N00165,Sensor,1,,PARAD for Glider 389,1,,,50167,N/A,721614,O.L.,UW,Pittock: T-275,A,20110817,38739,100%,,20110817,UW,N/A,,SIO,,,,
N00166,Sensor,0,,CTD for WFP Coastal ML13104-06,1,,,129,N/A,721614,O.L.,UW,PC: SHORESTATION,A,20110722,25210,100%,,20110722,UW,N/A,,SIO,,,,
N00167,Sensor,0,,DOSTA for WFP Coastal ML13104-06,1,AANDERAA,4831,1475,N/A,721614,O.L.,UW,PC: SHORESTATION,A,20110722,25210,100%,,20110722,UW,N/A,,SIO,,,,
N00168,Sensor,0,,FLOR for WFP Coastal ML13104-06,1,,,3278,N/A,696902,O.L.,UW,OTB:3F353:FELDMAN,A,20110817,5000,100%,,20110817,UW,N/A,,SIO,116030645,,,
N00169,Sensor,0,,VEL3D for WFP Coastal ML13104-06,1,,,1117-ML13104-04D,N/A,735078,O.L.,UW,OTB:3F353:FELDMAN,A,20110817,5000,100%,,20110817,UW,N/A,,SIO,,,,
N00170,Sensor,0,,CTD Profiler,1,Sea-Bird,SBE 52MP,97,N/A,729085,O.L.,UW,BH:1F123:Harrington,A,20111227,28402.5,100%,,20111227,UW,N/A,,SIO,,,,
N00171,Sensor,0,,Dissolved Oxygen Stable Response,1,Aanderaa,Optode 4330,1106,N/A,729085,O.L.,UW,PC: SHORESTATION,A,20111227,28402.5,100%,,20111227,UW,N/A,,SIO,,,,
N00172,Sensor,0,,2-Wavelength Fluorometer,1,WET Labs,FLBBRTD,2350,N/A,729085,O.L.,UW,OTB:2F266:KAWKA,A,20100719,10919,100%,,20100719,UW,N/A,,SIO,,,,
N00173,Sensor,0,,3-D Single Point Velocity Meter,1,Falmouth Scientific,ACM-Plus,1025,N/A,PO759232,O.L.,UW,SP:C120:BAY1,A,20140810,38765.5,100%,,20140810,UW,N/A,,,,,,
N00174,Sensor,1,,Glider 247 Controller,1,TELEDYNE WEBB RESEARCH,CSG-1000,247,,J100005A,WHOI,UNV,OSU,A,20111007,0,100%,,,,,,,,,,
N00175,Sensor,1,,Glider 311 Controller,1,TELEDYNE WEBB RESEARCH,CSG-0200,311,,J100005A,WHOI,UNV,OSU,A,20121002,0,100%,,,,,,,,,,
N00176,Sensor,1,,Glider 312 Controller,1,TELEDYNE WEBB RESEARCH,CSG-1000,312,,J100005A,WHOI,UNV,OSU,A,20121002,0,100%,,,,,,,,,,
N00177,Sensor,1,,Glider 319 Controller,1,TELEDYNE WEBB RESEARCH,CSG-0200,319,,J100005A,WHOI,UNV,OSU,A,20121206,0,100%,,,,,,,,,,
N00178,Sensor,1,,Glider 320 Controller,1,TELEDYNE WEBB RESEARCH,CSG-1000,320,,J100005A,WHOI,UNV,OSU,A,20121206,0,100%,,,,,,,,,,
N00179,Sensor,1,,Glider 326 Controller,1,TELEDYNE WEBB RESEARCH,CSG-0200,326,,J100005A,WHOI,UNV,OSU,A,20121228,0,100%,,,,,,,,,,
N00180,Sensor,1,,Glider 327 Controller,1,TELEDYNE WEBB RESEARCH,CSG-0200,327,,J100005A,WHOI,UNV,OSU,A,20121228,0,100%,,,,,,,,,,
N00181,Sensor,1,,Glider 335 Controller,1,TELEDYNE WEBB RESEARCH,ASSY 4335-200,335,,D100160,WHOI,LOSO,202,A,20140804,0,100%,,,,,,,,,,
N00182,Sensor,1,,Glider 336 Controller,1,TELEDYNE WEBB RESEARCH,ASSY 4335-1000,336,,J100005A,WHOI,LOSO,202,A,20130125,0,100%,,,,,,,,,,
N00183,Sensor,1,,Glider 339 Controller,1,TELEDYNE WEBB RESEARCH,ASSY 4335-200,339,,E114297,WHOI,LOSO,HIBA,A,20130227,0,100%,,,,,,,,,,
N00184,Sensor,1,,Glider 340 Controller,1,TELEDYNE WEBB RESEARCH,ASSY 4335-200,340,,J100046,WHOI,LOSO,HIBA,A,0,11070,100%,,,,,,,,,,
N00185,Sensor,1,,Glider 374 Controller,1,TELEDYNE WEBB RESEARCH,ASSY 4335-200,374,,,,,,,,,,,,,,,,,,,
N00186,Sensor,1,,Glider 375 Controller,1,TELEDYNE WEBB RESEARCH,ASSY 4335-1000,375,,J100005A,WHOI,LOSO,HIBA,A,20130701,0,100%,,,,,,,,,,
N00187,Sensor,1,,Glider 376 Controller,1,TELEDYNE WEBB RESEARCH,ASSY 4335-1000,376,,J100005A,WHOI,ATS,SEA,A,20130701,0,100%,,,,,,,,,,
N00188,Sensor,1,,Glider 379 Controller,1,TELEDYNE WEBB RESEARCH,DG-1000,379,,E114382,WHOI,ATS,SEA,A,20130117,0,100%,,,,,,,,,,
N00189,Sensor,1,,Glider 380 Controller,1,TELEDYNE WEBB RESEARCH,DG-1000,380,,J100005A,WHOI,ATS,SEA,A,20130806,0,100%,,,,,,,,,,
N00190,Sensor,1,,Glider 381 Controller,1,TELEDYNE WEBB,CSG-0200,381,54,D100199,WHOI,LOSO,103,A,20130823,0,100%,,,,,,,,,,
N00191,Sensor,1,,Glider 382 Controller,1,TELEDYNE WEBB,CSG-0200,382,,J100005A,WHOI,UNV,OSU,A,20130806,0,100%,,,,,,,,,,
N00192,Sensor,1,,Glider 383 Controller,1,TELEDYNE WEBB RESEARCH,CSG-0200,383,,K117383,WHOI,ATS,SEA,A,20130930,0,100%,,,,,,,,,,
N00193,Sensor,1,,Glider 384 Controller,1,TELEDYNE WEBB RESEARCH,CSG-1000,384,,J100050,WHOI,UNV,OSU,A,20140220,0,100%,,,,,,,,,,
N00194,Sensor,1,,Glider 386 Controller,1,TELEDYNE WEBB RESEARCH,DG-1000,386,,J100005A,WHOI,UNV,OSU,A,20130826,0,100%,,,,,,,,,,
N00195,Sensor,1,,Glider 387 Controller,1,TELEDYNE WEBB RESEARCH,ASSY 4335-1000,387,,J100005A,WHOI,LOSO,HIBA,A,20131223,0,100%,,,,,,,,,,
N00196,Sensor,1,,Glider 388 Controller,1,TELEDYNE WEBB RESEARCH,ASSY 4335-1000,388,,D100205,WHOI,UNV,OSU,A,20131002,0,100%,,,,,,,,,,
N00197,Sensor,1,,Glider 389 Controller,1,TELEDYNE WEBB RESEARCH,ASSY 4335-1000,389,,D100205,WHOI,UNV,OSU,A,20131125,0,100%,,,,,,,,,,
N00198,Sensor,1,,Glider 452 Controller,1,TELEDYNE WEBB RESEARCH,ASSY 4995,452,,D100167,WHOI,ATS,SEA,A,20140128,0,100%,,,,,,,,,,
N00199,Sensor,1,,Glider 470 Controller,1,TELEDYNE,ASSY 4495,470,,E116130,WHOI,ATS,SEA,A,20140722,0,100%,,,,,,,,,,
N00200,Platform,0,,MOORING PIONEER UO PROFILER,1,WHOI,CP02PMUO,CP02PMUO-00004,N/A,PO759232,O.L.,UW,SP:C120:BAY1,A,20140810,348889.5,100%,,20140810,UW,N/A,,SIO,,,,
N00201,Platform,0,,MOORING PIONEER CENTRAL SURFAC,1,WHOI,CP01CNSM,CP01CNSM-00002,N/A,PO757546,O.L.,UW,Installed on Seafloor,A,20140930,2830669,100%,,20140930,UW,N/A,,SIO,,,,
N00202,Platform,0,,MOORING PIONEER OS PROFILER,1,WHOI,CP04OSSM,CP04OSSM-00001,N/A,PO757546,O.L.,UW,Installed on Seafloor,A,20140930,0,100%,,20140930,UW,N/A,,SIO,,,,
N00203,Platform,0,,MOORING PIONEER OS PROFILER,1,WHOI,CP04OSSM,CP04OSSM-00002,N/A,PO757546,O.L.,UW,TE Subcon: Portland,A,20140930,334258,100%,,20140930,UW,N/A,,SIO,,,,
N00204,Platform,0,,MOORING PIONEER UI PROFILER,1,WHOI,CP02PMUI,CP02PMUI-00003,N/A,EIO450726,O.L.,UW,OTB:3F365:KAWKA,A,20141014,8930,100%,,20141014,UW,1321855,,,,,,
N00205,Platform,0,,MOORING PIONEER IS PROFILER,1,WHOI,CP04ISSM,CP04ISSM-00001,N/A,745042,O.L.,UW,OTB:0F056:FELDMAN,A,20121030,15986,100%,,20121030,UW,N/A,,SIO,,,,
N00206,Platform,0,,MOORING PIONEER CENTRAL SURFAC,1,WHOI,CP01CNSM,CP01CNSM-00003,N/A,760113,O.L.,UW,OTB:0F056:FELDMAN,A,20140701,19599,100%,,20140701,UW,N/A,,SIO,,,,
N00207,Platform,0,,MOORING PIONEER CENTRAL SURFAC,1,WHOI,CP01CNSM,CP01CNSM-00004,N/A,738462,O.L.,UW,OTB:3F361:GIORA,A,20120514,12646.38,100%,,20120514,UW,N/A,,SIO,,,,
N00208,Platform,0,,MOORING PIONEER CENTRAL SURFAC,1,WHOI,CP01CNSP,CP01CNSP-00001,N/A,738463,O.L.,UW,OTB:3F361:GIORA,A,20120515,5425,100%,,20120515,UW,N/A,,SIO,,,,
N00209,Platform,0,,MOORING PIONEER CENTRAL SURFAC,1,WHOI,CP01CNSP,CP01CNSP-00002,N/A,738463,O.L.,UW,OTB:3F361:GIORA,A,20120515,13437,100%,,20120515,UW,N/A,,SIO,,,,
N00210,Platform,0,,MOORING PIONEER CENTRAL SURFAC,1,WHOI,CP01CNSP,CP01CNSP-00003,N/A,743906,O.L.,UW,OTB:3F309:GIORA,A,20120905,16419,100%,,20120905,UW,N/A,,SIO,,,,
N00211,Platform,0,,MOORING ENDURANCE OS PROFILER,1,WHOI,CE02SHSM,CE02SHSM-00001,N/A,721614,O.L.,UW,L-3,A,20140808,50891886,100%,,20140808,UW,N/A,,SIO,,,,
N00212,Platform,0,,MOORING ENDURANCE OS PROFILER,1,WHOI,CE04OSSM,CE04OSSM-00001,N/A,680736,O.L.,UW,L-3,A,20150808,448305,100%,,20150808,UW,N/A,,,,,,
N00213,Platform,0,,MOORING ENDURANCE OS PROFILER,1,WHOI,CE07SHSM,CE07SHSM-00001,N/A,680736,O.L.,UW,L-3,A,20150808,2017373,100%,,20150808,UW,N/A,,,,,,
N00214,Platform,0,,MOORING ENDURANCE PROFILER,1,WHOI,CE09OPSM,CE09OSPM-00003,N/A,680736,O.L.,UW,L-3,A,20150808,6768,100%,,20150808,UW,N/A,,,,,,
N00215,Platform,0,,MOORING ENDURANCE OS PROFILER,1,WHOI,CE09OSSM,CE09OSSM-00001,N/A,680736,O.L.,UW,L-3,A,20150808,4931355,100%,,20150808,UW,N/A,,,,,,
N00216,Platform,0,,MOORING Argentine OS,1,WHOI,GA01SUMO,GA01SUMO-00001,N/A,680736,O.L.,UW,L-3,A,20150808,3586440,100%,,20150808,UW,N/A,,,,,,
N00217,Platform,0,,MOORING Argentine OS,1,WHOI,GA02HYPM,GA02HYPM-00001,N/A,704990,O.L.,UW,L-3,A,20150808,100000,100%,,20150808,UW,N/A,,,,,,
N00217.1,Sensor,0,,GA02HYPM-00001 SIO Electronics,1,,,GA02HYPM-RIM01-00-SIOENG00,,,,,,,,,,,,,,,,,,,
N00218,Platform,0,,MOORING MESCALE FLANKING A SP,1,WHOI,GA03FLMA,GA03FLMA-00001,N/A,704990,O.L.,UW,L-3,A,20150808,90000,100%,,20150808,UW,N/A,,,,,,
N00218.1,Sensor,0,,MOORING MESCALE FLANKING A SP SIO Electronics,1,WHOI,GA03FLMA,GA03FLMA-RIM01-00-SIOENG000,N/A,704990,O.L.,UW,L-3,A,20150808,,100%,,20150808,UW,N/A,,,,,,
N00218.2,Sensor,0,,MOORING MESCALE FLANKING A SP SIO Electronics,1,WHOI,GA03FLMA,GA03FLMA-RIS01-00-SIOENG000,N/A,704990,O.L.,UW,L-3,A,20150808,,100%,,20150808,UW,N/A,,,,,,
N00219,Platform,0,,MOORING MESCALE FLANKING B SP,1,WHOI,GA03FLMB,GA03FLMB-00001,,,,,,,,,,,,,,,,,,,
N00220,Platform,0,,MOORING Iminger OS,1,WHOI,GI01SUMO,GI01SUMO-00001,N/A,676093,O.L.,UW,L-3,A,20150808,117000,100%,,20150808,UW,N/A,,,,,,
N00221,Platform,0,,MOORING Iminger OS,1,WHOI,GI01SUMO,GI01SUMO-00002,N/A,729607,O.L.,UW,PC: Shore Station: Test Cart,A,20120215,23900.6,100%,,20120215,UW,N/A,,SIO,,,,
