OOIBARCODE,Int_Asset,DESCRIPTION,Type,serial_number,Date,comments
N00276,CE04OSPS-PC01B,,Mooring,CE04OSPS-PC01B,7/1/2015,
ATOSU-66662-00014,,CTDPF S/N,Sensor,16-50113,,
ATOSU-58320-00017,,DOSTA S/N,Sensor,316,,
ATOSU-58336-00008,,PCO2W S/N,Sensor,C0117,,
ATOSU-63259-00002,,ZPLSC S/N,Sensor,4,,
,,,,,,
N00277,CE04OSPS-SF01B,,Mooring,CE04OSPS-SF01B,7/1/2015,
ATOSU-58336-00007,,PCO2W S/N,Sensor,C0116,,
ATOSU-58337-00011,,PHSEN S/N,Sensor,P0153,,
N00760,,CTDPF S/N,Sensor,43-3136,,
A01650,,VELPT S/N,Sensor,AQD 12692,,
ATOSU-68020-00008,,NUTNR S/N,Sensor,625,,
,,NUTNR Batt S/N,,,,
ATOSU-58341-00008,,SPKIR S/N,Sensor,251,,
ATOSU-66662-00013,,CTDPF S/N,Sensor,16-50112,,
ATOSU-58322-00013,,FLORT S/N,Sensor,1289,,
N00761,,PARAD S/N,Sensor,507,,
ATOSU-58337-00011,,PHSEN S/N,Sensor,P0153,,
ATOSU-58332-00007,,OPTAA S/N,Sensor,ACS-223,,
